"SITE_ID","VISIT_NO","MCYST_TL_UGL","SITE_TYPE","LAKE_SAMP","BASINAREA_KM2","BASINAREA_HA","BASINAREA_LU_KM2","MISSDATA_KM2_BSN","NLCD11_KM2_BSN","NLCD12_KM2_BSN","NLCD21_KM2_BSN","NLCD22_KM2_BSN","NLCD23_KM2_BSN","NLCD24_KM2_BSN","NLCD31_KM2_BSN","NLCD32_KM2_BSN","NLCD41_KM2_BSN","NLCD42_KM2_BSN","NLCD43_KM2_BSN","NLCD51_KM2_BSN","NLCD52_KM2_BSN","NLCD71_KM2_BSN","NLCD72_KM2_BSN","NLCD73_KM2_BSN","NLCD74_KM2_BSN","NLCD81_KM2_BSN","NLCD82_KM2_BSN","NLCD90_KM2_BSN","NLCD91_KM2_BSN","NLCD92_KM2_BSN","NLCD93_KM2_BSN","NLCD94_KM2_BSN","NLCD95_KM2_BSN","NLCD96_KM2_BSN","NLCD97_KM2_BSN","NLCD98_KM2_BSN","NLCD99_KM2_BSN","LANDUSE_KM2_BSN","PCT_OPENH20_BSN","PCT_ICESNOW_BSN","PCT_WATER_BSN","PCT_DEVOPEN_BSN","PCT_DEVLOW_BSN","PCT_DEVMED_BSN","PCT_DEVHIGH_BSN","PCT_DEVELOPED_BSN","PCT_BARREN_BSN","PCT_DECID_BSN","PCT_CONIF_BSN","PCT_MIXED_BSN","PCT_FOREST_BSN","PCT_SHRUBLAND_BSN","PCT_GRASS_BSN","PCT_PASTURE_BSN","PCT_CROPS_BSN","PCT_AGRIC_BSN","PCT_WDYWET_BSN","PCT_EMHERBWET_BSN","PCT_WETLAND_BSN","FLAG_LU_BASIN","COMMENT_LU_BASIN","SECMEAN","DATE_COL","LAT_DD","LON_DD","LAKEAREA","LAKENAME","AREA_HA","DEPTHMAX","ELEV_PT","HUC_2","HUC_8","PTL","NTL","TURB","ANC","DOC","COND","CHLA","DEPTH_SURF","TEMP_SURF","DO_SURF","COND_SURF","PH_SURF","DEPTH_BOT","TEMP_BOT","DO_BOT","COND_BOT","PH_BOT"
"NLA06608-0498",1,0.05,"PROB_Lake","Target_Sampled",78.49615131,7849.615131,78.49615131,0,0.993,0,4.445,0.905,0.033,0.021,0.184,0,34.619,4.981,6.822,0,0.481,0.078,0,0,0,15.537,0.55,8.408,0,0,0,0,0.439,0,0,0,0,78.496,1.3,0,1.3,5.7,1.2,0,0,6.9,0.2,44.1,6.3,8.7,59.1,0.6,0.1,19.8,0.7,20.5,10.7,0.6,11.3,"","",1.05,"7/31/2007",41.95095517,-71.95133091,0.367322381,"Roseland Lake",36.73223812,5.5,86.77,1,1100001,44,820,5.56,624.4,3.66,128,26.42,0,27.4,11.8,141,9.6,5.5,13.5,0.2,194,6.7
"NLA06608-0500",1,0.05,"PROB_Lake","Target_Sampled",707.3306042,70733.06042,707.3306042,0,5.451,0,27.807,1.92,0.16,0.025,0.644,0,295.241,216.36,107.613,0,3.466,12.129,0,0,0,36.057,0.075,0.395,0,0,0,0,0.006,0,0,0,0,707.349,0.8,0,0.8,3.9,0.3,0,0,4.2,0.1,41.7,30.6,15.2,87.5,0.5,1.7,5.1,0,5.1,0.1,0,0.1,"","",1.55,"9/14/2007",34.21452974,-94.21467091,3.922005889,"Gillam Lake",392.2005889,22,153.59,11,11140109,21,266,2.09,208,2.51,41,13.12,0,28,7.5,NA,7,21.5,14.2,0.1,NA,6.7
"NLA06608-0501",1,0.05,"PROB_Lake","Target_Sampled",19.39228254,1939.228254,19.39228254,0,0.728,0,1.424,0.136,0.007,0,0,0,0.608,9.803,1.452,0,3.196,1.725,0,0,0,0,0,0.247,0,0,0,0,0.064,0,0,0,0,19.39,3.8,0,3.8,7.3,0.7,0,0,8,0,3.1,50.6,7.5,61.2,16.5,8.9,0,0,0,1.3,0.3,1.6,"","",5.95,"7/24/2007",37.94635193,-122.6247455,0.996608727,"Alpine Lake",99.6608727,16.3,198.57,18,18050005,6,182,0.806,1358.2,3.05,164,0.63,0,25.1,9.6,172,8.2,16,9.1,3.9,154,7.1
"NLA06608-0502",1,1.8,"PROB_Lake","Target_Sampled",4.243922685,424.3922685,4.243922685,0,1.091,0,0.436,0.47,0.043,0,0,0,0.431,0.007,0.042,0,0.005,0.044,0,0,0,0.902,0.311,0.38,0,0,0,0,0.087,0,0,0,0,4.249,25.7,0,25.7,10.3,11.1,1,0,22.4,0,10.2,0.2,1,11.4,0.1,1,21.3,7.3,28.6,9,2,11,"","",3.83,"8/18/2007",42.82731383,-83.7469401,0.303353365,"Squaw Lake",30.33533655,10.7,263.7,4,4080203,5,648,1.36,3102.6,7.37,612,2.28,0,24,8.7,578,7.9,10.4,9,0.4,633,7.4
"NLA06608-0503",1,2.8,"PROB_Lake","Target_Sampled",0.870605299,87.06052989,0.870605299,0,0.236,0,0.048,0.001,0,0,0,0,0.006,0,0,0,0,0.033,0,0,0,0.059,0.489,0,0,0,0,0,0,0,0,0,0,0.872,27.1,0,27.1,5.5,0.1,0,0,5.6,0,0.7,0,0,0.7,0,3.8,6.8,56.2,63,0,0,0,"","",0.14,"8/1/2007",43.57477426,-97.0587349,0.207697309,"Rehfeldt Slough",20.76973087,2,485.13,10,10170102,430,5916,63.2,4366.3,17.18,2575,244.8,0,25.2,5,2766,8.2,1.5,25.2,4.6,2770,8.4
"NLA06608-0508",1,0.05,"PROB_Lake","Lake_Shallow",0.16657637,16.65763696,0.16657637,0,0.155,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.002,0.011,0,0,0,0,0,0,0,0,0,0.168,93.1,0,93.1,0,0,0,0,0,0,0,0,0,0,0,0,0,1.2,1.2,6.6,0,6.6,"","",0.26,"7/10/2007",33.85862113,-90.54209875,0.153734775,"Grittman Lake",15.37347752,0.5,38.92,8,8030207,283,756,86.2,699.9,6.91,76,28,0,28.55,7.41,76,7.87,0,28.55,7.41,76,7.87
"NLA06608-0509",1,0.05,"PROB_Lake","Target_Sampled",110.4000523,11040.00523,110.4000523,0,4.51,0,7.374,5.785,2.052,0.419,0.134,0,63.938,1.276,0.461,0,0,0,0,0,0,21.571,2.886,0,0,0,0,0,0,0,0,0,0,110.406,4.1,0,4.1,6.7,5.2,1.9,0.4,14.2,0.1,57.9,1.2,0.4,59.5,0,0,19.5,2.6,22.1,0,0,0,"","",5.5,"6/20/2007",40.46163354,-79.56745425,4.121244393,"Beaver Run Reservoir",412.1244393,13.4,318.34,5,5010008,4,821,1.09,635.8,2,352,1.23,0,25.7,7.7,318,7.1,12.5,8.9,6,332,7
"NLA06608-0510",1,1.2,"PROB_Lake","Target_Sampled",12.43738339,1243.738339,12.43738339,0,2.25,0,0.534,0,0,0,0,0,0.046,0,0,0,0,0.467,0,0,0,0,8.163,0.034,0,0,0,0,0.937,0,0,0,0,12.431,18.1,0,18.1,4.3,0,0,0,4.3,0,0.4,0,0,0.4,0,3.8,0,65.6,65.6,0.3,7.5,7.8,"","",0.48,"6/27/2007",48.24775379,-98.8914836,1.809745987,"Cavanaugh Lake",180.9745987,4.1,443.79,9,9020201,165,2916,20.1,5260.4,16.28,1329,71.2,0,21.69,6.52,1248,8.58,4,21.66,6.47,1245.2,8.6
"NLA06608-0511",1,0.05,"PROB_Lake","Target_Sampled",153.1883941,15318.83941,153.1883941,0,0.924,0,0,0,0,0,34.791,0,14.594,69.925,3.439,0,0.039,27.779,0,0,0,0,0,1.712,0,0,0,0,0,0,0,0,0,153.203,0.6,0,0.6,0,0,0,0,0,22.7,9.5,45.6,2.2,57.3,0,18.1,0,0,0,1.1,0,1.1,"","",1.7,"9/6/2007",38.22555093,-107.5377617,0.755478641,"Silver Jack Reservoir",75.54786412,16,2719,14,14020002,13,112,3,794.6,1.14,148,2.35,0,16.7,6.6,141,8.5,14.5,14.3,6.4,153,7.7
"NLA06608-0512",1,2.3,"PROB_Lake","Target_Sampled",5.796496216,579.6496216,5.796496216,0,2.034,0,0.108,0,0,0,0,0,2.047,0,0,0,0,0.136,0,0,0,0.009,1.428,0.006,0,0,0,0,0.025,0,0,0,0,5.793,35.1,0,35.1,1.9,0,0,0,1.9,0,35.3,0,0,35.3,0,2.3,0.2,24.6,24.8,0.1,0.4,0.5,"","",0.71,"8/13/2007",48.92434782,-100.3053493,0.351130026,"South Loon Lake",35.11300262,3,674.31,9,9010004,61,2447,8.27,8008.9,27.8,685,11.84,0,20.5,7.4,686,8.6,3,20.4,6.4,688,8.4
"NLA06608-0514",1,0.05,"PROB_Lake","Target_Sampled",2481.347332,248134.7332,2481.347332,0,44.223,0,132.602,32.414,7.418,2.183,3.641,0,1596.079,53.618,41.137,0,0,0,0,0,0,364.13,203.867,0.014,0,0,0,0,0.01,0,0,0,0,2481.336,1.8,0,1.8,5.3,1.3,0.3,0.1,7,0.1,64.3,2.2,1.7,68.2,0,0,14.7,8.2,22.9,0,0,0,"","",3.05,"7/24/2007",40.35740927,-78.11907346,33.47380555,"Raystown Lake",3347.380555,28,239.41,2,2050303,7,1009,1.01,1107,2.36,220,3.86,0,24.48,8.03,219,8.57,28,5.32,3.48,216,7.04
"NLA06608-0515",1,2.4,"PROB_Lake","Target_Sampled",4.473708648,447.3708648,4.473708648,0,0.954,0,0.127,0.048,0.004,0,0.005,0,0,0,0,0,0.005,2.596,0,0,0,0.742,0,0,0,0,0,0,0,0,0,0,0,4.481,21.3,0,21.3,2.8,1.1,0.1,0,4,0.1,0,0,0,0,0.1,58,16.6,0,16.6,0,0,0,"","",0.84,"6/28/2007",46.02793009,-98.94484753,0.692715186,"Minnow Lake",69.27151861,3.7,633.4,10,10160004,335,4984,14.2,13095.9,26.13,1895,5.92,0,22.06,3.19,1922,8.66,3.5,21.44,1.64,1919,8.67
"NLA06608-0523",1,0.41,"PROB_Lake","Target_Sampled",333.0914853,33309.14853,333.0914853,0,28.061,0,18.751,4.622,1.804,0.567,0.098,0,2.119,0.007,0,0,0.023,39.387,0,0,0,23.225,207.338,0.045,0,0,0,0,7.04,0,0,0,0,333.087,8.4,0,8.4,5.6,1.4,0.5,0.2,7.7,0,0.6,0,0,0.6,0,11.8,7,62.2,69.2,0,2.1,2.1,"","",1.25,"7/16/2007",43.92368969,-96.95103624,4.116060301,"Brant Lake",411.6060301,4.1,485.78,10,10170203,115,1738,8.86,2685.9,11.03,1799,48.6,0,24.1,7.3,1835,8.38,3.5,24.1,6.9,1838,8.53
"NLA06608-0526",1,0.05,"PROB_Lake","Target_Sampled",1.664877475,166.4877475,1.664877475,0,0.221,0,0,0,0,0,0,0,0.108,1.309,0.005,0,0.006,0,0,0,0,0,0,0,0,0,0,0,0.012,0,0,0,0,1.661,13.3,0,13.3,0,0,0,0,0,0,6.5,78.6,0.3,85.4,0.4,0,0,0,0,0,0.7,0.7,"IM","Original lake [Carol L.] was allowed to be replaced",1.55,"7/18/2007",47.94850085,-91.39296143,0.240490276,"Becoosin Lake",24.04902764,5.5,460.42,9,9030001,17,651,1.46,226.8,14.15,36,11.01,0,23.41,8.34,26.6,7.33,4,12.51,0.28,64,6.78
"NLA06608-0528",1,0.05,"PROB_Lake","Target_Sampled",16.16695159,1616.695159,16.16695159,0,9.37,0,0.387,0.651,0.081,0,0,0,0,0,0,0,0,1.144,0,0,0,0,3.898,0.637,0,0,0,0,0,0,0,0,0,16.168,58,0,58,2.4,4,0.5,0,6.9,0,0,0,0,0,0,7.1,0,24.1,24.1,3.9,0,3.9,"","",0.7,"6/28/2007",40.69518018,-99.85563998,8.782474956,"Johnson Lake",878.2474956,10.7,796.39,10,10200101,65,814,8.87,2901.5,5.25,819,11.79,0,23.4,5.7,787,7.5,10,21.7,0.4,775,7.4
"NLA06608-0529",1,3.5,"PROB_Lake","Target_Sampled",5400.304012,540030.4012,5400.304012,0,29.688,0,155.075,24.064,7.737,0.704,0.103,0,1.055,28.395,0.11,0,1968.772,34.094,0,0,0,97.477,3000.633,6.991,0,0,0,0,45.439,0,0,0,0,5400.337,0.5,0,0.5,2.9,0.4,0.1,0,3.4,0,0,0.5,0,0.5,36.5,0.6,1.8,55.6,57.4,0.1,0.8,0.9,"","",1.93,"9/4/2007",47.18441442,-119.3639845,26.06638733,"Moses Lake",2606.638733,8.5,320.11,17,17020015,42,508,7.01,2543.9,3.28,276,26.08,0,22,10,282.8,9.1,8,21,0.2,311.1,7.8
"NLA06608-0530",1,0.55,"PROB_Lake","Target_Sampled",2.251704018,225.1704018,2.251704018,0,0.047,0,0.985,0.135,0.042,0,0,0,0.004,0.7,0,0,0.005,0.029,0,0,0,0.173,0.011,0.029,0,0,0,0,0.095,0,0,0,0,2.255,2.1,0,2.1,43.7,6,1.9,0,51.6,0,0.2,31.1,0,31.3,0.2,1.3,7.7,0.5,8.2,1.3,4.2,5.5,"","",1.05,"8/7/2007",31.05988383,-81.41308684,0.097412015,"Oleander Lake",9.741201494,2.4,0.71,3,3070203,117,1016,3.66,1611.8,4.78,36000,17.76,0,31.02,5.46,42408,8.18,2,31.02,5.29,42430,8.13
"NLA06608-0531",1,0.91,"PROB_Lake","Target_Sampled",188.1979017,18819.79017,188.1979017,0,24.36,0,5.3,0.333,0.011,0,0.05,0,0.113,0,0,0,2.912,89.425,0,0,0,44.978,18.751,0,0,0,0,0,1.962,0,0,0,0,188.195,12.9,0,12.9,2.8,0.2,0,0,3,0,0.1,0,0,0.1,1.5,47.5,23.9,10,33.9,0,1,1,"","",1.15,"7/11/2007",46.03407357,-99.16791062,0.138801609,"",13.88016093,1.8,588.11,10,10130106,57,2697,6.34,3386.1,23.96,9751,3.81,0,21.28,8.3,10034,8.26,1.5,21.23,8.22,10041,8.26
"NLA06608-0533",1,0.05,"PROB_Lake","Target_Sampled",65.62419873,6562.419873,65.62419873,0,1.62,0,1.488,0.129,0.002,0.012,0,0,40.217,3.36,0.641,0,1.927,0.563,0,0,0,9.048,6.42,0.183,0,0,0,0,0.011,0,0,0,0,65.621,2.5,0,2.5,2.3,0.2,0,0,2.5,0,61.3,5.1,1,67.4,2.9,0.9,13.8,9.8,23.6,0.3,0,0.3,"","",3.8,"7/18/2007",42.25218027,-78.29237084,1.68057458,"Cuba Lake",168.057458,6.9,470.53,5,5010001,6,178,0.852,832.2,2.33,129,3.18,0,22.9,9.39,127,7.84,6.4,20.1,2.46,130,7.13
"NLA06608-0537",1,0.05,"PROB_Lake","Target_Sampled",67.35826898,6735.826898,67.35826898,0,1.812,0,3.047,1.375,0.662,0.144,0.279,0,20.499,11.957,0.147,0,0,2.029,0,0,0,25.232,0.172,0,0,0,0,0,0,0,0,0,0,67.355,2.7,0,2.7,4.5,2,1,0.2,7.7,0.4,30.4,17.8,0.2,48.4,0,3,37.5,0.3,37.8,0,0,0,"","",1.78,"6/6/2007",37.69558878,-81.05483233,0.358693406,"Glade Creek Reservoir (Lower)",35.86934062,7.5,815.49,5,5050004,11,256,2.81,205.6,2.01,150,2.34,0,21.1,9.1,136.2,7.2,6,9,1.9,99.1,6.4
"NLA06608-0540",1,0.38,"PROB_Lake","Target_Sampled",9.131227471,913.1227471,9.131227471,0,0.076,0,0.465,0.003,0,0,0,0,0,0,0.164,0,2.522,1.302,0,0,0,0,4.597,0,0,0,0,0,0,0,0,0,0,9.129,0.8,0,0.8,5.1,0,0,0,5.1,0,0,0,1.8,1.8,27.6,14.3,0,50.3,50.3,0,0,0,"","",0.21,"8/27/2007",35.17104325,-99.37115228,0.100905328,"Elk City Lake",10.09053282,2,519.11,11,11120303,235,2250,31.7,3208.1,9.72,1255,95.04,0.1,28.21,8.33,1234,8.36,1.9,27.83,5.06,1236,8.16
"NLA06608-0541",1,0.05,"PROB_Lake","Target_Sampled",2.35491333,235.491333,2.35491333,0,0.094,0,0.566,0.578,0.147,0.003,0.004,0,0.393,0.016,0,0,0,0,0,0,0,0.216,0.129,0.138,0,0,0,0,0.071,0,0,0,0,2.355,4,0,4,24,24.5,6.2,0.1,54.8,0.2,16.7,0.7,0,17.4,0,0,9.2,5.5,14.7,5.9,3,8.9,"","",1.6,"7/12/2007",38.96504347,-77.33745683,0.101117519,"Lake Anne",10.11175187,7.1,97.61,2,2070008,14,329,2.71,434.9,3.99,276,6.02,0,28.5,8.8,278,8,6.5,9.6,0.2,363,6.8
"NLA06608-0542",1,0.05,"PROB_Lake","Target_Sampled",0.146669853,14.66698526,0.146669853,0,0.049,0,0,0,0,0,0,0,0.091,0,0.006,0,0,0,0,0,0,0,0,0.002,0,0,0,0,0,0,0,0,0,0.148,33.4,0,33.4,0,0,0,0,0,0,62,0,4.1,66.1,0,0,0,0,0,1.4,0,1.4,"","",NA,"8/30/2007",45.78575069,-88.36579346,0.046123777,"Buckskin Lake",4.612377664,1.3,405.01,4,4030108,15,1303,1.62,1211.4,13.49,130,3.18,0,21.3,8.7,NA,8.7,1,20.86,8.77,126.7,8.75
"NLA06608-0546",1,0.05,"PROB_Lake","Target_Sampled",6.284518505,628.4518505,6.284518505,0,0.034,0,0.348,0.446,0.342,0.149,0.005,0,2.742,0.797,0.167,0,0.086,0,0,0,0,0.422,0.163,0.382,0,0,0,0,0.2,0,0,0,0,6.283,0.5,0,0.5,5.5,7.1,5.4,2.4,20.4,0.1,43.6,12.7,2.7,59,1.4,0,6.7,2.6,9.3,6.1,3.2,9.3,"","",1.98,"7/18/2007",42.35496664,-71.47978934,0.065793663,"Grist Millpond",6.579366257,2.8,63.79,1,1070005,181,4022,2.19,1848.8,5.61,746,14.94,0,26.02,11.35,723,8.96,2,25.19,0.37,742,7.27
"NLA06608-0547",1,0.75,"PROB_Lake","Target_Sampled",301.1455459,30114.55459,301.1455459,0,7.606,0,18.902,6.174,0.461,0.076,0.102,0,51.704,17.527,7.596,0,1.899,15.312,0,0,0,22.196,140.817,5.67,0,0,0,0,5.107,0,0,0,0,301.149,2.5,0,2.5,6.3,2.1,0.2,0,8.6,0,17.2,5.8,2.5,25.5,0.6,5.1,7.4,46.8,54.2,1.9,1.7,3.6,"","",3.6,"7/31/2007",44.20672826,-89.83486415,1.23811974,"Arrowhead Lake",123.811974,5.7,289.18,7,7070003,10,519,2.16,2165.7,6.34,311,2.11,0,27.3,8.7,316,8.6,5.2,24.6,4.8,328,7.9
"NLA06608-0550",1,0.05,"PROB_Lake","Target_Sampled",6.831946656,683.1946656,6.831946656,0,0.567,0,0.11,0,0,0,0.002,0,3.921,0.439,1.748,0,0.013,0,0,0,0,0.005,0,0.028,0,0,0,0,0,0,0,0,0,6.833,8.3,0,8.3,1.6,0,0,0,1.6,0,57.4,6.4,25.6,89.4,0.2,0,0.1,0,0.1,0.4,0,0.4,"","",5.95,"8/1/2007",43.9575273,-71.96791311,0.615957738,"Armington Lake",61.59577382,7.9,409.24,1,1080104,1,234,0.454,76.3,2.48,28,1.31,0,25.1,8.6,15,6.5,7.9,20,8.5,13.4,6.8
"NLA06608-0551",1,0.94,"PROB_Lake","Target_Sampled",114.4366768,11443.66768,114.4366768,0,5.648,0,2.224,3.808,1.075,0.41,0.006,0,3.082,0.091,0.05,0,0.999,0.689,0,0,0,12.544,81.986,0.036,0,0,0,0,1.791,0,0,0,0,114.439,4.9,0,4.9,1.9,3.3,0.9,0.4,6.5,0,2.7,0.1,0,2.8,0.9,0.6,11,71.6,82.6,0,1.6,1.6,"","",1.75,"8/20/2007",45.10823473,-94.16801923,2.196509157,"Cokato Lake",219.6509157,13.5,294.56,7,7010204,54,1361,4.34,3624.7,6.68,510,16.8,0,22,6.12,366,8.4,13,15.9,0.11,451,10.9
"NLA06608-0555",1,0.05,"PROB_Lake","Target_Sampled",0.906472338,90.64723377,0.906472338,0,0.127,0,0.117,0.135,0.057,0.005,0,0,0.13,0,0,0,0,0.088,0,0,0,0.039,0,0.208,0,0,0,0,0,0,0,0,0,0.906,14,0,14,12.9,14.9,6.3,0.6,34.7,0,14.3,0,0,14.3,0,9.7,4.3,0,4.3,22.9,0,22.9,"","",2.03,"7/23/2007",41.72092858,-85.00769013,0.117962532,"Little Otter",11.79625324,10.7,292.84,4,4050001,8,578,3.91,4682.4,5.65,682,5.65,0,24,8.2,NA,8.3,10.5,6.6,0.4,NA,7.5
"NLA06608-0558",1,0.05,"PROB_Lake","Target_Sampled",2.241965515,224.1965515,2.241965515,0,0.32,0,0.09,0.009,0,0,0,0,1.228,0.022,0,0,0.01,0.073,0,0,0,0.24,0.218,0.007,0,0,0,0,0.023,0,0,0,0,2.24,14.3,0,14.3,4,0.4,0,0,4.4,0,54.8,1,0,55.8,0.4,3.3,10.7,9.7,20.4,0.3,1,1.3,"","",2.4,"8/9/2007",46.76330385,-96.21518776,0.14035017,"North Mayfield",14.03501697,3.7,402.97,9,9020106,17,1154,1.94,3990.2,11.8,407,7.22,0,22.9,5.1,374,7.6,3.5,22.9,0.6,382,8.5
"NLA06608-0560",1,0.05,"PROB_Lake","Target_Sampled",51513.01999,5151301.999,51513.01999,0,171.506,0.07,365.973,81.022,14.583,6.926,50.285,0,205.997,5408.321,17.372,0,12519.372,30383.69,0,0,0,48.694,2022.437,65.594,0,0,0,0,151.259,0,0,0,0,51513.101,0.3,0,0.3,0.7,0.2,0,0,0.9,0.1,0.4,10.5,0,10.9,24.3,59,0.1,3.9,4,0.1,0.3,0.4,"","",0.8,"9/12/2007",35.61858883,-101.6607655,65.59392801,"Lake Meredith",6559.392801,13.8,894.9,11,11090106,27,532,8.15,3515.8,4.75,3256,12.96,0,24.1,7.4,3134,8.5,13.3,23.8,6.5,3131,8.5
"NLA06608-0561",1,0.05,"PROB_Lake","Target_Sampled",374.7060005,37470.60005,374.7060005,0,23.178,0.122,2.372,1.581,0.246,0.053,0.078,0,0.052,187.946,0,0,112.866,41.831,0,0,0,0.12,0.014,3.106,0,0,0,0,1.111,0,0,0,0,374.676,6.2,0,6.2,0.6,0.4,0.1,0,1.1,0,0,50.2,0,50.2,30.1,11.2,0,0,0,0.8,0.3,1.1,"","",7.05,"8/9/2007",44.9484358,-116.0893222,20.18422831,"Payette Lake",2018.422831,52.5,1520,17,17050123,5,86,0.683,149.8,1.99,19,0.14,0,20,7.7,NA,6.5,52.5,4.5,8.6,NA,6.9
"NLA06608-0562",1,0.05,"PROB_Lake","Target_Sampled",148.9264035,14892.64035,148.9264035,0,3.545,0,8.185,5.003,2.148,0.115,2.129,0,72.278,23.188,8.249,0,1.234,1.661,0,0,0,4.717,0.625,12.849,0,0,0,0,2.995,0,0,0,0,148.921,2.4,0,2.4,5.5,3.4,1.4,0.1,10.4,1.4,48.5,15.6,5.5,69.6,0.8,1.1,3.2,0.4,3.6,8.6,2,10.6,"","",2.78,"7/13/2007",41.68686806,-71.61087837,1.572914486,"Flat River Reservoir",157.2914486,10,75.34,1,1090004,9,334,1.03,108,4.38,106,2.08,0,26.8,7.5,113,6.37,9.5,7.12,0.11,93,6.16
"NLA06608-0564",1,0.05,"PROB_Lake","Target_Sampled",254.6280139,25462.80139,254.6280139,0,0.365,0,0.005,0,0,0,1.718,0,10.444,196.896,6.616,0,28.972,9.305,0,0,0,0.197,0.032,0.091,0,0,0,0,0,0,0,0,0,254.641,0.1,0,0.1,0,0,0,0,0,0.7,4.1,77.3,2.6,84,11.4,3.7,0.1,0,0.1,0,0,0,"","",2.42,"8/22/2007",35.97472589,-105.9168212,0.407999372,"Santa Cruz Lake",40.7999372,19.3,1915.69,13,13020101,14,217,3.69,735.6,4.09,84,6.65,0,22.1,8.2,80,7.8,19.3,17.1,2.4,84,7.1
"NLA06608-0565",1,0.05,"PROB_Lake","Target_Sampled",114.4521281,11445.21281,114.4521281,0,0.963,0,12.647,2.515,1.861,0.184,0,0,0,49.465,29.714,0,14.293,1.862,0,0,0,0,0.042,0.283,0,0,0,0,0.623,0,0,0,0,114.452,0.8,0,0.8,11.1,2.2,1.6,0.2,15.1,0,0,43.2,26,69.2,12.5,1.6,0,0,0,0.2,0.5,0.7,"","",0.76,"7/19/2007",37.24525923,-121.9668773,0.193007469,"Vasona Reservoir",19.3007469,3.9,92.14,18,18050003,81,704,9.26,2527.4,4.02,361,40.9,0,24.29,17.32,368.2,8.74,3,23.03,12.82,368.3,8.08
"NLA06608-0569",1,1,"PROB_Lake","Target_Sampled",64.63108212,6463.108212,64.63108212,0,0.617,0,6.729,4.284,1.281,0.018,0.023,0,0,32.216,0,0,19.171,0.11,0,0,0,0.013,0,0.135,0,0,0,0,0.027,0,0,0,0,64.624,1,0,1,10.4,6.6,2,0,19,0,0,49.8,0,49.8,29.7,0.2,0,0,0,0.2,0,0.2,"","",0.43,"8/7/2007",34.60517537,-112.4389242,1.191797911,"Willow Creek Reservoir",119.1797911,1,1567,15,15060202,518,2188,14.5,3222.7,17.75,481,54,0,28,12.5,523.4,10.5,1,21.7,7.8,451.6,10.2
"NLA06608-0570",1,0.05,"PROB_Lake","Target_Sampled",519.1434431,51914.34431,519.1434431,0,2.729,0,3.696,0.134,0,0,0.058,0,10.895,98.366,0.357,0,151.407,184.183,0,0,0,38.061,5.663,21.816,0,0,0,0,1.778,0,0,0,0,519.143,0.5,0,0.5,0.7,0,0,0,0.7,0,2.1,18.9,0.1,21.1,29.2,35.5,7.3,1.1,8.4,4.2,0.3,4.5,"","",5.06,"7/27/2007",45.44213549,-109.2242066,2.969416249,"Cooney Reservoir",296.9416249,19.8,1294,10,10070006,12,300,1.44,3307.6,3.57,335,3.49,0,23.6,7.8,340.2,8.4,19.3,15.4,0,272.1,7.6
"NLA06608-0579",1,0.92,"PROB_Lake","Target_Sampled",1047.456287,104745.6287,1047.456287,0,112.464,0,35.521,3.406,0.725,0.013,0.152,0,0.347,0.011,0,0,0,517.433,0,0,0,105.239,224.703,0.217,0,0,0,0,47.249,0,0,0,0,1047.48,10.7,0,10.7,3.4,0.3,0.1,0,3.8,0,0,0,0,0,0,49.4,10,21.5,31.5,0,4.5,4.5,"","",0.14,"8/19/2007",46.82469712,-99.7794296,3.142066556,"Alkaline Lake",314.2066556,1.4,525.31,10,10130103,229,2694,65.5,8463.2,23.78,1074,7.14,0,16.7,7.7,1061,8.5,1.4,16.7,7.6,1061,8.5
"NLA06608-0580",1,0.05,"PROB_Lake","Target_Sampled",571.9870539,57198.70539,571.9870539,0,5.309,0,20.101,11.022,2.624,0.289,13.643,0,382.688,6.569,24.75,0,0.028,60.396,0,0,0,44.206,0.347,0,0,0,0,0,0,0,0,0,0,571.972,0.9,0,0.9,3.5,1.9,0.5,0.1,6,2.4,66.9,1.1,4.3,72.3,0,10.6,7.7,0.1,7.8,0,0,0,"","",4.75,"8/7/2007",37.17718851,-82.39104876,4.763427424,"Flanagan Reservoir",476.3427424,39,425.05,5,5070202,10,183,0.775,1638.6,2.39,688,1.82,0,27.4,8.7,669,7.6,37,10.6,0.4,564,8
"NLA06608-0581",1,0.05,"PROB_Lake","Target_Sampled",3901.158256,390115.8256,3901.158256,0,14.621,5.205,34.151,20.74,4.058,0.423,9.133,0,1.733,912.594,0,0,1511.202,1262.904,0,0,0,38.499,35.722,22.814,0,0,0,0,27.352,0,0,0,0,3901.151,0.4,0.1,0.5,0.9,0.5,0.1,0,1.5,0.2,0,23.4,0,23.4,38.7,32.4,1,0.9,1.9,0.6,0.7,1.3,"","",6.6,"7/3/2007",43.25263859,-114.3827885,15.607504,"Magic Reservoir",1560.7504,15.2,1462,17,17040219,8,241,0.711,2414.4,2.68,257,1.93,0,20.6,8.8,261,8.8,14.7,13.7,5.3,258,8.2
