SITE_ID,YEAR,VISIT_NO,DATE_PROFILE,SAMPLED_PROFILE,DEPTH,METALIMNION,TEMP_FIELD,DO_FIELD,PH_FIELD,COND_FIELD,FLAG_PROFILE,COMMENT_PROFILE
NLA06608-0324,2007,1,8/8/2007,YES,3,B,25.2,3.8,7.6,426,,
NLA06608-0324,2007,1,8/8/2007,YES,3.5,,22.7,2.2,7.4,419,,
NLA06608-0324,2007,1,8/8/2007,YES,4,,21.5,1.8,7.3,407,,
NLA06608-0324,2007,1,8/8/2007,YES,4.5,,19.5,1.9,7.3,400,,
NLA06608-0324,2007,1,8/8/2007,YES,5,,18.2,1,7.2,395,,
NLA06608-0325,2007,1,7/17/2007,YES,0,,30.8,8.3,8.4,218,,
NLA06608-0325,2007,1,7/17/2007,YES,1,,30.8,8.1,8.4,218,,
NLA06608-0325,2007,1,7/17/2007,YES,2,,30.2,4.4,7.7,220,,
NLA06608-0325,2007,1,7/17/2007,YES,2.8,,30.1,3.5,7.6,221,,
NLA06608-0326,2007,1,8/16/2007,YES,0,,25.58,8.1,7.9,93.2,,
NLA06608-0326,2007,1,8/16/2007,YES,1,,25.57,8.06,7.8,93.2,,
NLA06608-0326,2007,1,8/16/2007,YES,2,,25.3,8.01,7.33,92.6,,
NLA06608-0326,2007,1,8/16/2007,YES,3,T,24.77,7.47,7.16,91.5,,
NLA06608-0326,2007,1,8/16/2007,YES,4,,20.58,4.41,6.54,81.2,,
NLA06608-0326,2007,1,8/16/2007,YES,5,B,15.12,2.21,6.23,70.4,,
NLA06608-0327,2007,1,6/27/2007,YES,0,,30.96,5.1,8.14,353,,
NLA06608-0328,2007,1,8/25/2007,YES,0,,32.3,10.4,8.3,,K,CONDUCTIVITY DATA NOT COLLECTED OR INVALID
NLA06608-0328,2007,1,8/25/2007,YES,1,T,31.1,8.9,8.1,,K,CONDUCTIVITY DATA NOT COLLECTED OR INVALID
NLA06608-0328,2007,1,8/25/2007,YES,2,B,30.8,7.8,7.8,,K,CONDUCTIVITY DATA NOT COLLECTED OR INVALID
NLA06608-0328,2007,1,8/25/2007,YES,3,,30.3,5.5,7.2,,K,CONDUCTIVITY DATA NOT COLLECTED OR INVALID
NLA06608-0328,2007,2,9/15/2007,YES,0,,28.2,6.9,8,,K,CONDUCTIVITY DATA NOT COLLECTED OR INVALID
NLA06608-0328,2007,2,9/15/2007,YES,1,,28.2,6.6,7.8,,K,CONDUCTIVITY DATA NOT COLLECTED OR INVALID
NLA06608-0328,2007,2,9/15/2007,YES,2,,28.1,6.3,7.7,,K,CONDUCTIVITY DATA NOT COLLECTED OR INVALID
NLA06608-0328,2007,2,9/15/2007,YES,3,,28,6.1,7.7,,K,CONDUCTIVITY DATA NOT COLLECTED OR INVALID
NLA06608-0328,2007,2,9/15/2007,YES,3.5,,28,6,7.6,,K,CONDUCTIVITY DATA NOT COLLECTED OR INVALID
NLA06608-0330,2007,1,9/5/2007,YES,0,,21.8,7.1,7.5,302,,
NLA06608-0330,2007,1,9/5/2007,YES,1,,21.5,6.9,7.6,303,,
NLA06608-0330,2007,1,9/5/2007,YES,2,,21.4,7,7.5,303,,
NLA06608-0330,2007,1,9/5/2007,YES,3,,21.3,6.7,7.5,302,,
NLA06608-0330,2007,1,9/5/2007,YES,4,,21.3,6.6,7.5,302,,
NLA06608-0330,2007,1,9/5/2007,YES,4.7,,21.3,6.5,7.5,303,,
NLA06608-0332,2007,1,9/4/2007,YES,0.1,,29.02,7.97,8.57,189.9,,
NLA06608-0332,2007,1,9/4/2007,YES,1,,28.96,7.98,8.56,190.4,,
NLA06608-0332,2007,1,9/4/2007,YES,2,,29.04,7.96,8.54,190.1,,
NLA06608-0332,2007,1,9/4/2007,YES,3,,29.01,7.96,8.51,189.9,,
NLA06608-0332,2007,1,9/4/2007,YES,4,,29.01,7.93,8.51,190.6,,
NLA06608-0332,2007,1,9/4/2007,YES,5,,29.05,7.92,8.5,189.9,,
NLA06608-0332,2007,1,9/4/2007,YES,6,,29.04,7.87,8.49,190.1,,
NLA06608-0332,2007,1,9/4/2007,YES,7,,29.03,7.82,8.48,190.1,,
NLA06608-0332,2007,1,9/4/2007,YES,8,,28.9,7.08,8.33,191.1,,
NLA06608-0332,2007,1,9/4/2007,YES,9,,28.67,5.9,8.07,193.4,,
NLA06608-0332,2007,1,9/4/2007,YES,10,T,28.1,1.34,7.42,204.9,,
NLA06608-0332,2007,1,9/4/2007,YES,11,,27.2,0.11,7.51,222.7,,
NLA06608-0332,2007,1,9/4/2007,YES,12,,25.56,0.1,7.68,241.6,,
NLA06608-0332,2007,1,9/4/2007,YES,13,,24.58,0.09,7.69,246.5,,
NLA06608-0332,2007,1,9/4/2007,YES,14,,23.85,0.09,7.7,245.6,,
NLA06608-0332,2007,1,9/4/2007,YES,15,,22.64,0.08,7.75,245.2,,
NLA06608-0332,2007,1,9/4/2007,YES,16,B,21.57,0.09,7.75,244.1,,
NLA06608-0332,2007,1,9/4/2007,YES,17,,20.75,0.08,7.74,245,,
NLA06608-0332,2007,1,9/4/2007,YES,18,,19.95,0.08,7.72,248.8,,
NLA06608-0332,2007,1,9/4/2007,YES,19,,19,0.09,7.71,251.8,,
NLA06608-0332,2007,1,9/4/2007,YES,20,,18.25,0.08,7.67,253.5,,
NLA06608-0332,2007,1,9/4/2007,YES,21,,17.29,0.09,7.65,256.3,,
NLA06608-0332,2007,1,9/4/2007,YES,22,,16.47,0.09,7.62,257.7,,
NLA06608-0332,2007,1,9/4/2007,YES,23,,15.6,0.09,7.58,259.8,,
NLA06608-0332,2007,1,9/4/2007,YES,24,,15.13,0.09,7.53,260.4,,
NLA06608-0332,2007,1,9/4/2007,YES,25,,14.68,0.09,7.49,261.6,,
NLA06608-0332,2007,1,9/4/2007,YES,26,,13.94,0.09,7.45,265.1,,
NLA06608-0332,2007,1,9/4/2007,YES,27,,13.4,0.09,7.46,268.3,,
NLA06608-0332,2007,1,9/4/2007,YES,28,,13.11,0.1,7.43,272.7,,
NLA06608-0332,2007,1,9/4/2007,YES,28.1,,12.9,0.09,7.42,273.7,,
NLA06608-0333,2007,1,7/24/2007,YES,0,,24.6,6.7,7.5,178.4,,
NLA06608-0333,2007,1,7/24/2007,YES,1,,24,7,7.5,176,,
NLA06608-0333,2007,1,7/24/2007,YES,2,,23.8,7,7.5,175.2,,
NLA06608-0333,2007,1,7/24/2007,YES,3,,23.7,6.8,7.5,174.9,,
NLA06608-0333,2007,1,7/24/2007,YES,4,,21,8.5,7.4,160.5,,
NLA06608-0333,2007,1,7/24/2007,YES,5,,15,4.8,7,137.3,,
NLA06608-0333,2007,1,7/24/2007,YES,6,T,11,1.1,6.9,124.6,,
NLA06608-0333,2007,1,7/24/2007,YES,7,B,9.2,0.5,6.7,128.5,,
NLA06608-0333,2007,1,7/24/2007,YES,8,,8.9,0.3,6.8,131.1,,
NLA06608-0333,2007,1,7/24/2007,YES,8.5,,8.7,0.1,7,132.8,,
NLA06608-0334,2007,1,6/27/2007,YES,0,,20.9,7,8.6,,K,CONDUCTIVITY DATA NOT COLLECTED OR INVALID
NLA06608-0334,2007,1,6/27/2007,YES,0.5,,20.9,7,8.6,,K,CONDUCTIVITY DATA NOT COLLECTED OR INVALID
NLA06608-0334,2007,1,6/27/2007,YES,1,,20.9,7,8.6,,K,CONDUCTIVITY DATA NOT COLLECTED OR INVALID
NLA06608-0334,2007,1,6/27/2007,YES,1.5,,20.9,7,8.6,,K,CONDUCTIVITY DATA NOT COLLECTED OR INVALID
NLA06608-0334,2007,1,6/27/2007,YES,2,,20.9,7,8.6,,K,CONDUCTIVITY DATA NOT COLLECTED OR INVALID
NLA06608-0334,2007,1,6/27/2007,YES,2.5,,20.9,7,8.6,,K,CONDUCTIVITY DATA NOT COLLECTED OR INVALID
NLA06608-0334,2007,1,6/27/2007,YES,3,,20.9,6.9,8.6,,K,CONDUCTIVITY DATA NOT COLLECTED OR INVALID
NLA06608-0337,2007,1,7/12/2007,YES,0,,23.8,9.5,8.1,272.9,,
NLA06608-0337,2007,1,7/12/2007,YES,1,T,23.1,9.5,8.3,272.1,,
NLA06608-0337,2007,1,7/12/2007,YES,2,,22.1,9.2,8.2,270.9,,
NLA06608-0337,2007,1,7/12/2007,YES,3,,19.9,5.9,7.7,269.2,,
NLA06608-0337,2007,1,7/12/2007,YES,4,B,17.7,2.3,7.4,271.5,,
NLA06608-0337,2007,1,7/12/2007,YES,5,,17.2,1.8,7.3,270.4,,
NLA06608-0337,2007,1,7/12/2007,YES,6,,16.5,1.6,7.2,270.7,,
NLA06608-0337,2007,1,7/12/2007,YES,7,,15.9,0.7,7.2,274.3,,
NLA06608-0337,2007,1,7/12/2007,YES,7.5,,15.6,0.4,7.2,275,,
NLA06608-0339,2007,1,6/25/2007,YES,0,,23.09,8.6,8.74,2456,,
NLA06608-0339,2007,1,6/25/2007,YES,1,,23.04,8.54,8.73,2455,,
NLA06608-0339,2007,1,6/25/2007,YES,2,,22.99,8.46,8.74,2454,,
NLA06608-0339,2007,1,6/25/2007,YES,3,,22.9,8.43,8.74,2453,,
NLA06608-0339,2007,1,6/25/2007,YES,4,,22.7,8.37,8.73,2454,,
NLA06608-0339,2007,1,6/25/2007,YES,5,,22.51,8.22,8.73,2452,,
NLA06608-0339,2007,1,6/25/2007,YES,6,,21.7,7.65,8.71,2447,,
NLA06608-0339,2007,1,6/25/2007,YES,7,,21.45,7.05,8.7,2450,,
NLA06608-0339,2007,1,6/25/2007,YES,7.3,,21.46,6.53,8.62,2449,,
NLA06608-0340,2007,1,6/21/2007,YES,0,,19.1,8.5,7.6,70,,
NLA06608-0340,2007,1,6/21/2007,YES,1,,18.1,8.6,8.1,71,,
NLA06608-0340,2007,1,6/21/2007,YES,2,T,17.7,8.4,8.1,71,,
NLA06608-0340,2007,1,6/21/2007,YES,3,,15.6,8.1,7.9,71,,
NLA06608-0340,2007,1,6/21/2007,YES,4,,14.1,7.5,7.7,72,,
NLA06608-0340,2007,1,6/21/2007,YES,5,B,13.6,7.1,7.5,73,,
NLA06608-0340,2007,1,6/21/2007,YES,6,,13.4,7.2,7.5,74,,
NLA06608-0340,2007,1,6/21/2007,YES,7,,13.4,6.9,7.4,75,,
NLA06608-0340,2007,1,6/21/2007,YES,8,,12.9,7,7.3,76,,
NLA06608-0340,2007,1,6/21/2007,YES,9,,12.8,7.1,7.3,77,,
NLA06608-0340,2007,1,6/21/2007,YES,10,,12.8,7.1,7.3,77,,
NLA06608-0340,2007,1,6/21/2007,YES,11,,12.7,7,7.3,77,,
NLA06608-0340,2007,1,6/21/2007,YES,12,,12.7,6.9,7.2,77,,
NLA06608-0340,2007,1,6/21/2007,YES,13,,12.6,6.7,7.2,77,,
NLA06608-0340,2007,1,6/21/2007,YES,14,,12.3,0.6,6.9,151,,
NLA06608-0341,2007,1,9/18/2007,YES,0,,19.4,8.77,7.2,,"K,X",K=CONDUCTIVITY DATA NOT COLLECTED OR INVALID. X=PH 10 BUFFER FAILED
NLA06608-0341,2007,1,9/18/2007,YES,1,,19.5,8.34,7.37,,"K,X",K=CONDUCTIVITY DATA NOT COLLECTED OR INVALID. X=PH 10 BUFFER FAILED
NLA06608-0341,2007,1,9/18/2007,YES,2,,19.5,8.2,7.45,,"K,X",K=CONDUCTIVITY DATA NOT COLLECTED OR INVALID. X=PH 10 BUFFER FAILED
NLA06608-0341,2007,1,9/18/2007,YES,3,,19.4,8.21,7.48,,"K,X",K=CONDUCTIVITY DATA NOT COLLECTED OR INVALID. X=PH 10 BUFFER FAILED
NLA06608-0341,2007,1,9/18/2007,YES,4,,19.4,8.08,7.52,,"K,X",K=CONDUCTIVITY DATA NOT COLLECTED OR INVALID. X=PH 10 BUFFER FAILED
NLA06608-0341,2007,1,9/18/2007,YES,5,,19.3,8.03,7.53,,"K,X",K=CONDUCTIVITY DATA NOT COLLECTED OR INVALID. X=PH 10 BUFFER FAILED
NLA06608-0341,2007,1,9/18/2007,YES,6,,19.3,8.12,7.54,,"K,X",K=CONDUCTIVITY DATA NOT COLLECTED OR INVALID. X=PH 10 BUFFER FAILED
NLA06608-0341,2007,1,9/18/2007,YES,7,,19.3,8.09,7.54,,"K,X",K=CONDUCTIVITY DATA NOT COLLECTED OR INVALID. X=PH 10 BUFFER FAILED
NLA06608-0341,2007,1,9/18/2007,YES,8,,19.3,7.95,7.54,,"K,X",K=CONDUCTIVITY DATA NOT COLLECTED OR INVALID. X=PH 10 BUFFER FAILED
NLA06608-0341,2007,1,9/18/2007,YES,9,,19.2,7.92,7.54,,"K,X",K=CONDUCTIVITY DATA NOT COLLECTED OR INVALID. X=PH 10 BUFFER FAILED
NLA06608-0341,2007,1,9/18/2007,YES,10,,19.2,7.95,7.54,,"K,X",K=CONDUCTIVITY DATA NOT COLLECTED OR INVALID. X=PH 10 BUFFER FAILED
NLA06608-0341,2007,1,9/18/2007,YES,11,,19.2,7.86,7.54,,"K,X",K=CONDUCTIVITY DATA NOT COLLECTED OR INVALID. X=PH 10 BUFFER FAILED
NLA06608-0343,2007,1,8/21/2007,YES,0,,19.3,6.7,8.5,1554,,
NLA06608-0343,2007,1,8/21/2007,YES,0.5,,19.3,6.7,8.6,1553,,
NLA06608-0343,2007,1,8/21/2007,YES,1,,19.3,6.7,8.7,1552,,
NLA06608-0343,2007,1,8/21/2007,YES,1.5,,19.3,6.6,8.7,1551,,
NLA06608-0343,2007,1,8/21/2007,YES,2,,19.3,6.5,8.7,1550,,
NLA06608-0343,2007,1,8/21/2007,YES,2.5,,19.3,6.4,8.7,1551,,
NLA06608-0344,2007,1,7/5/2007,YES,0,,27.3,11.1,8.5,403.4,,
NLA06608-0344,2007,1,7/5/2007,YES,1,,27.2,10.9,8.7,402.6,,
NLA06608-0344,2007,1,7/5/2007,YES,2,,26.7,10.1,8.6,399.4,,
NLA06608-0344,2007,1,7/5/2007,YES,3,,26.3,9.2,8.5,398.1,,
NLA06608-0344,2007,1,7/5/2007,YES,4,,25.6,5.6,8.2,396.2,,
NLA06608-0344,2007,1,7/5/2007,YES,5,,25,3,8,393,,
NLA06608-0344,2007,1,7/5/2007,YES,6,,24.5,1.2,7.8,389.7,,
NLA06608-0344,2007,1,7/5/2007,YES,7,T,23.9,0.4,7.6,387.4,,
NLA06608-0344,2007,1,7/5/2007,YES,7.7,B,21.9,0.4,7.4,377.4,,
NLA06608-0345,2007,1,6/21/2007,YES,0,,27.1,9.4,7.6,113,,
NLA06608-0345,2007,1,6/21/2007,YES,1,,26.6,9.3,7.8,113,,
NLA06608-0345,2007,1,6/21/2007,YES,2,,26,9,7.7,113,,
NLA06608-0345,2007,1,6/21/2007,YES,3,,23.2,9.2,7.5,112,,
NLA06608-0345,2007,1,6/21/2007,YES,4,,18.6,4.7,7,117,,
NLA06608-0345,2007,1,6/21/2007,YES,4.8,,14.3,0.6,6.8,120,,
NLA06608-0350,2007,1,8/9/2007,YES,0,,25,9.1,8.3,83,,
NLA06608-0350,2007,1,8/9/2007,YES,1,,25,9,8.3,83,,
NLA06608-0350,2007,1,8/9/2007,YES,2,,24.2,8.2,7.7,83.2,,
NLA06608-0350,2007,1,8/9/2007,YES,3,,21.8,0.5,6,68.5,,
NLA06608-0350,2007,1,8/9/2007,YES,4,,17,0.3,6.3,93.2,,
NLA06608-0350,2007,1,8/9/2007,YES,5,,13.4,0.3,6.6,117.5,,
NLA06608-0350,2007,1,8/9/2007,YES,6,,11.6,0.3,6.7,130.8,,
NLA06608-0350,2007,1,8/9/2007,YES,7,,11.1,0.3,6.8,145.5,,
NLA06608-0354,2007,1,7/19/2007,YES,0,,25.28,7.88,6.15,34,,
NLA06608-0354,2007,1,7/19/2007,YES,0.5,,25.2,7.73,6.14,34,,
NLA06608-0354,2007,1,7/19/2007,YES,1,,25.13,7.76,6.17,34,,
NLA06608-0354,2007,1,7/19/2007,YES,1.5,,25.08,7.8,6.18,34,,
NLA06608-0354,2007,1,7/19/2007,YES,2,,25.03,7.88,6.21,34,,
NLA06608-0354,2007,1,7/19/2007,YES,2.5,,24.89,8.14,6.28,33,,
NLA06608-0356,2007,1,7/16/2007,YES,0,,24.1,,10.3,1102,K,DISSOLVED OXYGEN DATA NOT COLLECTED OR INVALID
NLA06608-0356,2007,1,7/16/2007,YES,0.5,,22,,10.1,1095,K,DISSOLVED OXYGEN DATA NOT COLLECTED OR INVALID
NLA06608-0356,2007,1,7/16/2007,YES,1,,21.8,,10,1090,K,DISSOLVED OXYGEN DATA NOT COLLECTED OR INVALID
NLA06608-0356,2007,1,7/16/2007,YES,1.5,,21.6,,9.7,1086,K,DISSOLVED OXYGEN DATA NOT COLLECTED OR INVALID
NLA06608-0356,2007,1,7/16/2007,YES,1.7,,20.9,,9.1,1099,K,DISSOLVED OXYGEN DATA NOT COLLECTED OR INVALID
NLA06608-0357,2007,1,7/27/2007,YES,0,,24.4,8.25,6.44,28,,
NLA06608-0357,2007,1,7/27/2007,YES,0.5,,24.4,8.16,6.47,28,,
NLA06608-0357,2007,1,7/27/2007,YES,1,,24.2,8.16,6.51,28,,
NLA06608-0357,2007,1,7/27/2007,YES,1.5,,24.1,8.17,6.52,28,,
NLA06608-0357,2007,1,7/27/2007,YES,2,,23.67,8.25,6.48,28,,
NLA06608-0357,2007,1,7/27/2007,YES,2.5,T,22.65,7.74,6.25,28,,
NLA06608-0358,2007,1,7/17/2007,YES,0,,21.5,8.8,6.5,,K,CONDUCTIVITY DATA NOT COLLECTED OR INVALID
NLA06608-0358,2007,1,7/17/2007,YES,0.9,,21.9,8.6,6.5,12.1,,
NLA06608-0358,2007,1,7/17/2007,YES,1.9,,21,8.6,6.5,10.9,,
NLA06608-0358,2007,1,7/17/2007,YES,2.4,,20.2,7.4,6.2,11.6,,
NLA06608-0359,2007,1,7/10/2007,YES,0,,24.6,7.5,8.6,983,,
NLA06608-0359,2007,1,7/10/2007,YES,0.5,,24.6,7.5,8.6,983,,
NLA06608-0359,2007,1,7/10/2007,YES,1,,24.6,7.5,8.6,983,,
NLA06608-0359,2007,1,7/10/2007,YES,2,,24.6,7.5,8.6,982,,
NLA06608-0359,2007,1,7/10/2007,YES,3,,24.6,7.4,8.6,982,,
NLA06608-0359,2007,1,7/10/2007,YES,3.5,,24.6,7.5,8.6,984,,
NLA06608-0361,2007,1,7/15/2007,YES,0,,27.8,,6.6,109,K,DISSOLVED OXYGEN DATA NOT COLLECTED OR INVALID
NLA06608-0361,2007,1,7/15/2007,YES,1,,27.9,,6.8,109.1,K,DISSOLVED OXYGEN DATA NOT COLLECTED OR INVALID
NLA06608-0361,2007,1,7/15/2007,YES,2,,28,,6.9,109.3,K,DISSOLVED OXYGEN DATA NOT COLLECTED OR INVALID
NLA06608-0361,2007,1,7/15/2007,YES,3,,28,,6.9,109.3,K,DISSOLVED OXYGEN DATA NOT COLLECTED OR INVALID
NLA06608-0361,2007,1,7/15/2007,YES,4,,28,,7,108.8,K,DISSOLVED OXYGEN DATA NOT COLLECTED OR INVALID
NLA06608-0361,2007,1,7/15/2007,YES,5,,28,,7,108.9,K,DISSOLVED OXYGEN DATA NOT COLLECTED OR INVALID
NLA06608-0361,2007,1,7/15/2007,YES,6,,28,,7,109.1,K,DISSOLVED OXYGEN DATA NOT COLLECTED OR INVALID
NLA06608-0361,2007,1,7/15/2007,YES,7,,28,,6.9,109.2,K,DISSOLVED OXYGEN DATA NOT COLLECTED OR INVALID
NLA06608-0361,2007,1,7/15/2007,YES,8,,27.9,,6.9,109,K,DISSOLVED OXYGEN DATA NOT COLLECTED OR INVALID
NLA06608-0361,2007,1,7/15/2007,YES,8.9,,27.6,,6.6,110.4,K,DISSOLVED OXYGEN DATA NOT COLLECTED OR INVALID
NLA06608-0363,2007,1,7/21/2007,YES,0,,24.4,9.1,8,453,,
NLA06608-0363,2007,1,7/21/2007,YES,1,,24.3,9.1,8,453,,
NLA06608-0363,2007,1,7/21/2007,YES,2,,24.1,8.7,8,454,,
NLA06608-0363,2007,1,7/21/2007,YES,3,,23.9,8.3,8,455,,
NLA06608-0363,2007,1,7/21/2007,YES,4,,23.7,7.1,7.8,457,,
NLA06608-0363,2007,1,7/21/2007,YES,5,T,23.3,5.8,7.7,461,,
NLA06608-0363,2007,1,7/21/2007,YES,6,,18.2,0.6,7.2,504,,
NLA06608-0363,2007,1,7/21/2007,YES,7,,12.4,0.4,7.2,520,,
NLA06608-0363,2007,1,7/21/2007,YES,8,,10,0.3,7.2,521,,
NLA06608-0363,2007,1,7/21/2007,YES,9,B,8.7,0.3,7.2,521,,
NLA06608-0363,2007,1,7/21/2007,YES,10,,7.9,0.2,7.2,519,,
NLA06608-0363,2007,1,7/21/2007,YES,11,,7.3,0.2,7.2,519,,
NLA06608-0363,2007,1,7/21/2007,YES,12,,6.9,0.2,7.3,527,,
NLA06608-0363,2007,1,7/21/2007,YES,13,,6.6,0.2,7.3,544,,
NLA06608-0366,2007,1,7/31/2007,YES,0,,25.8,11.9,8.4,279,,
NLA06608-0366,2007,1,7/31/2007,YES,1,,25.9,11.9,8.4,239,,
NLA06608-0366,2007,1,7/31/2007,YES,2,,25.8,12,8.4,239,,
NLA06608-0366,2007,1,7/31/2007,YES,3,,25.7,11.9,8.3,239,,
NLA06608-0366,2007,1,7/31/2007,YES,4,T,23.8,11.4,8.2,259,,
NLA06608-0366,2007,1,7/31/2007,YES,5,,22.5,8.3,7.9,270,,
NLA06608-0366,2007,1,7/31/2007,YES,6,,20.7,6.1,7.8,283,,
NLA06608-0366,2007,1,7/31/2007,YES,7,,19.2,2.9,7.6,294,,
NLA06608-0366,2007,1,7/31/2007,YES,8,,15.5,0.2,7.5,318,,
NLA06608-0366,2007,1,7/31/2007,YES,9,,11.9,0.2,7.4,331,,
NLA06608-0366,2007,1,7/31/2007,YES,10,,10.6,0.2,7.4,333,,
NLA06608-0366,2007,1,7/31/2007,YES,11,B,10.2,0.2,7.4,335,,
NLA06608-0366,2007,1,7/31/2007,YES,12,,10,0.2,7.4,337,,
NLA06608-0366,2007,1,7/31/2007,YES,13,,9.7,0.2,7.4,337,,
NLA06608-0366,2007,1,7/31/2007,YES,14,,9.4,0.2,7.3,338,,
NLA06608-0366,2007,1,7/31/2007,YES,15,,8.9,0.2,7.3,342,,
NLA06608-0366,2007,1,7/31/2007,YES,16,,8.6,0.2,7.3,,K,CONDUCTIVITY DATA NOT COLLECTED OR INVALID
NLA06608-0366,2007,1,7/31/2007,YES,17,,8.5,0.2,7.2,350,,
NLA06608-0366,2007,1,7/31/2007,YES,17.5,,8.5,0.1,7.2,350,,
NLA06608-0367,2007,1,8/23/2007,YES,0,,23.52,8.74,8.71,287,,
NLA06608-0367,2007,1,8/23/2007,YES,1,,23.3,7.88,8.57,288,,
NLA06608-0367,2007,1,8/23/2007,YES,2,,22.74,5.68,8.06,289,,
NLA06608-0367,2007,1,8/23/2007,YES,3,,22.58,4.78,7.87,290,,
NLA06608-0367,2007,1,8/23/2007,YES,4,,22.45,3.75,7.71,291,,
NLA06608-0367,2007,1,8/23/2007,YES,5,,22.36,2.92,7.58,291,,
NLA06608-0369,2007,1,7/26/2007,YES,0.200000003,,23.8,7.8,8.4,149.1,,
NLA06608-0369,2007,1,7/26/2007,YES,1,,23.5,7.8,8.4,148.4,,
NLA06608-0369,2007,1,7/26/2007,YES,2,,22.9,8.1,8.4,148,,
NLA06608-0369,2007,1,7/26/2007,YES,3,,21.9,8.2,8.5,147.3,,
NLA06608-0369,2007,1,7/26/2007,YES,4,,21.6,8.2,8.5,148.1,,
NLA06608-0369,2007,1,7/26/2007,YES,5,,20.9,8.2,8.4,146.9,,
NLA06608-0369,2007,1,7/26/2007,YES,6,,20.3,8.2,8.4,147.8,,
NLA06608-0369,2007,1,7/26/2007,YES,7,,18.7,8.5,8.3,148.3,,
NLA06608-0369,2007,1,7/26/2007,YES,8,,15.1,9.6,8.2,148,,
NLA06608-0369,2007,1,7/26/2007,YES,9,,11.1,10.3,8.1,147.6,,
NLA06608-0369,2007,1,7/26/2007,YES,10,,9.3,10.3,8,147,,
NLA06608-0369,2007,1,7/26/2007,YES,11,,8.4,10.2,7.9,147.2,,
NLA06608-0369,2007,1,7/26/2007,YES,12,,7.7,10.1,7.9,147.5,,
NLA06608-0369,2007,1,7/26/2007,YES,13,,7,9.8,7.8,147.3,,
NLA06608-0369,2007,1,7/26/2007,YES,14,,6.7,9.5,7.7,146.7,,
NLA06608-0369,2007,1,7/26/2007,YES,15,,6.4,9.3,7.7,146.8,,
NLA06608-0369,2007,1,7/26/2007,YES,16,,6,9.1,7.6,147.3,,
NLA06608-0369,2007,1,7/26/2007,YES,17,,5.7,8.9,7.5,146.7,,
NLA06608-0369,2007,1,7/26/2007,YES,18,,5.6,8.8,7.5,147.3,,
NLA06608-0369,2007,1,7/26/2007,YES,19,,5.5,8.6,7.5,147.1,,
NLA06608-0369,2007,1,7/26/2007,YES,20,,5.4,8.5,7.5,146.9,,
NLA06608-0369,2007,1,7/26/2007,YES,22,,5.2,8.1,7.4,147,,
NLA06608-0369,2007,1,7/26/2007,YES,24,,5.2,8.1,7.4,146.2,,
NLA06608-0369,2007,1,7/26/2007,YES,26,,5.1,7.9,7.4,146.8,,
NLA06608-0369,2007,1,7/26/2007,YES,28,,5.1,7.3,7.3,147.1,,
NLA06608-0369,2007,1,7/26/2007,YES,30,,5,7.2,7.3,147.1,,
NLA06608-0369,2007,1,7/26/2007,YES,32,,4.9,6.9,7.3,147,,
NLA06608-0369,2007,1,7/26/2007,YES,34,,4.9,6.7,7.2,147.1,,
NLA06608-0369,2007,1,7/26/2007,YES,36,,4.9,6.5,7.2,147.4,,
NLA06608-0369,2007,1,7/26/2007,YES,38,,4.8,6,7.2,148.5,,
NLA06608-0369,2007,1,7/26/2007,YES,40,,4.8,5.4,7.2,148.4,,
NLA06608-0369,2007,1,7/26/2007,YES,42,,4.8,4.7,7.2,149.6,,
NLA06608-0372,2007,1,8/3/2007,YES,0,,24.5,7.3,8.71,176,K,DISSOLVED OXYGEN DATA NOT COLLECTED (PROBE FAILURE)
NLA06608-0372,2007,1,8/3/2007,YES,1,,24.4,7.3,8.73,177,K,DISSOLVED OXYGEN DATA NOT COLLECTED (PROBE FAILURE)
NLA06608-0372,2007,1,8/3/2007,YES,2,,24.3,7.4,8.8,176,K,DISSOLVED OXYGEN DATA NOT COLLECTED (PROBE FAILURE)
NLA06608-0372,2007,1,8/3/2007,YES,3,,24.3,7.4,8.8,176,K,DISSOLVED OXYGEN DATA NOT COLLECTED (PROBE FAILURE)
NLA06608-0372,2007,1,8/3/2007,YES,4,,24.2,7.4,8.8,177,K,DISSOLVED OXYGEN DATA NOT COLLECTED (PROBE FAILURE)
NLA06608-0372,2007,1,8/3/2007,YES,5,,23.5,6.9,8.6,165,K,DISSOLVED OXYGEN DATA NOT COLLECTED (PROBE FAILURE)
NLA06608-0372,2007,1,8/3/2007,YES,6,,23,6.5,8.5,166,K,DISSOLVED OXYGEN DATA NOT COLLECTED (PROBE FAILURE)
NLA06608-0372,2007,1,8/3/2007,YES,7,,22.7,5.9,8.4,169,K,DISSOLVED OXYGEN DATA NOT COLLECTED (PROBE FAILURE)
NLA06608-0372,2007,1,8/3/2007,YES,8,,22.1,4.7,8.2,186,K,DISSOLVED OXYGEN DATA NOT COLLECTED (PROBE FAILURE)
NLA06608-0372,2007,1,8/3/2007,YES,9,,,,,200,K,DISSOLVED OXYGEN DATA NOT COLLECTED (PROBE FAILURE)
NLA06608-0372,2007,1,8/3/2007,YES,10,,,,,,K,DISSOLVED OXYGEN DATA NOT COLLECTED (PROBE FAILURE)
NLA06608-0372,2007,1,8/3/2007,YES,11,,,,,,K,DISSOLVED OXYGEN DATA NOT COLLECTED (PROBE FAILURE)
