SITE_ID,VISIT_NO,INDXSAMP_INF,CORE_CONFIDENCE,COMMENT_CONFIDENCE,NUT_REG_INF,NUT_REG,LAKE_ORIGIN,LAKE_ORIGIN_INF,REF_CLUSTER,WSA_ECO9,SITE_TYPE,ST,LAKENAME,RT_NLA,PH_FIELD,COND,NTL,PTL,DOC,PTL_INF_TOP,PTL_INF_BOT,PTL_INF_DIF,PTL_SIGTEST,NTL_INF_TOP,NTL_INF_BOT,NTL_INF_DIF,NTL_SIGTEST,COND_INF_TOP,COND_INF_BOT,COND_INF_DIF,COND_SIGTEST,PH_INF_TOP,PH_INF_BOT,PH_INF_DIF,PH_SIGTEST,ELEV_PT,DOM_GEOL,ECO3_PT,LAKEAREA_KM2,BASINAREA_KM2,BASIN_LAKE_RATIO,PC_DISTOT,PC_URB,PC_URB_INT,PC_CROP,PC_AG,PC_WET
NLA06608-1544,1,YES,UNCERTAIN,?Shoreline residences; maybe OK; ag in watershed,6,VI,Natural,1,C,TPL,PROB_Lake,IA,Little Wall Lake,SO-SO,8.7,523,2228,69,14.74,42.00803583,80.21375139,-38.20571557,Yes,1234.528753,1322.92,-88.39124745,Yes,313.9457399,167.8505501,146.0951898,Yes,8.538468474,8.338431341,0.200037133,No,1264,Sedimentary,42,5.322071831,278.0809006,52.25049744,31.28129756,15.81974018,1.671519717,15.46155738,15.46155738,2.746068106
NLA06608-1595,1,YES,UNCERTAIN,"Reservoir, big, lots of ag",5,V,Man-made,2,E,SPL,PROB_Lake,CO,,SO-SO,8.6,1369,392,18,5.65,32.43868951,42.17065057,-9.731961056,Yes,448.7469901,737.2283808,-288.4813907,Yes,695.3966948,1019.101365,-323.70467,Yes,8.480882446,8.47351711,0.007365336,No,320.11,Quaternary,10,25.75598714,5427.466903,210.7264176,72.18602052,5.457321959,2.299367334,64.70572577,66.72869856,5.41027608
NLA06608-1736,1,YES,UNCERTAIN,Very high Ag; lots of shoreline development,6,VI,Natural,1,E,TPL,PROB_Lake,IA,North Twin Lake,SO-SO,10,495,1453,53,7.21,73.43422363,41.5515748,31.88264884,Yes,1403.785689,1048.047513,355.7381753,Yes,285.8034325,312.7083315,-26.90489901,Yes,8.54090397,8.654126182,-0.113222213,No,796.39,Sedimentary,27,8.782476007,16.16695159,1.840819329,78.27948815,10.71464769,2.283937876,67.56484047,67.56484047,0.248254117
NLA06608-1741,1,YES,UNCERTAIN,"High Ag, reservoir; very green with lots macros",14,XIV,Man-made,2,D,CPL,PROB_Lake,DE,Coursey Pond,SO-SO,9.6,194,2156,124,4.82,46.75954445,29.55459977,17.20494469,Yes,662.6456942,469.668686,192.9770082,Yes,115.5408448,70.62651142,44.91433335,Yes,7.796727604,7.50393062,0.292796983,No,2132,Volcanic,19,1.443153434,174.6328042,121.0077876,67.94723854,1.942920256,1.106990663,44.71180781,66.00431828,2.974089641
NLA06608-1753,1,YES,UNCERTAIN,"?Reservoir?; causeway, but no dam visible",2,II,Man-made,2,F,WMT,PROB_Lake,UT,Navajo Lake,SO-SO,9.92,112,267,6,2.88,11.1448718,26.50378625,-15.35891445,Yes,486.3845475,471.6733752,14.71117226,Yes,218.3786859,166.8977881,51.48089779,Yes,8.600021361,8.602284338,-0.002262977,No,1241.7,Sedimentary,11,9.11817848,406.6592788,44.59874083,5.120480128,5.120480128,0.290523695,0,0,0
NLA06608-1836,1,YES,UNCERTAIN,reservior?,4,IV,Natural,1,E,SPL,PROB_Lake,NE,,SO-SO,9.2,225,2766,246,13.93,102.2936382,105.7975121,-3.503873867,Yes,1450.555115,1122.651492,327.903623,Yes,361.9035211,219.0834802,142.8200409,Yes,8.676087977,8.423098445,0.252989532,No,415.33,Sedimentary,27,0.10234827,1.343276426,13.12456411,1.905849141,0.844350759,0.177758055,1.061498382,1.061498382,11.13613812
NLA06608-1867,1,YES,UNCERTAIN,Ag in watershed; drainage canals,7,VII,Natural,1,E,UMW,PROB_Lake,IN,Rock Lake,SO-SO,8.3,497,2091,74,25.76,55.09258877,44.93442768,10.15816109,Yes,899.7295845,743.6602269,156.0693576,Yes,230.4128065,173.9357145,56.47709204,Yes,8.202858428,8.457533581,-0.254675153,No,815.49,Sedimentary,69,0.358692599,67.35826898,187.7882879,66.53741874,6.950867951,0.282336996,42.17576937,59.58655079,4.181276466
NLA06608-1906,1,YES,UNCERTAIN,?Reservoir; rel high; forest and urban,14,XIV,Man-made,2,B,NAP,PROB_Lake,RI,Slack Reservoir,SO-SO,6.82,202,368,14,3.7,13.4301,13.34128694,0.088813063,No,378.5900153,317.7732084,60.81680685,Yes,80.09437855,57.29383901,22.80053954,Yes,7.048014892,7.035143805,0.012871087,No,271.25,Sedimentary,51,0.067371161,0.186886143,2.773978343,40.38247395,37.69822715,27.46008229,0,2.684246798,10.92702236
NLA06608-1975,1,YES,UNCERTAIN,watershed dist; core length,6,VI,Natural,1,C,TPL,PROB_Lake,IA,West Lake Okoboji,SO-SO,8.4,464,739,18,5.83,70.64481943,117.705053,-47.06023352,Yes,1211.931681,1379.16,-167.2283187,Yes,390.3310816,550.9187204,-160.5876387,Yes,8.579676645,8.726216536,-0.146539891,No,409.84,Sedimentary,67,0.315467386,32.57822865,103.2697202,64.01604953,9.973035425,3.218907269,52.74834801,54.0430141,4.751640978
NLA06608-2007,1,YES,UNCERTAIN,"Not much dist, but core is short",6,VI,Natural,1,E,TPL,PROB_Lake,SD,Turtlefoot Lake,SO-SO,8.2,641,1331,59,12.23,38.40568165,159.348525,-120.9428433,Yes,758.8611702,2898.74059,-2139.87942,Yes,829.9841183,685.6677759,144.3163424,Yes,8.560411279,8.851970973,-0.291559694,No,413.74,Gneiss,51,1.687392369,59.69595491,35.37763712,3.143985821,3.143985821,0,0,0,5.635446283
NLA06608-2036,1,YES,UNCERTAIN,Lake looks highly modified,6,VI,Natural,1,C,TPL,PROB_Lake,IA,,SO-SO,8.4,390,278,11,3.48,26.99656846,42.0968019,-15.10023345,Yes,456.2568947,382.906,73.35089475,Yes,460.6023426,136.5041675,324.0981751,Yes,8.009153822,7.491792668,0.517361154,No,213.8,Sedimentary,45,0.110427045,2.892162477,26.19070781,5.371216625,5.371216625,0,0,0,54.09582458
NLA06608-2037,1,YES,UNCERTAIN,Reserv; little dist; perhaps OK,3,III,Man-made,2,G,XER,PROB_Lake,NV,Likes Lake,SO-SO,8.8,518,1190,175,6.53,56.63861058,79.5289239,-22.89031332,Yes,951.1212195,806.9825123,144.1387072,Yes,391.619277,458.2470489,-66.62777187,Yes,8.635008867,8.512599863,0.122409005,No,1253.35,Sedimentary,25,0.982750932,0.984878651,1.002165064,0,0,0,0,0,18.68917977
NLA06608-2103,1,YES,UNCERTAIN,Watershed almost all AG,5,V,Natural,1,E,NPL,PROB_Lake,SD,Cottonwood Lake,SO-SO,8.6,4562,3503,170,25.25,529.6987752,425.6040608,104.0947144,Yes,3258.541136,3293.087327,-34.54619052,Yes,4342.351444,1921.507134,2420.84431,Yes,8.59211785,8.60640054,-0.01428269,No,124.81,Sedimentary,58,0.120184533,39.64034991,329.829046,44.94600418,2.633325068,0.531078408,41.36379941,42.31267911,1.276941988
NLA06608-2117,1,YES,UNCERTAIN,Fl's 4th largest L; big; high sed rate,12,XII,Natural,1,D,CPL,PROB_Lake,FL,"Apopka, Lake",SO-SO,8.9,417,5572,169,25.11,165.8121578,162.7086322,3.103525666,Yes,5656.138608,3413.759929,2242.378679,Yes,537.8087519,293.1130559,244.695696,Yes,8.844636747,8.832733112,0.011903636,No,186,Sedimentary,37,1.589734873,36.29551652,22.83117589,47.73430211,18.67575694,7.64376019,24.19690207,29.05854517,14.90977294
NLA06608-2135,1,YES,UNCERTAIN,Ag; core long enough?,6,VI,Natural,1,E,TPL,PROB_Lake,SD,"Cochrane, Lake",SO-SO,8.4,1943,1117,24,10.04,676.4419683,39.26949405,637.1724742,Yes,7141.541874,1711.611409,5429.930465,Yes,2785.562754,1493.630401,1291.932352,Yes,8.956499762,8.94384768,0.012652081,No,485.78,Sedimentary,46,4.116061936,333.0914853,80.92479911,28.58818733,6.264398569,1.044066428,11.40230441,22.32378876,5.165381276
NLA06608-2185,1,YES,UNCERTAIN,"Reservoir, very large",3,III,Man-made,2,G,XER,PROB_Lake,NV,Topaz Lake,SO-SO,7.7,143,188,15,2.31,13.85868564,13.27006161,0.588624035,No,357.1388495,346.1239401,11.01490937,Yes,230.0577932,315.7059864,-85.6481932,Yes,8.332418508,8.567446239,-0.235027731,No,353,Sedimentary,14,611.8282862,419217.202,685.1876767,4.802091613,4.802091613,3.141810096,0,0,0
NLA06608-2253,1,YES,UNCERTAIN,,14,XIV,Man-made,2,D,CPL,PROB_Lake,DE,McColley Pond,SO-SO,7.9,237,3591,86,3.09,56.64797471,49.37930466,7.268670047,Yes,784.9526537,558.1166948,226.8359589,Yes,138.6665591,101.2646423,37.40191682,Yes,7.917967247,7.614055218,0.303912028,No,659.73,Sedimentary,42,0.301718502,31.36362524,103.9499567,74.13744089,8.43049186,5.41731226,42.22057639,65.70694903,1.959368118
NLA06608-2333,1,YES,UNCERTAIN,"?Reservoir, but dam only 2ft high",14,XIV,Man-made,2,D,CPL,PROB_Lake,DE,Concord Pond,SO-SO,8.4,77,2311,75,2.26,23.11007372,13.89694856,9.213125159,Yes,563.7927392,370.5941209,193.1986182,Yes,120.0042776,82.84077203,37.16350553,Yes,7.394445589,6.500836723,0.893608866,Yes,396.79,Granitic,50,66.05134112,2730.420858,41.33785646,50.31347472,3.104995223,2.0413692,33.65022057,47.2084795,3.096406939
NLA06608-2477,1,YES,UNCERTAIN,"Reservoir, dam, no vegetation",3,III,Man-made,2,G,XER,PROB_Lake,NV,Nesbitt Lake,TRASH,8.8,1399,1238,32,17.11,137.4674516,163.641437,-26.17398541,Yes,1816.078404,2143.541459,-327.4630548,Yes,990.0904014,1637.958406,-647.8680047,Yes,8.796179032,8.677182983,0.118996049,No,763.1,Sedimentary,42,0.60708296,45.10011708,74.28987482,1.454222134,0.515593784,0.078066229,0.326054607,0.93862835,0.585999074
NLA06608-2497,1,YES,UNCERTAIN,"Possib old dam, prev. wetland",2,II,Man-made,2,F,WMT,PROB_Lake,ID,,SO-SO,8.1,42,868,64,4.17,33.45106269,48.26079104,-14.80972836,Yes,528.3480016,547.2961919,-18.94819024,Yes,151.0916265,46.38434784,104.7072786,Yes,8.373274401,7.72374772,0.649526681,Yes,348.7,Granitic,48,0.042978909,12.45486923,289.7902627,2.742966675,1.535478245,1.28280461,0,1.20748843,0
NLA06608-2523,1,YES,UNCERTAIN,,7,VII,Natural,1,E,UMW,PROB_Lake,IN,,SO-SO,8.6,506,1259,56,10.02,20.79610918,139.992077,-119.1959678,Yes,791.8671971,1525.56539,-733.6981924,Yes,381.9138121,88.40817624,293.5056359,Yes,8.438460391,8.201535552,0.236924839,No,474.49,Sedimentary,27,0.101555001,5.235397621,51.55233677,54.48280318,12.83664439,1.38577411,29.1741918,41.64615879,6.855935072
NLA06608-2524,1,YES,UNCERTAIN,"?Oxbow lake;riparian, less dist",10,X,Natural,1,D,CPL,PROB_Lake,LA,"Bruin, Lake",SO-SO,7.77,152,580,33,4.43,59.93201406,31.21197575,28.7200383,Yes,736.6321999,359.2889881,377.3432118,Yes,165.5856873,62.391392,103.1942953,Yes,8.104183072,7.569082556,0.535100516,No,319.89,Sedimentary,50,1.599851111,7.085521907,4.428863322,68.94720627,8.228519762,0.803792968,60.59438862,60.71868651,8.733997813
NLA06608-2685,1,YES,UNCERTAIN,?Reservoi; Earthen dam - why built? No outlet visi,2,II,Man-made,2,F,WMT,PROB_Lake,UT,Trial Lake,SO-SO,6.1,17,169,7,4.29,7.024740433,12.14014048,-5.115400047,Yes,169.9004983,216.5951167,-46.69461844,Yes,26.61487251,21.57907425,5.035798267,Yes,7.238542715,6.945863513,0.292679202,No,542.28,Sedimentary,42,0.448954639,26.8926386,59.9005696,0.169501822,0.169501822,0.021187728,0,0,0.233065006
NLA06608-2833,1,YES,UNCERTAIN,"Large reservoir, some ag, no vegetation",3,III,Man-made,2,G,XER,PROB_Lake,WA,Wapato Lake,SO-SO,8.8,454,640,16,6.62,6.58786495,56.8203184,-50.23245345,Yes,311.2822383,1309.003394,-997.7211556,Yes,290.6844864,771.5998872,-480.9154009,Yes,8.681952137,8.855749495,-0.173797357,No,1651.51,Volcanic,4,24.43702314,76.24477974,3.120051869,8.058718455,3.738165817,3.383051901,0,4.320552638,0
NLA06608-2889,1,YES,UNCERTAIN,?no disturbance; water level fluct.; maybe OK,3,III,Man-made,2,G,XER,PROB_Lake,NV,Walker Lake,TRASH,9.3,19040,1476,577,44.65,6.535407854,62.10801796,-55.5726101,Yes,858.9357444,325.2154904,533.720254,Yes,736.381966,135.557372,600.8245941,Yes,8.827624576,7.632259955,1.195364621,Yes,288.05,Sedimentary,51,0.701298969,2.752520688,3.924889113,1.661572583,1.459878155,0.599822666,0.003917483,0.201694429,0.105883979
NLA06608-3147,1,YES,UNCERTAIN,Lots of Ag.,7,VII,Natural,1,C,UMW,PROB_Lake,IN,Bruce Lake,SO-SO,8.1,365,999,46,8.97,34.90775014,64.9516241,-30.04387396,Yes,731.182775,1220.08,-488.897225,Yes,236.328583,347.6930551,-111.3644721,Yes,8.293718506,8.357245235,-0.063526729,No,426.96,Sedimentary,58,3.066708678,18.03217055,5.879975061,80.75596823,7.747743188,1.048125431,69.34397853,73.00822504,4.360201794
NLA06608-3698,1,YES,UNCERTAIN,"reservoir, little disturbance",14,XIV,Man-made,2,B,NAP,PROB_Lake,RI,,REF,6.46,93,300,6,4.79,10.0731,17.85813032,-7.785030324,Yes,281.9599385,372.2653598,-90.30542135,Yes,49.54090472,38.15408032,11.38682441,Yes,6.115208325,6.257514891,-0.142306566,No,285.96,Sedimentary,58,0.999845244,2.959068286,2.95952629,13.27758895,10.18397559,3.532706868,0.623712371,3.093613359,10.41849144
NLA06608-4413,1,YES,UNCERTAIN,Reservoir; substantial dam,14,XIV,Man-made,2,B,NAP,PROB_Lake,RI,,SO-SO,6.22,90,251,8,3.63,15.2027,11.85999191,3.34270809,Yes,481.8960364,309.6632905,172.232746,Yes,83.59728361,18.18148878,65.41579484,Yes,5.359082788,4.998057634,0.361025155,No,479.33,Sedimentary,27,0.56793827,1.755339318,3.09072202,10.0430396,8.285507672,2.987804282,0.188306993,1.75753193,10.30666939
NLA06608-MN:74-0023,1,YES,UNCERTAIN,Lots of industrial development,6,VI,Natural,1,C,TPL,REF_Lake,MN,,SO-SO,7.9,318,880,34,6.45,23.90201508,50.54796752,-26.64595245,Yes,766.8631477,984.837,-217.9738523,Yes,479.6236401,253.8936903,225.7299498,Yes,8.544522059,8.513243348,0.031278711,No,294.63,Sedimentary,46,48.21588165,2844.916568,59.00372389,54.66471709,14.78026997,0,39.88444711,39.88444711,10.54672531
NLA06608-MN:75-0200,1,YES,UNCERTAIN,"SW MN, high Ag; potentially vhgh sed rate",6,VI,Natural,1,E,TPL,REF_Lake,MN,,SO-SO,8.5,1041,2647,446,14.5,321.273546,333.4452991,-12.17175308,Yes,2468.244106,3972.777398,-1504.533293,Yes,742.4555249,1094.729642,-352.2741174,Yes,8.818413016,8.802006729,0.016406287,No,300.34,Granitic,6,0.697719678,3784.557895,5424.181108,81.69113089,4.4270152,0.27668845,77.26411569,77.26411569,8.08293144
NLA06608-NV:3,1,YES,UNCERTAIN,"Reservoir, some forest, little urban",3,III,Man-made,2,F,XER,REF_Lake,NV,,SO-SO,8.9,63,223,7,2.08,15.69078369,11.69221331,3.998570381,Yes,274.4974254,160.3002946,114.1971307,Yes,98.97752545,31.98789463,66.98963082,Yes,8.231208294,7.514066491,0.717141803,Yes,34.39,Quaternary,73,0.774848589,7.590387762,9.795962557,0,0,0,0,0,0
NLA06608-R791,1,YES,UNCERTAIN,Flow Rd around lake; wetland; ag,4,IV,Natural,1,E,SPL,REF_Lake,NE,,TRASH,9.8,8783,25638,2147,271.1,33.24484878,399.0627483,-365.8178995,Yes,817.5526604,4659.385507,-3841.832847,Yes,775.2728764,984.3139686,-209.0410922,Yes,8.659765227,8.889198726,-0.229433499,No,846.96,Sedimentary,43,0.643740085,1.665114557,2.586625559,0,0,0,0,0,2.773035346
NLA06608-WI:LOWES,1,YES,UNCERTAIN,"?river in and out; dark color, ag and urban",7,VII,Natural,1,E,TPL,REF_Lake,WI,,SO-SO,8.4,622,1566,67,,114.6179935,21.97010454,92.64788897,Yes,1741.88696,670.3246556,1071.562304,Yes,315.2393164,431.9238157,-116.6844993,Yes,8.598814255,8.458799599,0.140014657,No,318.34,Sedimentary,70,4.12124199,110.4000523,26.78805383,62.39194943,7.032495767,2.94995465,32.79270917,55.35945366,8.947923385
NLA06608-0007,1,YES,YES,,7,VII,Natural,1,C,UMW,PROB_Lake,WI,Spring Lake,REF,6.28,26.5,508,7.5,6.68,6.296709807,7.502537209,-1.205827402,No,407.553267,409.648,-2.094733015,Yes,45.31997997,39.40059023,5.919389735,Yes,7.131703581,6.981378521,0.15032506,No,69.01,Quaternary,73,0.958927549,1.258051753,1.311936188,13.66233909,3.286849821,0,2.333663373,10.37548927,12.24899367
NLA06608-0010,1,YES,YES,,7,VII,Natural,1,C,UMW,PROB_Lake,MI,Bogie Lake,SO-SO,8.45,649.5,479,10,4.94,11.14017503,9.066460686,2.073714347,Yes,708.9987404,398.605,310.3937404,Yes,523.5338739,230.3259013,293.2079726,Yes,8.517787546,8.387290475,0.130497071,No,425.89,Sedimentary,47,0.320840423,18.2019,56.73194114,56.981803,53.81046387,15.72029395,0.716108835,3.171339126,9.752720322
NLA06608-0033,1,YES,YES,Lake really a wetland; no disturbance,2,II,Natural,1,F,WMT,PROB_Lake,WA,Swamp Lake,TRASH,6.7,105.5,637.5,49.5,10.11,22.31854098,21.52186631,0.796674669,No,322.5223108,328.3487016,-5.82639079,Yes,50.62694903,50.6725539,-0.045604864,No,7.761315163,7.670275956,0.091039207,No,327.56,Sedimentary,46,2.533678358,118.8853074,46.92202031,4.602218376,4.602218376,1.558231419,0,0,16.28895402
NLA06608-0037,1,YES,YES,,8,VIII,Natural,1,B,NAP,PROB_Lake,CT,"Waramaug, Lake",SO-SO,7.5,352.5,411,28,3.38,14.4438,8.000652179,6.443147821,Yes,375.4249246,329.3334598,46.09146483,Yes,120.2730242,109.5767637,10.69626049,Yes,8.144610898,8.064207428,0.080403469,No,1216.87,Quaternary,13,1.522447063,1.898455318,1.246976243,18.8663887,6.699460263,1.186362755,1.049474745,12.16692843,3.709396668
NLA06608-0038,1,YES,YES,"some urbanization, deforested",8,VIII,Natural,1,B,NAP,PROB_Lake,VT,Island Pond,TRASH,7.4,61.5,135.5,3.5,3.27,4.42287,8.778422268,-4.355552268,Yes,201.9570252,230.1428523,-28.18582703,Yes,76.09259555,64.77426189,11.31833366,Yes,7.725199154,7.489145759,0.236053395,No,590.81,Sedimentary,42,0.483332637,17.25267257,35.69523603,6.97459332,5.161353704,2.458892102,1.77457779,1.813239616,3.92804147
NLA06608-0043,1,YES,YES,,7,VII,Natural,1,C,UMW,PROB_Lake,IN,Messick Lake,SO-SO,8.4,426,679.5,10,7.22,19.96088019,11.45312925,8.507750945,Yes,687.6260155,318.555,369.0710155,Yes,488.2139427,210.7484539,277.4654887,Yes,8.558763321,8.218513402,0.340249919,No,1268.59,Sedimentary,26,2.172778539,20.65235223,9.505042441,66.94449942,7.579060194,3.513524276,44.40015844,59.36543922,18.88834071
NLA06608-0050,1,YES,YES,,8,VIII,Natural,1,B,NAP,PROB_Lake,NH,Adder Pond,SO-SO,6.92,25.5,351,17,5.14,10.4892,12.63566729,-2.146467288,Yes,253.7160793,287.0103472,-33.29426786,Yes,35.40206122,39.38592662,-3.983865404,Yes,6.960762763,6.906895785,0.053866978,No,437.86,Gneiss,51,1.390505985,16.90688704,12.15880206,0,0,0,0,0,4.104172023
NLA06608-0065,1,YES,YES,,2,II,Natural,1,F,WMT,PROB_Lake,MT,Sophie Lake,SO-SO,8.55,202.5,63,2,1.28,8.557009408,37.57663622,-29.01962682,Yes,254.9440522,405.5206786,-150.5766265,Yes,179.6420733,118.0498186,61.59225465,Yes,8.369698644,8.521473485,-0.151774841,No,155.71,Sedimentary,72,2.338842447,55.58592259,23.76642457,2.13707971,1.830045499,0.434711804,0,0.307034212,0.212795988
NLA06608-0069,1,YES,YES,"Forested, urban; a mining operation?",12,XII,Natural,1,D,CPL,PROB_Lake,FL,Horseshoe Lake,REF,6.15,138.5,595.5,42,13.24,73.35059158,107.767286,-34.41669438,Yes,412.2368527,623.9733517,-211.736499,Yes,56.4693455,49.3724673,7.096878203,Yes,7.472570536,6.584893666,0.88767687,Yes,237.25,Sedimentary,53,1.835185926,168.9472021,92.05999223,25.69388561,22.93082454,4.441556105,0,2.763061065,27.60478765
NLA06608-0079,1,YES,YES,,2,II,Natural,1,F,WMT,PROB_Lake,CO,Trappers Lake,REF,8.45,86,102.5,5.5,1.8,25.1411616,66.13182974,-40.99066814,Yes,282.9733945,500.8166527,-217.8432582,Yes,137.1014012,211.3768643,-74.27546301,Yes,8.346844426,8.563132305,-0.216287878,No,378.84,Sedimentary,58,2.828828779,105.0268376,37.12732221,0,0,0,0,0,7.106408022
NLA06608-0081,1,YES,YES,,2,II,Natural,1,F,WMT,PROB_Lake,WA,Sunday Lake,SO-SO,7.65,63.5,783.5,22.5,9.05,18.76058836,10.82062424,7.939964121,Yes,419.4229993,267.7289862,151.694013,Yes,119.8359322,44.79434425,75.04158792,Yes,8.121881117,7.831828582,0.290052536,No,110.89,Sedimentary,65,0.322687962,30.90654569,95.77842786,8.883398937,8.883398937,1.493668848,0,0,3.301794295
NLA06608-0086,2,YES,YES,,1,I,Natural,1,F,WMT,PROB_Lake,WA,Lacamas Lake,SO-SO,9.25,117.5,576.5,26,2.56,31.59929279,18.35866718,13.2406256,Yes,432.0789171,277.7371837,154.3417334,Yes,148.1569636,98.77050353,49.38646004,Yes,8.491348545,8.346862496,0.14448605,No,245.42,Sedimentary,29,1.607371688,44.78934881,27.86496063,47.48845065,25.65264699,14.74124856,1.658366075,21.83580366,5.265149703
NLA06608-0090,1,YES,YES,,2,II,Natural,1,F,WMT,PROB_Lake,WY,Black Lake,SO-SO,7.4,34.5,301.5,13,5.46,17.76341853,10.98631646,6.777102072,Yes,274.091854,204.6222495,69.46960454,Yes,26.27327909,34.38535766,-8.112078572,Yes,7.334740024,7.298658146,0.036081877,No,266.81,Sedimentary,28,3.253717861,121.9292756,37.4738317,0,0,0,0,0,0.42809103
NLA06608-0099,1,YES,YES,,7,VII,Natural,1,C,TPL,PROB_Lake,WI,Oconomowoc Lake,SO-SO,8.5,554.5,612,8.5,5.69,7.36942428,10.70267487,-3.333250594,Yes,550.5657684,619.133,-68.56723158,Yes,409.2836747,344.24021,65.04346466,Yes,8.48019246,8.767961836,-0.287769377,No,189.39,Sedimentary,59,0.05055197,0.318837545,6.307124,56.31939435,9.343126105,4.428243457,29.59103985,46.97626824,8.471158729
NLA06608-0101,1,YES,YES,,8,VIII,Natural,1,B,NAP,PROB_Lake,CT,Riga Lake,SO-SO,5.41,16,63,1,1.18,8.93638,11.19797259,-2.261592594,Yes,177.997488,229.9755949,-51.97810693,Yes,36.15418972,36.32550044,-0.171310719,No,5.790461487,6.230270017,-0.439808529,No,330.37,Granitic,58,0.515525837,9.556730331,18.53783001,1.06712661,0.875999456,0,0.159272628,0.191127154,3.886252132
NLA06608-0102,1,YES,YES,,8,VIII,Natural,1,B,NAP,PROB_Lake,ME,Howard Pond,SO-SO,6.78,20,137,1,3.67,4.92135,7.555926486,-2.634576486,Yes,234.0324994,228.4978947,5.534604719,Yes,51.1363209,41.23670751,9.899613393,Yes,7.065202082,7.202003998,-0.136801916,No,766.43,Gneiss,15,0.895225908,32.895357,36.74531388,0.795251068,0.429017023,0,0.303451065,0.366234044,4.070429807
NLA06608-0107,1,YES,YES,,7,VII,Natural,1,E,UMW,PROB_Lake,IN,Cheeseboro Lake,REF,7.8,209,520,3,7.05,18.30238411,60.0782748,-41.77589069,Yes,578.6706905,837.1694566,-258.4987661,Yes,93.27778659,259.7895876,-166.511801,Yes,8.15643682,8.819110418,-0.662673598,Yes,292.84,Sedimentary,56,0.117962216,0.906472338,7.684429568,57.75193815,5.758740271,1.480818927,29.94544941,51.99319788,17.44075625
NLA06608-0110,1,YES,YES,,8,VIII,Natural,1,C,UMW,PROB_Lake,MN,Pickerel Lake,REF,8.58,260,491,12,5.81,16.00087923,33.68270804,-17.68182881,Yes,556.562147,712.042,-155.479853,Yes,199.3190684,236.1664063,-36.84733787,Yes,8.419836221,8.325712159,0.094124062,No,16.5,Quaternary,73,0.413189807,18.40153483,44.53530682,20.50643618,3.034266444,0,1.733021575,17.47216974,5.210894224
NLA06608-0113,1,YES,YES,,8,VIII,Natural,1,B,NAP,PROB_Lake,VT,"Parker, Lake",SO-SO,8.5,130,190,9,3.76,11.8214,8.747690531,3.073709469,Yes,425.5561128,300.6647297,124.891383,Yes,157.159678,97.50663024,59.6530478,Yes,8.277293782,8.121756799,0.155536983,No,42.78,Quaternary,2,0.100070892,1.272035634,12.71134507,24.09795338,4.174735083,0.532074079,10.34588487,19.9232183,0.864051923
NLA06608-0115,1,YES,YES,,7,VII,Natural,1,C,UMW,PROB_Lake,WI,Marl Lake,SO-SO,8.5,324,540,5,2.65,2.246143882,40.42730114,-38.18115725,Yes,384.5683111,2248.08,-1863.511689,Yes,448.299558,77.50567154,370.7938865,Yes,8.399846206,8.298020012,0.101826194,No,112.31,Sedimentary,83,207.0045602,3523.602734,17.02186044,7.491192114,7.491192114,0,0,0,0
NLA06608-0129,1,YES,YES,,2,II,Natural,1,F,WMT,PROB_Lake,MT,Ashley Lake,SO-SO,8.45,247,129,3,2.53,14.09437694,26.19954965,-12.10517271,Yes,374.638133,645.0465201,-270.408387,Yes,205.4429233,294.7044848,-89.26156155,Yes,8.321388255,8.619894237,-0.298505982,No,1119.24,Sedimentary,25,7.406546325,4540.078095,612.9817996,0.006973383,0,0,0,0.006973383,0.162712268
NLA06608-0134,1,YES,YES,,8,VIII,Natural,1,B,NAP,PROB_Lake,CT,West Hill Pond,TRASH,7.5,58,156,4,2.21,3.35589,8.25927334,-4.90338334,Yes,186.577918,286.5764937,-99.99857566,Yes,72.90038453,75.74340339,-2.843018855,Yes,7.506579986,7.661195707,-0.154615721,No,238.18,Sedimentary,58,0.653284199,4.730565159,7.24120554,12.80808563,11.62528089,1.013832636,0,1.182804742,0.473121897
NLA06608-0142,1,YES,YES,,8,VIII,Natural,1,C,UMW,PROB_Lake,WI,,REF,7.7,102,293,7,3.84,9.476815222,13.16002129,-3.68320607,Yes,307.4409776,438.456,-131.0150224,Yes,113.8291741,109.7369979,4.09217626,Yes,8.208803735,8.015925637,0.192878098,No,490.37,Sedimentary,43,1254.550315,615207.043,490.3805257,5.512076554,5.456649481,0.377779261,0,0.055427073,15.710658
NLA06608-0149,1,YES,YES,,7,VII,Natural,1,B,NAP,PROB_Lake,PA,"Nephawin, Lake",TRASH,7.9,118,220,12,3.49,9.88305,9.252541319,0.630508681,No,381.7927711,364.4275564,17.36521467,Yes,239.16801,71.57885559,167.5891544,Yes,8.550471752,7.671156149,0.879315603,Yes,301.83,Sedimentary,45,8.792641071,2824.797602,321.2683856,38.64290864,7.950454887,0,7.395771988,30.69245375,2.773414496
