SITE_ID,VISIT_NO,SAMPLED_CORE,DATECORE,SAMPLED_INF,INDXSAMP_INF,SAMPLE_CATEGORY,SAMPLE_ID_TOP,SAMPLE_ID_BOT,FLAG_FLD_CORE,COMMENT_FLD_CORE,PTL_INF_TOP,PTL_INF_BOT,PTL_INF_DIF,PTL_SIGTEST,NTL_INF_TOP,NTL_INF_BOT,NTL_INF_DIF,NTL_SIGTEST,COND_INF_TOP,COND_INF_BOT,COND_INF_DIF,COND_SIGTEST,PH_INF_TOP,PH_INF_BOT,PH_INF_DIF,PH_SIGTEST,CORE_LENGTH,CORE_CONFIDENCE,COMMENT_CONFIDENCE,SITE_TYPE,LAKE_SAMP,LAKE_ORIGIN
NLA06608-0662,1,YES (Both),8/7/2007,YES,YES,P,512307,512308,IM,CORE LENGTH AND BOTTOM INTERVALS NOT RECORDED,7.21207,7.392866783,-0.180796783,No,224.9628407,345.0387404,-120.0758997,Yes,67.82000204,65.64896751,2.171034529,Yes,7.352197113,7.682968469,-0.330771356,No,,YES,Forest w-shed; shoreline dev,PROB_Lake,Target_Sampled,NATURAL
NLA06608-0663,1,YES (Both),8/8/2007,YES,YES,P,510587,510588,,,615.0268251,193.3307194,421.6961057,Yes,7642.171881,2490.653981,5151.5179,Yes,3118.015714,1121.837053,1996.178661,Yes,8.813879961,8.617853861,0.1960261,No,20,NO,Short core,PROB_Lake,Target_Sampled,NATURAL
NLA06608-0665,1,YES (Top only),,NOT DONE,YES,,,,,,,,,,,,,,,,,,,,,,,,,PROB_Lake,Target_Sampled,MAN-MADE
NLA06608-0671,1,YES (Both),8/16/2007,YES,YES,P,510337,510338,,,10.16922104,18.49814231,-8.328921262,Yes,179.7983343,343.7860622,-163.9877279,Yes,39.09943097,65.68974947,-26.5903185,Yes,7.624486806,7.610616212,0.013870594,No,46,YES,,PROB_Lake,Target_Sampled,NATURAL
NLA06608-0672,1,YES (Top only),,NOT DONE,YES,,,,,,,,,,,,,,,,,,,,,,,,,PROB_Lake,Target_Sampled,NATURAL
NLA06608-0674,1,YES (Both),7/26/2007,YES,YES,P,503967,503968,,,9.20836,15.3179279,-6.109567898,Yes,267.4466862,244.6100164,22.83666982,Yes,38.88710713,19.2815121,19.60559503,Yes,6.724327017,6.453774511,0.270552506,No,34,YES,,PROB_Lake,Target_Sampled,NATURAL
NLA06608-0677,1,YES (Both),7/17/2007,YES,YES,P,506797,506798,,,189.7181789,205.8822402,-16.16406137,Yes,1249.813828,1403.042685,-153.2288568,Yes,901.7462869,892.4859714,9.260315501,Yes,8.910709554,8.820207858,0.090501696,No,60,YES,"OK, no outlet, high cond",PROB_Lake,Target_Sampled,NATURAL
NLA06608-0678,1,YES (Both),8/7/2007,YES,YES,P,511437,504578,,,49.64698855,39.20874758,10.43824097,Yes,682.1841591,466.2009148,215.9832443,Yes,161.6333291,144.2090333,17.42429576,Yes,8.387282716,8.351087985,0.036194731,No,48,YES,,PROB_Lake,Target_Sampled,NATURAL
NLA06608-0679,1,YES (Both),6/27/2007,YES,YES,P,506448,506447,,,24.4131048,32.15163506,-7.738530259,Yes,626.6864317,802.9209918,-176.2345601,Yes,348.3799582,196.8577645,151.5221937,Yes,8.472243311,8.231855472,0.240387839,No,37,NO,Lake was dredged,PROB_Lake,Target_Sampled,NATURAL
NLA06608-0681,1,YES (Top only),,NOT DONE,YES,,,,,,,,,,,,,,,,,,,,,,,,,PROB_Lake,Target_Sampled,MAN-MADE
NLA06608-0686,1,YES (Both),7/11/2007,YES,YES,P,506428,506427,,,240.1678398,24.74897314,215.4188667,Yes,3207.459257,664.3316605,2543.127596,Yes,783.7363398,204.9933711,578.7429687,Yes,8.752417567,8.438898758,0.313518809,No,36,YES,"Wetland all around, ag land, drainage ditch",PROB_Lake,Target_Sampled,NATURAL
NLA06608-0687,1,YES (Top only),,NOT DONE,YES,,,,,,,,,,,,,,,,,,,,,,,,,PROB_Lake,Target_Sampled,MAN-MADE
NLA06608-0690,1,YES (Top only),,NOT DONE,YES,,,,,,,,,,,,,,,,,,,,,,,,,PROB_Lake,Target_Sampled,MAN-MADE
NLA06608-0690,2,YES (Both),8/22/2007,NO LAB DATA,NO,P,510237,510238,K,,,,,,,,,,,,,,,,,,33,,,PROB_Lake,Target_Sampled,MAN-MADE
NLA06608-0690,2,NO,8/22/2007,NO CORE SAMPLE,NO,D,509607,509608,K,NOT COLLECTED,,,,,,,,,,,,,,,,,,,,,Target_Sampled,
NLA06608-0692,1,YES (Top only),,NOT DONE,YES,,,,,,,,,,,,,,,,,,,,,,,,,PROB_Lake,Target_Sampled,MAN-MADE
NLA06608-0693,1,YES (Top only),,NOT DONE,YES,,,,,,,,,,,,,,,,,,,,,,,,,PROB_Lake,Target_Sampled,MAN-MADE
NLA06608-0696,1,NO,,NO CORE SAMPLE,YES,,,,,,,,,,,,,,,,,,,,,,,,,PROB_Lake,Target_Sampled,MAN-MADE
NLA06608-0707,1,YES (Both),7/12/2007,NO LAB DATA,YES,P,505198,505197,,,,,,,,,,,,,,,,,,,44.5,,,PROB_Lake,Target_Sampled,NATURAL
NLA06608-0709,1,YES (Both),9/18/2007,YES,YES,P,507867,507868,,,121.0898752,97.69597427,23.39390097,Yes,1836.699813,1192.952354,643.7474592,Yes,354.652676,73.48946576,281.1632103,Yes,8.139118516,7.43151342,0.707605096,Yes,37,UNCERTAIN,lots of forest in w-shed; res dev; dredging,PROB_Lake,Target_Sampled,NATURAL
NLA06608-0710,1,YES (Both),7/24/2007,YES,YES,P,503947,503948,IM,BOTTOM INTERVALS ASSUMED FROM CORE LENGTH,16.96296149,18.55467111,-1.591709623,No,405.770854,362.605932,43.16492205,Yes,78.0697548,48.3743401,29.6954147,Yes,6.920699288,6.903506547,0.017192741,No,43,YES,,PROB_Lake,Target_Sampled,NATURAL
NLA06608-0711,1,YES (Top only),,NOT DONE,YES,,,,,,,,,,,,,,,,,,,,,,,,,PROB_Lake,Target_Sampled,MAN-MADE
NLA06608-0712,1,YES (Top only),,NOT DONE,YES,,,,,,,,,,,,,,,,,,,,,,,,,PROB_Lake,Target_Sampled,MAN-MADE
NLA06608-0713,1,NO,,NO CORE SAMPLE,YES,,,,,,,,,,,,,,,,,,,,,,,,,PROB_Lake,Target_Sampled,MAN-MADE
NLA06608-0715,1,YES (Top only),,NOT DONE,YES,,,,,,,,,,,,,,,,,,,,,,,,,PROB_Lake,Target_Sampled,MAN-MADE
NLA06608-0717,1,YES (Both),6/14/2007,YES,YES,P,514427,514428,F1,BOTTOM HARD AT INDEX SITE SO MOVED ABOUT 60 METERS AWAY,79.69002289,62.62800203,17.06202086,Yes,820.6114599,715.474967,105.1364929,Yes,183.3812055,77.55474986,105.8264557,Yes,7.924164329,7.724006042,0.200158287,No,39,UNCERTAIN,?Reservoir of unknown age; much urban development,PROB_Lake,Target_Sampled,MAN-MADE
NLA06608-0718,1,YES (Top only),7/18/2007,YES (LOST SAMPLE),YES,P,514247,514248,IM,SAMPLE LOST (NO LAB DATA),,,,,,,,,,,,,,,,,46.5,,,PROB_Lake,Target_Sampled,NATURAL
NLA06608-0720,1,YES (Top only),,NOT DONE,YES,,,,,,,,,,,,,,,,,,,,,,,,,PROB_Lake,Target_Sampled,MAN-MADE
NLA06608-0721,1,NO,,NO CORE SAMPLE,YES,,,,,,,,,,,,,,,,,,,,,,,,,PROB_Lake,Target_Sampled,MAN-MADE
NLA06608-0723,1,YES (Both),8/18/2007,YES,YES,P,509127,509128,,,34.53386643,136.9018082,-102.3679417,Yes,1234.988306,3124.803897,-1889.815591,Yes,463.2552557,548.8959645,-85.64070871,Yes,8.802964663,9.076972611,-0.274007948,No,41,UNCERTAIN,Major inflow from intensive agriculture area,PROB_Lake,Target_Sampled,NATURAL
NLA06608-0724,1,YES (Top only),,NOT DONE,YES,,,,,,,,,,,,,,,,,,,,,,,,,PROB_Lake,Target_Sampled,MAN-MADE
NLA06608-0726,1,YES (Both),8/14/2007,YES,YES,P,511897,511898,IM,CORE LENGTH AND BOTTOM INTERVALS NOT RECORDED,10.4237,14.80942162,-4.385721621,Yes,284.847358,294.8560963,-10.00873839,Yes,51.23966313,51.26974472,-0.030081587,No,7.101083916,7.238345464,-0.137261548,No,,YES,Forested watershed,PROB_Lake,Target_Sampled,NATURAL
NLA06608-0727,1,YES (Both),6/23/2007,YES,YES,P,506438,506437,,,190.0042922,415.8257699,-225.8214776,Yes,2833.888455,6830.634584,-3996.74613,Yes,793.1607158,1682.101668,-888.9409527,Yes,8.688174177,8.906607629,-0.218433452,No,25,NO,Short core,PROB_Lake,Target_Sampled,NATURAL
NLA06608-0731,1,YES (Both),8/7/2007,YES,YES,P,509737,509738,,,8.300864888,14.33137681,-6.030511921,Yes,525.6751982,538.061,-12.38580183,Yes,392.1785453,272.1568244,120.0217209,Yes,8.476498488,8.32751743,0.148981058,No,29,UNCERTAIN,Short core for region,PROB_Lake,Target_Sampled,NATURAL
NLA06608-0733,1,YES (Both),6/27/2007,YES,YES,P,515107,515108,K,WE WERE TOLD BY THE REFUGE THAT THIS IS A RESERVOIR.,71.82143084,50.72445614,21.09697469,Yes,1342.252205,846.3590661,495.8931391,Yes,758.1691766,656.9578371,101.2113395,Yes,8.612106437,8.529670111,0.082436326,No,20.5,UNCERTAIN,Reservoir,PROB_Lake,Target_Sampled,MAN-MADE
NLA06608-0734,1,YES (Both),7/24/2007,YES,YES,P,507227,507228,F1,ORGANIC/CLAY,9.76848621,12.71778442,-2.949298213,Yes,297.2082093,326.381,-29.17279066,Yes,29.51304663,58.37366146,-28.86061483,Yes,7.347802216,7.485483565,-0.137681349,No,25,YES,Forested shed; logging?,PROB_Lake,Target_Sampled,NATURAL
NLA06608-0738,1,YES (Both),8/16/2007,YES,YES,P,512137,512138,IM,CORE LENGTH AND BOTTOM INTERVALS NOT RECORDED,7.63403,6.084106501,1.549923499,No,209.3101601,170.9499561,38.36020402,Yes,49.42033845,36.06261777,13.35772069,Yes,6.059261511,6.619365063,-0.560103552,No,,YES,Mostly forested watershed,PROB_Lake,Target_Sampled,NATURAL
NLA06608-0743,1,YES (Both),6/26/2007,YES,YES,P,515227,515228,,,13.63903028,13.83565184,-0.196621559,No,563.032786,607.048,-44.01521397,Yes,446.5979653,282.4239642,164.174001,Yes,8.607273604,8.553980913,0.053292691,No,36,YES,,PROB_Lake,Target_Sampled,NATURAL
NLA06608-0744,1,YES (Top only),,NOT DONE,YES,,,,,,,,,,,,,,,,,,,,,,,,,PROB_Lake,Target_Sampled,MAN-MADE
NLA06608-0749,1,YES (Top only),,NOT DONE,YES,,,,,,,,,,,,,,,,,,,,,,,,,PROB_Lake,Target_Sampled,MAN-MADE
NLA06608-0751,1,YES (Top only),,NOT DONE,YES,,,,,,,,,,,,,,,,,,,,,,,,,PROB_Lake,Target_Sampled,MAN-MADE
NLA06608-0753,1,YES (Both),7/19/2007,YES,YES,P,506637,506638,,,17.6137,16.3474554,1.266244598,No,501.7091932,262.8240853,238.8851079,Yes,222.1242817,147.9097124,74.21456929,Yes,8.485903152,8.076859747,0.409043405,No,40,YES,,PROB_Lake,Target_Sampled,NATURAL
NLA06608-0754,1,YES (Both),7/2/2007,YES,YES,P,505447,505448,,,5.08992,5.195975071,-0.106055071,No,215.3829593,177.3463924,38.03656696,Yes,34.38763013,34.71732337,-0.329693247,No,6.710991472,7.003452637,-0.292461165,No,35.6,YES,,PROB_Lake,Target_Sampled,NATURAL
NLA06608-0755,1,YES (Top only),,NOT DONE,YES,,,,,,,,,,,,,,,,,,,,,,,,,PROB_Lake,Target_Sampled,MAN-MADE
NLA06608-0756,1,YES (Top only),,NOT DONE,YES,,,,,,,,,,,,,,,,,,,,,,,,,PROB_Lake,Target_Sampled,MAN-MADE
NLA06608-0759,1,YES (Both),8/7/2007,YES,YES,P,506757,506758,,,109.0446411,76.60525858,32.43938249,Yes,1497.46864,967.6729935,529.7956468,Yes,531.7292321,515.330303,16.39892908,Yes,8.627304701,8.366848463,0.260456238,No,23,NO,Short core,PROB_Lake,Target_Sampled,NATURAL
NLA06608-0761,1,YES (Top only),,NOT DONE,YES,,,,,,,,,,,,,,,,,,,,,,,,,PROB_Lake,Target_Sampled,MAN-MADE
NLA06608-0762,1,YES (Both),8/16/2007,YES,YES,P,503487,503488,,,220.598741,180.5759674,40.02277369,Yes,2953.95481,3115.184622,-161.2298115,Yes,874.3440129,712.3883907,161.9556223,Yes,8.49434657,8.74725612,-0.25290955,No,15,NO,Short core,PROB_Lake,Target_Sampled,NATURAL
NLA06608-0764,1,YES (Top only),,NOT DONE,YES,,,,,,,,,,,,,,,,,,,,,,,,,PROB_Lake,Target_Sampled,MAN-MADE
NLA06608-0765,1,YES (Top only),,NOT DONE,YES,,,,,,,,,,,,,,,,,,,,,,,,,PROB_Lake,Target_Sampled,MAN-MADE
NLA06608-0766,1,YES (Both),7/18/2007,YES,YES,P,503258,503257,,,179.0079044,160.0704638,18.93744062,Yes,1624.54483,2124.475009,-499.9301789,Yes,1169.797972,1630.307139,-460.5091667,Yes,8.678501627,8.589609828,0.088891799,No,34.5,UNCERTAIN,shoreline dev - desirable; ag in watershed; deep l,PROB_Lake,Target_Sampled,NATURAL
NLA06608-0769,1,YES (Both),7/24/2007,YES,YES,P,510927,510928,,,20.77349418,15.66247586,5.111018324,Yes,485.3998148,208.816118,276.5836968,Yes,80.82240793,33.21777271,47.60463522,Yes,7.695591115,7.485031277,0.210559838,No,43,YES,,PROB_Lake,Target_Sampled,NATURAL
NLA06608-0770,1,YES (Top only),,NOT DONE,YES,,,,,,,,,,,,,,,,,,,,,,,,,PROB_Lake,Target_Sampled,MAN-MADE
NLA06608-0771,1,YES (Both),8/13/2007,YES,YES,P,507797,507798,,,28.90150604,43.53767052,-14.63616449,Yes,766.9664107,1305,-538.0335893,Yes,72.42931419,174.4407695,-102.0114554,Yes,8.092606194,8.164127453,-0.07152126,No,46,YES,,PROB_Lake,Target_Sampled,NATURAL
NLA06608-0775,1,NO,,NO CORE SAMPLE,YES,,,,,,,,,,,,,,,,,,,,,,,,,PROB_Lake,Target_Sampled,MAN-MADE
NLA06608-0779,1,YES (Both),7/31/2007,YES,YES,P,504157,504158,IM,BOTTOM INTERVALS ASSUMED FROM CORE LENGTH,388.5155078,606.049064,-217.5335562,Yes,2525.492139,4909.162406,-2383.670267,Yes,746.3715601,840.5998989,-94.2283388,Yes,8.271521318,8.315091749,-0.043570431,No,15.2,NO,"High Ag - >70%,Reg 6",PROB_Lake,Target_Sampled,NATURAL
NLA06608-0781,1,YES (Both),7/26/2007,YES,YES,P,514287,514288,,,32.6295,61.54157364,-28.91207364,Yes,787.3987079,684.8409702,102.5577377,Yes,337.4552392,151.9843134,185.4709258,Yes,8.834592537,7.781220952,1.053371586,Yes,20.5,UNCERTAIN,Reservoir; shallow core,PROB_Lake,Target_Sampled,MAN-MADE
NLA06608-0782,1,YES (Both),7/31/2007,YES,YES,P,507417,507418,,,7.096265109,6.851364169,0.244900939,No,247.1935224,228.308,18.88552244,Yes,37.43481155,24.55654359,12.87826796,Yes,6.857417491,6.631585185,0.225832306,No,28,YES,,PROB_Lake,Target_Sampled,NATURAL
NLA06608-0783,1,YES (Top only),,NOT DONE,YES,,,,,,,,,,,,,,,,,,,,,,,,,PROB_Lake,Target_Sampled,MAN-MADE
NLA06608-0785,1,YES (Both),9/12/2007,YES,YES,P,512047,512048,,,14.67452179,16.50543022,-1.830908436,No,531.5144552,490.5885856,40.92586963,Yes,440.4877602,596.851755,-156.3639948,Yes,8.680836623,8.747699743,-0.06686312,No,31,NO,"Reservoir, lots of ag",PROB_Lake,Target_Sampled,MAN-MADE
NLA06608-0792,1,YES (Top only),,NOT DONE,YES,,,,,,,,,,,,,,,,,,,,,,,,,PROB_Lake,Target_Sampled,MAN-MADE
NLA06608-0793,1,NO,,NO CORE SAMPLE,YES,,,,,,,,,,,,,,,,,,,,,,,,,PROB_Lake,Target_Sampled,MAN-MADE
NLA06608-0794,1,YES (Both),6/9/2007,YES,YES,P,502187,502188,,,3.042385539,15.29249414,-12.2501086,Yes,76.90449002,322.9917811,-246.0872911,Yes,36.83001746,115.1643298,-78.3343123,Yes,7.492444102,8.07135809,-0.578913988,No,36,YES,,PROB_Lake,Target_Sampled,NATURAL
NLA06608-0794,2,YES (Lost sample),6/28/2007,YES (LOST SAMPLE),NO,P,508607,508608,K,NO LAB DATA AVAILABLE,,,,,,,,,,,,,,,,,19,,,PROB_Lake,Target_Sampled,NATURAL
NLA06608-0797,1,YES (Both),6/28/2007,YES,YES,P,515097,515098,IM,BOTTOM INTERVALS ASSUMED FROM CORE LENGTH,38.95788795,33.91721045,5.0406775,Yes,714.0638761,1013.22055,-299.1566737,Yes,326.6729654,1816.840029,-1490.167064,Yes,8.74611567,9.142843254,-0.396727584,No,23,UNCERTAIN,"Reservoir, little veg, very little disturb",PROB_Lake,Target_Sampled,MAN-MADE
NLA06608-0802,1,YES (Both),7/20/2007,YES,YES,P,513997,513998,,,18.0849,17.28273303,0.802166971,No,307.4353594,316.0748488,-8.639489367,Yes,47.13013241,27.30546149,19.82467092,Yes,5.52516046,6.931164334,-1.406003873,Yes,22,YES,?Road across lake; min disturb,PROB_Lake,Target_Sampled,NATURAL
NLA06608-0804,1,YES (Top only),,NOT DONE,YES,,,,,,,,,,,,,,,,,,,,,,,,,PROB_Lake,Target_Sampled,MAN-MADE
NLA06608-0805,1,YES (Both),8/22/2007,YES,YES,P,509357,509358,,,61.5751,28.70624961,32.86885039,Yes,1435.09452,874.6562363,560.438284,Yes,241.8696271,104.706644,137.1629831,Yes,8.433908266,7.912759882,0.521148384,No,56.5,YES,"OK; no major evidence of dam; forest, ag urb",PROB_Lake,Target_Sampled,MAN-MADE
NLA06608-0806,1,YES (Both),9/7/2007,YES,YES,P,504717,504718,,,9.07306,18.9379388,-9.864878796,Yes,213.5944854,290.7701878,-77.17570246,Yes,39.92307364,41.29308018,-1.370006548,No,7.077706457,7.221902061,-0.144195604,No,41.2,YES,,PROB_Lake,Target_Sampled,NATURAL
NLA06608-0807,1,YES (Both),7/11/2007,YES,YES,P,514227,514228,IM,BOTTOM INTERVALS ASSUMED FROM CORE LENGTH,218.5291344,494.4248181,-275.8956838,Yes,3215.781615,4248.365142,-1032.583527,Yes,1552.495085,1647.020935,-94.52584955,Yes,8.792188733,8.791760886,0.000427846,No,11.4,NO,Short core,PROB_Lake,Target_Sampled,NATURAL
NLA06608-0808,1,YES (Top only),,NOT DONE,YES,,,,,,,,,,,,,,,,,,,,,,,,,PROB_Lake,Target_Sampled,MAN-MADE
NLA06608-0809,1,YES (Top only),,NOT DONE,YES,,,,,,,,,,,,,,,,,,,,,,,,,PROB_Lake,Target_Sampled,MAN-MADE
NLA06608-0811,1,YES (Both),7/23/2007,YES,YES,P,507778,507777,,,96.92316085,35.14796061,61.77520024,Yes,1480.248911,661.0776335,819.1712777,Yes,400.7383191,236.8413692,163.8969499,Yes,8.600322455,8.374465618,0.225856838,No,33,YES,forest in wshed; some ag and wetland; good ref; ST,PROB_Lake,Target_Sampled,NATURAL
NLA06608-0812,1,YES (Top only),,NOT DONE,YES,,,,,,,,,,,,,,,,,,,,,,,,,PROB_Lake,Target_Sampled,MAN-MADE
NLA06608-0815,1,YES (Top only),,NOT DONE,YES,,,,,,,,,,,,,,,,,,,,,,,,,PROB_Lake,Target_Sampled,MAN-MADE
NLA06608-0820,1,YES (Top only),,NOT DONE,YES,,,,,,,,,,,,,,,,,,,,,,,,,PROB_Lake,Target_Sampled,MAN-MADE
NLA06608-0823,1,YES (Both),7/26/2007,YES,YES,P,508797,508798,,,12.44847639,27.28945709,-14.8409807,Yes,489.7927762,771.48,-281.6872238,Yes,168.5551868,129.1775088,39.37767806,Yes,8.368044378,8.185144604,0.182899774,No,32,YES,,PROB_Lake,Target_Sampled,NATURAL
NLA06608-0824,1,YES (Top only),,NOT DONE,YES,,,,,,,,,,,,,,,,,,,,,,,,,PROB_Lake,Target_Sampled,MAN-MADE
NLA06608-0825,1,YES (Top only),,NOT DONE,YES,,,,,,,,,,,,,,,,,,,,,,,,,PROB_Lake,Target_Sampled,MAN-MADE
NLA06608-0827,1,YES (Top only),,NOT DONE,YES,,,,,,,,,,,,,,,,,,,,,,,,,PROB_Lake,Target_Sampled,MAN-MADE
NLA06608-0828,1,YES (Both),7/11/2007,YES,YES,P,503267,503268,IM,BOTTOM INTERVALS ASSUMED FROM CORE LENGTH,112.494595,59.21998373,53.27461129,Yes,1500.594907,409.1478939,1091.447013,Yes,124.2976492,107.5555881,16.74206109,Yes,8.012604376,7.750804696,0.26179968,No,48,YES,Oxbow lake; looks well established,PROB_Lake,Target_Sampled,NATURAL
NLA06608-0830,1,YES (Both),8/30/2007,YES,YES,P,517717,517718,,,464.7703476,479.3132147,-14.54286713,Yes,5786.539455,4777.296849,1009.242606,Yes,3749.807481,1807.366381,1942.4411,Yes,9.009838962,9.576386626,-0.566547664,No,18,NO,Short core,PROB_Lake,Lake_Shallow,NATURAL
NLA06608-0831,1,YES (Top only),,NOT DONE,YES,,,,,,,,,,,,,,,,,,,,,,,,,PROB_Lake,Target_Sampled,MAN-MADE
NLA06608-0833,1,NO,,NO CORE SAMPLE,YES,,,,,,,,,,,,,,,,,,,,,,,,,PROB_Lake,Target_Sampled,NATURAL
NLA06608-0834,1,NO,,NO CORE SAMPLE,YES,,,,,,,,,,,,,,,,,,,,,,,,,PROB_Lake,Target_Sampled,MAN-MADE
NLA06608-0836,1,YES (Top only),,NOT DONE,YES,,,,,,,,,,,,,,,,,,,,,,,,,PROB_Lake,Target_Sampled,MAN-MADE
NLA06608-0837,1,YES (Both),7/19/2007,YES,YES,P,503037,503038,,,79.84404652,126.1026681,-46.2586216,Yes,1216.405362,1449.196494,-232.7911315,Yes,580.378069,836.9720633,-256.5939943,Yes,8.756840801,8.783560981,-0.026720179,No,41.9,UNCERTAIN,Human disturbance,PROB_Lake,Target_Sampled,NATURAL
NLA06608-0842,1,YES (Both),8/1/2007,YES,YES,P,513217,513218,,,5.60825232,2.960398567,2.647853753,Yes,113.819056,35.62778686,78.19126917,Yes,92.00490701,18.45548603,73.54942098,Yes,8.103057156,7.761581854,0.341475302,No,46,YES,,PROB_Lake,Target_Sampled,NATURAL
NLA06608-0843,1,YES (Top only),,NOT DONE,YES,,,,,,,,,,,,,,,,,,,,,,,,,PROB_Lake,Target_Sampled,MAN-MADE
NLA06608-0846,1,YES (Top only),,NOT DONE,YES,,,,,,,,,,,,,,,,,,,,,,,,,PROB_Lake,Target_Sampled,MAN-MADE
NLA06608-0847,1,YES (Top only),,NOT DONE,YES,,,,,,,,,,,,,,,,,,,,,,,,,PROB_Lake,Target_Sampled,MAN-MADE
NLA06608-0849,1,YES (Both),7/31/2007,YES,YES,P,513367,513368,,,2.981945704,4.429186792,-1.447241088,No,118.679346,77.79695651,40.88238953,Yes,27.49585729,22.61206992,4.883787373,Yes,7.04089885,6.921573684,0.119325166,No,11,YES,,PROB_Lake,Target_Sampled,NATURAL
NLA06608-0850,1,YES (Top only),,NOT DONE,YES,,,,,,,,,,,,,,,,,,,,,,,,,PROB_Lake,Target_Sampled,MAN-MADE
NLA06608-0851,1,YES (Both),6/5/2007,YES,YES,P,503157,503158,,,166.4905703,207.7857133,-41.29514301,Yes,3217.36216,2890.136504,327.2256563,Yes,3355.958922,1627.764462,1728.19446,Yes,8.589139593,8.711713093,-0.1225735,No,30,NO,Ag watershed and othre disturbance,PROB_Lake,Target_Sampled,NATURAL
NLA06608-0856,1,YES (Top only),,NOT DONE,YES,,,,,,,,,,,,,,,,,,,,,,,,,PROB_Lake,Target_Sampled,MAN-MADE
NLA06608-0857,1,YES (Top only),,NOT DONE,YES,,,,,,,,,,,,,,,,,,,,,,,,,PROB_Lake,Target_Sampled,MAN-MADE
NLA06608-0859,1,YES (Both),7/5/2007,YES,YES,P,514687,514688,,,39.45128497,164.265919,-124.8146341,Yes,1088.182206,2066.84,-978.6577943,Yes,776.1710927,648.3004181,127.8706745,Yes,8.698110658,8.68590835,0.012202308,No,43.5,YES,,PROB_Lake,Target_Sampled,NATURAL
NLA06608-0860,1,YES (Top only),,NOT DONE,YES,,,,,,,,,,,,,,,,,,,,,,,,,PROB_Lake,Target_Sampled,MAN-MADE
NLA06608-0860,2,YES (Top only),,NOT DONE,NO,,,,,,,,,,,,,,,,,,,,,,,,,PROB_Lake,Target_Sampled,MAN-MADE
NLA06608-0862,1,YES (Both),8/8/2007,YES,YES,P,514307,514308,,,16.58611122,13.0575823,3.528528924,Yes,777.1361173,626.254,150.8821173,Yes,86.24344209,64.69643174,21.54701035,Yes,7.959696207,7.613460572,0.346235635,No,38,YES,,PROB_Lake,Target_Sampled,NATURAL
NLA06608-0863,1,YES (Top only),,NOT DONE,YES,,,,,,,,,,,,,,,,,,,,,,,,,PROB_Lake,Target_Sampled,MAN-MADE
NLA06608-0864,1,NO,6/25/2007,NO CORE SAMPLE,YES,P,503328,503327,K,12 ATTEMPTS AT INDEX SITE YIELDED NO SEDIMENT. 6 ADDITIONAL ATTEMPTS AT 2ND INDEX SITE ALSO WERE FRUITLESS. VERY HARD SED. BED WOULD NOT EVEN ALLOW ANCHOR TO PENETRATE. ONLY WATER COLUMN AND LIFE FLOC CAPTURED,,,,,,,,,,,,,,,,,,,,PROB_Lake,Target_Sampled,MAN-MADE
NLA06608-0865,1,YES (Both),9/12/2007,YES,YES,P,511747,511748,,,26.15203209,41.57118616,-15.41915407,Yes,650.8951633,830.4046254,-179.5094621,Yes,161.6898004,189.56855,-27.87874957,Yes,8.065469867,8.009431112,0.056038755,No,7,NO,Core too short,PROB_Lake,Target_Sampled,NATURAL
NLA06608-0868,1,YES (Top only),,NOT DONE,YES,,,,,,,,,,,,,,,,,,,,,,,,,PROB_Lake,Target_Sampled,MAN-MADE
NLA06608-0869,1,YES (Top only),,NOT DONE,YES,,,,,,,,,,,,,,,,,,,,,,,,,PROB_Lake,Target_Sampled,MAN-MADE
NLA06608-0870,1,YES (Top only),,NOT DONE,YES,,,,,,,,,,,,,,,,,,,,,,,,,PROB_Lake,Target_Sampled,MAN-MADE
NLA06608-0871,1,YES (Both),7/12/2007,YES,YES,P,506408,506407,,,695.9256659,437.0288564,258.8968095,Yes,7867.579137,4972.910671,2894.668465,Yes,1512.720527,839.5700669,673.1504599,Yes,8.851704681,8.695125505,0.156579176,No,25,NO,"High Ag - >70%,Reg 6",PROB_Lake,Target_Sampled,NATURAL
NLA06608-0872,1,YES (Top only),,NOT DONE,YES,,,,,,,,,,,,,,,,,,,,,,,,,PROB_Lake,Target_Sampled,MAN-MADE
NLA06608-0873,1,NO,,NO CORE SAMPLE,YES,,,,,,,,,,,,,,,,,,,,,,,,,PROB_Lake,Target_Sampled,MAN-MADE
NLA06608-0874,1,YES (Both),8/30/2007,YES,YES,P,511157,511158,,,18.82242333,18.00675696,0.81566637,No,706.0445596,483.553,222.4915596,Yes,784.4717067,354.9513001,429.5204066,Yes,8.584894058,8.453317143,0.131576916,No,34.5,YES,Ag in watershed,PROB_Lake,Target_Sampled,NATURAL
NLA06608-0875,1,YES (Both),9/14/2007,NO LAB DATA,YES,P,510577,510578,,,,,,,,,,,,,,,,,,,55.5,,,PROB_Lake,Target_Sampled,NATURAL
NLA06608-0877,1,YES (Top only),,NOT DONE,YES,,,,,,,,,,,,,,,,,,,,,,,,,PROB_Lake,Target_Sampled,MAN-MADE
NLA06608-0878,1,YES (Both),8/1/2007,YES,YES,P,502147,502148,,,10.76350263,14.1549267,-3.391424069,Yes,518.6027441,501.63,16.97274411,Yes,243.3289439,267.2155114,-23.88656748,Yes,8.463056396,8.396291637,0.066764758,No,29.5,YES,,PROB_Lake,Target_Sampled,NATURAL
