SITE_ID,VISIT_NO,SITE_TYPE,LAKE_SAMP,TNT,LAT_DD,LON_DD,ST,EPA_REG,AREA_CAT7,NESLAKE,STRATUM,PANEL,DSGN_CAT,MDCATY,WGT,WGT_NLA,ADJWGT_CAT,URBAN,WSA_ECO3,WSA_ECO9,ECO_LEV_3,NUT_REG,NUTREG_NAME,ECO_NUTA,LAKE_ORIGIN,ECO3_X_ORIGIN,REF_CLUSTER,RT_NLA,HUC_2,HUC_8,FLAG_INFO,COMMENT_INFO,SAMPLED,SAMPLED_CORE,INDXSAMP_CORE,INDXSAMP_LDC,SAMPLE_ID,SAMPLE_TYPE,PRIMESEDT,SAMPLE_CATEGORY,LDC_ADJ,LDC_COND
NLA06608-0587,1,PROB_Lake,Target_Sampled,Target,41.2184867,-86.591156,IN,Region_5,>100,NESLake,NLALake,Panel_1,NESLake,0.12642225,7.83385336,2.4514264,IN,NO,PLNLOW,UMW,56,VII,Mostly Glaciated Dairy Region,VII,NATURAL,PLNLOW NATURAL,C,TRASH,7,7120001,,,YES,YES (Both),YES,YES,513907,SEDT,1,P,-22.8978,3:MOST DISTURBED
NLA06608-0587,2,PROB_Lake,Target_Sampled,Target,41.2184867,-86.591156,IN,Region_5,>100,NESLake,NLALake,Panel_1,NESLake,0.12642225,7.83385336,2.4514264,IN,NO,PLNLOW,UMW,56,VII,Mostly Glaciated Dairy Region,VII,NATURAL,PLNLOW NATURAL,C,TRASH,7,7120001,,,YES,YES (Both),NO,NO,511607,SEDT,,P,-13.9537,2:INTERMEDIATE DISTURBANCE
NLA06608-0588,1,PROB_Lake,Target_Sampled,Target,39.3320249,-97.374823,KS,Region_7,"(10,20]",,NLALake,Panel_1,"SPL_KS_(10,20]",0.03464,28.59045899,15.2426706,KS,NO,PLNLOW,SPL,27,V,South Central Cultivated Great Plains,V,MAN-MADE,PLNLOW MAN-MADE,C,TRASH,10,10250017,,,YES,YES (Top only),YES,YES,505397,SEDT,1,P,-5.9886,1:LEAST DISTURBED
NLA06608-0590,1,PROB_Lake,Target_Sampled,Target,45.9076374,-89.9169627,WI,Region_5,"(20,50]",,NLALake,Panel_1,"UMW_WI_(20,50]",0.00595348,166.3520122,159.855637,WI,NO,PLNLOW,UMW,50,VIII,Nutrient Poor Largely Glaciated Upper Midwest and Northeast,VIII,NATURAL,PLNLOW NATURAL,E,REF,7,7070001,,,YES,YES (Both),YES,YES,508397,SEDT,1,P,-22.003,3:MOST DISTURBED
NLA06608-0591,1,PROB_Lake,Target_Sampled,Target,34.1376116,-84.6432365,GA,Region_4,>100,NESLake,NLALake,Panel_1,NESLake,0.12642225,6.42095801,3.4263643,GA,YES,EHIGH,SAP,45,IX,Southeastern Temperate Forested Plains and Hills,IX,MAN-MADE,EHIGH MAN-MADE,A,REF,3,3150104,,,YES,NO,YES,YES,,,,,,4:NOT ASSESSED
NLA06608-0593,1,PROB_Lake,Target_Sampled,Target,48.7086784,-122.3277089,WA,Region_10,"(10,20]",,NLALake,Panel_1,"WMT_WA_(10,20]",0.00907729,109.104571,32.5493729,WA,YES,WMTNS,WMT,2,II,Western Forested Mountains,II,MAN-MADE,WMTNS MAN-MADE,F,SO-SO,17,17110002,,,YES,YES (Both),YES,YES,506387,SEDT,1,P,6.2687,1:LEAST DISTURBED
NLA06608-0594,1,PROB_Lake,Target_Sampled,Target,32.3783416,-82.0648507,GA,Region_4,"(4,10]",,NLALake,Panel_1,"(4,10]",0.00131289,754.345388,402.5352728,GA,YES,PLNLOW,CPL,65,IX,Southeastern Temperate Forested Plains and Hills,IX,MAN-MADE,PLNLOW MAN-MADE,D,SO-SO,3,3060203,,,YES,YES (Top only),YES,YES,502817,SEDT,1,P,-9.6762,2:INTERMEDIATE DISTURBANCE
NLA06608-0595,1,PROB_Lake,Target_Sampled,Target,45.8121509,-99.7660399,SD,Region_8,"(50,100]",,NLALake,Panel_1,"NPL_SD_(50,100]",0.10101267,9.80444673,4.9528204,SD,NO,PLNLOW,NPL,42,V,South Central Cultivated Great Plains,V,NATURAL,PLNLOW NATURAL,E,SO-SO,10,10130106,,,YES,YES (Both),YES,YES,514057,SEDT,1,P,-33.2574,3:MOST DISTURBED
NLA06608-0596,1,PROB_Lake,Target_Sampled,Target,39.0798636,-106.3650807,CO,Region_8,>100,,NLALake,Panel_1,WMT_CO_>100,0.04226383,23.43312119,10.0994059,CO,NO,WMTNS,WMT,21,II,Western Forested Mountains,II,MAN-MADE,WMTNS MAN-MADE,G,REF,11,11020001,,,YES,YES (Top only),YES,YES,512957,SEDT,1,P,3.7871,1:LEAST DISTURBED
NLA06608-0597,1,PROB_Lake,Target_Sampled,Target,43.5470582,-116.6654946,ID,Region_10,>100,NESLake,NLALake,Panel_1,NESLake,0.12642225,7.83385336,2.428402,ID,YES,WMTNS,XER,12,III,Xeric West,III,MAN-MADE,WMTNS MAN-MADE,G,SO-SO,17,17050114,,,YES,YES (Top only),YES,YES,502897,SEDT,1,P,7.7511,1:LEAST DISTURBED
NLA06608-0599,1,PROB_Lake,Target_Sampled,Target,30.2900887,-96.5978144,TX,Region_6,>100,NESLake,NLALake,Panel_1,NESLake,0.12642225,7.83385336,2.1860872,TX,NO,PLNLOW,CPL,33,IX,Southeastern Temperate Forested Plains and Hills,IX,MAN-MADE,PLNLOW MAN-MADE,D,SO-SO,12,12070102,,,YES,YES (Top only),YES,YES,514217,SEDT,1,P,-14.554,2:INTERMEDIATE DISTURBANCE
NLA06608-0606,1,PROB_Lake,Target_Sampled,Target,45.9726285,-90.5081642,WI,Region_5,"(50,100]",,NLALake,Panel_1,"UMW_WI_(50,100]",0.01612303,61.42601665,59.0272092,WI,NO,PLNLOW,UMW,50,VIII,Nutrient Poor Largely Glaciated Upper Midwest and Northeast,VIII,NATURAL,PLNLOW NATURAL,C,SO-SO,7,7050002,,,YES,YES (Both),YES,YES,514867,SEDT,1,P,3.9217,1:LEAST DISTURBED
NLA06608-0608,1,PROB_Lake,Target_Sampled,Target,36.590093,-89.269751,MO,Region_7,"(20,50]",,NLALake,Panel_1,"CPL_MO_(20,50]",0.01055213,93.85531332,24.9699152,MO,YES,PLNLOW,CPL,73,X,Texas-Louisiana Coastal and Mississippi Alluvial Plains,CPL,NATURAL,PLNLOW NATURAL,D,TRASH,8,8010100,,,YES,YES (Both),YES,YES,503757,SEDT,1,P,-8.6398,2:INTERMEDIATE DISTURBANCE
NLA06608-0609,1,PROB_Lake,Target_Sampled,Target,28.0612687,-82.2772918,FL,Region_4,>100,NESLake,NLALake,Panel_1,NESLake,0.12642225,7.83385336,2.0828908,FL,YES,PLNLOW,CPL,75,XII,Southeastern Coastal Plain,CPL,NATURAL,PLNLOW NATURAL,D,SO-SO,3,3100205,,,YES,YES (Both),YES,YES,502047,SEDT,1,P,-32.4033,3:MOST DISTURBED
NLA06608-0610,1,PROB_Lake,Target_Sampled,Target,42.6913209,-71.3703595,NH,Region_1,"(50,100]",,NLALake,Panel_1,"NAP_NH_(50,100]",0.03639742,27.20998824,20.3121784,NH,YES,EHIGH,NAP,59,XIV,Eastern Coastal Plain,CPL,NATURAL,EHIGH NATURAL,B,SO-SO,1,1070002,,,YES,YES (Both),YES,YES,512017,SEDT,1,P,10.5177,1:LEAST DISTURBED
NLA06608-0611,1,PROB_Lake,Target_Sampled,Target,42.9654707,-89.2518517,WI,Region_5,>100,NESLake,NLALake,Panel_1,NESLake,0.12642225,7.83385336,7.5279259,WI,YES,PLNLOW,TPL,53,VII,Mostly Glaciated Dairy Region,VII,NATURAL,PLNLOW NATURAL,C,SO-SO,7,7090001,,,YES,YES (Both),YES,YES,514677,SEDT,1,P,-18.7428,2:INTERMEDIATE DISTURBANCE
NLA06608-0614,1,PROB_Lake,Target_Sampled,Target,43.3786445,-123.2686178,OR,Region_10,"(50,100]",,NLALake,Panel_1,"WMT_OR_(50,100]",0.05533142,17.89893177,3.9992588,OR,YES,WMTNS,WMT,78,II,Western Forested Mountains,II,MAN-MADE,WMTNS MAN-MADE,F,SO-SO,17,17100301,,,YES,YES (Top only),YES,YES,505937,SEDT,1,P,6.2299,1:LEAST DISTURBED
NLA06608-0616,1,PROB_Lake,Target_Sampled,Target,36.7248092,-98.8888812,OK,Region_6,"(10,20]",,NLALake,Panel_1,"SPL_OK_(10,20]",0.01922097,51.52566236,14.151046,OK,NO,PLNLOW,SPL,27,V,South Central Cultivated Great Plains,V,MAN-MADE,PLNLOW MAN-MADE,E,SO-SO,11,11050001,,,YES,YES (Top only),YES,YES,505047,SEDT,1,P,-29.1678,3:MOST DISTURBED
NLA06608-0617,1,PROB_Lake,Target_Sampled,Target,35.06361,-111.4965509,AZ,Region_9,>100,,NLALake,Panel_1,WMT_AZ_>100,0.19769461,5.00961241,1.2953054,AZ,NO,WMTNS,WMT,23,II,Western Forested Mountains,II,MAN-MADE,WMTNS MAN-MADE,G,SO-SO,15,15020015,,,YES,YES (Top only),YES,YES,505917,SEDT,1,P,-20.7344,3:MOST DISTURBED
NLA06608-0618,1,PROB_Lake,Target_Sampled,Target,31.4484229,-86.4372834,AL,Region_4,>100,NESLake,NLALake,Panel_1,NESLake,0.12642225,7.83385336,2.4502059,AL,NO,PLNLOW,CPL,65,IX,Southeastern Temperate Forested Plains and Hills,IX,MAN-MADE,PLNLOW MAN-MADE,D,SO-SO,3,3140301,,,YES,YES (Top only),YES,YES,507387,SEDT,1,P,-2.3967,1:LEAST DISTURBED
NLA06608-0619,1,PROB_Lake,Target_Sampled,Target,42.3238266,-85.4673404,MI,Region_5,"(50,100]",,NLALake,Panel_1,"UMW_MI_(50,100]",0.01571023,63.04002137,30.1241115,MI_LP,YES,PLNLOW,UMW,56,VII,Mostly Glaciated Dairy Region,VII,NATURAL,PLNLOW NATURAL,C,SO-SO,4,4050003,,,YES,YES (Both),YES,YES,503937,SEDT,1,P,0.492,1:LEAST DISTURBED
NLA06608-0622,1,PROB_Lake,Target_Sampled,Target,45.8817409,-95.3323426,MN,Region_5,>100,,NLALake,Panel_1,UMW_MN_>100,0.00616234,160.7137579,116.1182748,MN,YES,PLNLOW,UMW,51,VII,Mostly Glaciated Dairy Region,VII,NATURAL,PLNLOW NATURAL,C,SO-SO,7,7010108,,,YES,YES (Both),YES,YES,504497,SEDT,1,P,-34.2141,3:MOST DISTURBED
NLA06608-0623,1,PROB_Lake,Target_Sampled,Target,41.0622713,-81.3173002,OH,Region_5,"(50,100]",,NLALake,Panel_1,"NAP_OH_(50,100]",0.04606548,21.49924997,18.4149661,OH,YES,EHIGH,NAP,61,VII,Mostly Glaciated Dairy Region,VII,MAN-MADE,EHIGH MAN-MADE,B,SO-SO,4,4110002,,,YES,YES (Top only),YES,YES,514098,SEDT,1,P,-31.7055,3:MOST DISTURBED
NLA06608-0624,1,PROB_Lake,Target_Sampled,Target,39.3768334,-89.0274353,IL,Region_5,"(20,50]",,NLALake,Panel_1,"TPL_IL_(20,50]",0.0118969,83.24632031,50.0141131,IL,YES,PLNLOW,TPL,54,VI,Corn Belt and Northern Great Plains,VI,MAN-MADE,PLNLOW MAN-MADE,C,SO-SO,7,7140201,,,YES,YES (Top only),YES,YES,503407,SEDT,1,P,-11.7085,2:INTERMEDIATE DISTURBANCE
NLA06608-0625,1,PROB_Lake,Target_Sampled,Target,44.9542938,-118.185992,OR,Region_10,"(4,10]",,NLALake,Panel_1,"(4,10]",0.00131289,754.345388,168.5476261,OR,NO,WMTNS,WMT,11,II,Western Forested Mountains,II,NATURAL,WMTNS NATURAL,F,REF,17,17050203,,,YES,YES (Both),YES,YES,517337,SEDT,1,P,17.9948,1:LEAST DISTURBED
NLA06608-0627,1,PROB_Lake,Target_Sampled,Target,44.8867517,-88.4801185,WI,Region_5,"(50,100]",,NLALake,Panel_1,"UMW_WI_(50,100]",0.01612303,61.42601665,59.0272092,WI,NO,PLNLOW,UMW,51,VII,Mostly Glaciated Dairy Region,VII,NATURAL,PLNLOW NATURAL,C,SO-SO,4,4030104,,,YES,YES (Both),YES,YES,506597,SEDT,1,P,3.7487,1:LEAST DISTURBED
NLA06608-0628,1,PROB_Lake,Target_Sampled,Target,35.7595614,-105.1444706,NM,Region_6,>100,,NLALake,Panel_1,SPL_NM_>100,0.33730332,2.93615063,3.8202907,NM,NO,PLNLOW,SPL,26,IV,Great Plains Grass and Shrublands,IVman,MAN-MADE,PLNLOW MAN-MADE,E,SO-SO,11,11080004,,,YES,YES (Both),YES,YES,503538,SEDT,1,P,-14.2578,2:INTERMEDIATE DISTURBANCE
NLA06608-0630,1,PROB_Lake,Target_Sampled,Target,46.3005836,-87.7793582,MI,Region_5,"(20,50]",,NLALake,Panel_1,"UMW_MI_(20,50]",0.00580105,170.7230091,93.1315322,MI_UP,NO,PLNLOW,UMW,50,VIII,Nutrient Poor Largely Glaciated Upper Midwest and Northeast,VIII,NATURAL,PLNLOW NATURAL,E,REF,4,4030110,,,YES,YES (Both),YES,YES,507217,SEDT,1,P,-5.3059,1:LEAST DISTURBED
NLA06608-0632,1,PROB_Lake,Target_Sampled,Target,38.3572353,-94.6351418,KS,Region_7,"(50,100]",,NLALake,Panel_1,"TPL_KS_(50,100]",0.06918195,14.31548853,7.6321362,KS,NO,PLNLOW,TPL,40,IX,Southeastern Temperate Forested Plains and Hills,IX,MAN-MADE,PLNLOW MAN-MADE,C,SO-SO,10,10290102,,,YES,YES (Top only),YES,YES,514947,SEDT,1,P,-16.3551,2:INTERMEDIATE DISTURBANCE
NLA06608-0634,1,PROB_Lake,Target_Sampled,Target,47.9249493,-101.229344,ND,Region_8,"(10,20]",,NLALake,Panel_1,"NPL_ND_(10,20]",0.01091188,90.76105074,81.7895212,ND,NO,PLNLOW,NPL,42,V,South Central Cultivated Great Plains,V,NATURAL,PLNLOW NATURAL,E,TRASH,9,9010001,,,YES,YES (Both),YES,YES,505237,SEDT,1,P,-33.0204,3:MOST DISTURBED
NLA06608-0635,1,PROB_Lake,Target_Sampled,Target,40.3364973,-105.1268527,CO,Region_8,>100,,NLALake,Panel_1,SPL_CO_>100,0.08254681,11.99771896,5.170879,CO,YES,PLNLOW,SPL,25,V,South Central Cultivated Great Plains,V,MAN-MADE,PLNLOW MAN-MADE,E,SO-SO,10,10190006,,,YES,YES (Top only),YES,YES,513827,SEDT,1,P,-10.1261,2:INTERMEDIATE DISTURBANCE
NLA06608-0637,1,PROB_Lake,Target_Sampled,Target,40.133912,-111.0580729,UT,Region_8,>100,,NLALake,Panel_1,WMT_UT_>100,0.06352977,7.8702975,2.5118883,UT,NO,WMTNS,WMT,19,II,Western Forested Mountains,II,MAN-MADE,WMTNS MAN-MADE,G,REF,14,14060004,,,YES,YES (Top only),YES,YES,512197,SEDT,1,P,-13.6965,2:INTERMEDIATE DISTURBANCE
NLA06608-0641,1,PROB_Lake,Target_Sampled,Target,48.4187734,-117.6640499,WA,Region_10,"(20,50]",,NLALake,Panel_1,"WMT_WA_(20,50]",0.01374344,72.06151606,21.4982483,WA,NO,WMTNS,WMT,15,II,Western Forested Mountains,II,NATURAL,WMTNS NATURAL,F,SO-SO,17,17020003,,,YES,YES (Both),YES,YES,508707,SEDT,1,P,-20.8119,3:MOST DISTURBED
NLA06608-0648,1,PROB_Lake,Target_Sampled,Target,42.2677009,-99.2483213,NE,Region_7,"(10,20]",,NLALake,Panel_1,"SPL_NE_(10,20]",0.01633285,60.63690753,15.4938257,NE,NO,PLNLOW,SPL,44,IV,Great Plains Grass and Shrublands,IVnat,NATURAL,PLNLOW NATURAL,E,SO-SO,10,10220001,,,YES,NO,YES,YES,,,,,,4:NOT ASSESSED
NLA06608-0649,1,PROB_Lake,Target_Sampled,Target,38.4760354,-119.9997761,CA,Region_9,"(50,100]",,NLALake,Panel_1,"WMT_CA_(50,100]",0.02628133,37.68353696,22.5245554,CA,NO,WMTNS,WMT,5,II,Western Forested Mountains,II,MAN-MADE,WMTNS MAN-MADE,F,SO-SO,18,18040010,,,YES,YES (Top only),YES,YES,515527,SEDT,1,P,14.441,1:LEAST DISTURBED
NLA06608-0650,1,PROB_Lake,Target_Sampled,Target,44.6420992,-111.3963618,ID,Region_10,>100,,NLALake,Panel_1,WMT_ID_>100,0.07607489,13.01840066,4.0355503,ID,NO,WMTNS,WMT,17,II,Western Forested Mountains,II,NATURAL,WMTNS NATURAL,F,SO-SO,17,17040202,,,YES,YES (Both),YES,YES,507047,SEDT,1,P,-24.3902,3:MOST DISTURBED
NLA06608-0651,1,PROB_Lake,Target_Sampled,Target,33.4683515,-86.6444545,AL,Region_4,>100,NESLake,NLALake,Panel_1,NESLake,0.12642225,7.83385336,2.4502059,AL,YES,EHIGH,SAP,67,XI,The Central and Eastern Forested Uplands,XI,MAN-MADE,EHIGH MAN-MADE,A,REF,3,3150202,,,YES,YES (Top only),YES,YES,507377,SEDT,1,P,-11.4667,2:INTERMEDIATE DISTURBANCE
NLA06608-0654,1,PROB_Lake,Target_Sampled,Target,45.9873823,-89.3504654,WI,Region_5,"(20,50]",,NLALake,Panel_1,"UMW_WI_(20,50]",0.00595348,166.3520122,159.855637,WI,NO,PLNLOW,UMW,50,VIII,Nutrient Poor Largely Glaciated Upper Midwest and Northeast,VIII,NATURAL,PLNLOW NATURAL,C,SO-SO,7,7070001,,,YES,YES (Both),YES,YES,513677,SEDT,1,P,-4.4976,1:LEAST DISTURBED
NLA06608-0657,1,PROB_Lake,Target_Sampled,Target,46.1679098,-69.0020605,ME,Region_1,"(20,50]",,NLALake,Panel_1,"NAP_ME_(20,50]",0.00436699,226.7860995,167.4979306,ME,NO,EHIGH,NAP,58,VIII,Nutrient Poor Largely Glaciated Upper Midwest and Northeast,VIII,NATURAL,EHIGH NATURAL,B,SO-SO,1,1020002,,,YES,YES (Both),YES,YES,513627,SEDT,1,P,2.0336,1:LEAST DISTURBED
NLA06608-0658,1,PROB_Lake,Target_Sampled,Target,44.0238351,-124.0796101,OR,Region_10,"(50,100]",,NLALake,Panel_1,"WMT_OR_(50,100]",0.05533142,17.89893177,3.9992588,OR,YES,WMTNS,WMT,1,II,Western Forested Mountains,II,NATURAL,WMTNS NATURAL,F,SO-SO,17,17100206,,,YES,YES (Both),YES,YES,506787,SEDT,1,P,-0.3912,1:LEAST DISTURBED
NLA06608-0659,1,PROB_Lake,Target_Sampled,Target,48.1880738,-98.0662251,ND,Region_8,"(20,50]",NESLake,NLALake,Panel_1,NESLake,0.12642225,7.83385336,7.0594942,ND,NO,PLNLOW,TPL,46,VI,Corn Belt and Northern Great Plains,VI,MAN-MADE,PLNLOW MAN-MADE,E,SO-SO,9,9020308,,,YES,YES (Top only),YES,YES,515087,SEDT,1,P,-35.2181,3:MOST DISTURBED
NLA06608-0660,1,PROB_Lake,Target_Sampled,Target,39.7157192,-86.2116285,IN,Region_5,"(10,20]",,NLALake,Panel_1,"TPL_IN_(10,20]",0.01127306,87.85311101,27.4916349,IN,YES,PLNLOW,TPL,55,VI,Corn Belt and Northern Great Plains,VI,NATURAL,PLNLOW NATURAL,C,TRASH,5,5120201,,,YES,YES (Both),YES,YES,514327,SEDT,1,P,-6.4367,2:INTERMEDIATE DISTURBANCE
NLA06608-0661,1,PROB_Lake,Target_Sampled,Target,41.5554953,-75.7070487,PA,Region_3,"(50,100]",,NLALake,Panel_1,"NAP_PA_(50,100]",0.02956639,33.49659928,14.0417382,PA,YES,EHIGH,NAP,60,VII,Mostly Glaciated Dairy Region,VII,MAN-MADE,EHIGH MAN-MADE,B,SO-SO,2,2050106,,,YES,YES (Top only),YES,YES,506997,SEDT,1,P,-19.8242,3:MOST DISTURBED
NLA06608-0662,1,PROB_Lake,Target_Sampled,Target,45.0802966,-71.3518879,NH,Region_1,>100,,NLALake,Panel_1,NAP_NH_>100,0.03305491,29.96145938,22.3661437,NH,NO,EHIGH,NAP,58,VIII,Nutrient Poor Largely Glaciated Upper Midwest and Northeast,VIII,NATURAL,EHIGH NATURAL,B,TRASH,1,1080101,,,YES,YES (Both),YES,YES,512307,SEDT,1,P,-1.6274,1:LEAST DISTURBED
NLA06608-0663,1,PROB_Lake,Target_Sampled,Target,44.927213,-97.4398273,SD,Region_8,"(50,100]",,NLALake,Panel_1,"TPL_SD_(50,100]",0.02542632,38.95071386,19.676367,SD,NO,PLNLOW,TPL,46,VI,Corn Belt and Northern Great Plains,VI,NATURAL,PLNLOW NATURAL,E,TRASH,10,10170201,,,YES,YES (Both),YES,YES,510587,SEDT,1,P,-34.0448,3:MOST DISTURBED
NLA06608-0665,1,PROB_Lake,Target_Sampled,Target,35.052465,-79.2086726,NC,Region_4,"(50,100]",,NLALake,Panel_1,"CPL_NC_(50,100]",0.03283751,30.15982171,22.8655264,NC,YES,PLNLOW,CPL,65,IX,Southeastern Temperate Forested Plains and Hills,IX,MAN-MADE,PLNLOW MAN-MADE,D,SO-SO,3,3030004,,,YES,YES (Top only),YES,YES,504637,SEDT,1,P,7.7289,1:LEAST DISTURBED
NLA06608-0671,1,PROB_Lake,Target_Sampled,Target,40.6897493,-110.3847622,UT,Region_8,"(4,10]",,NLALake,Panel_1,"(4,10]",0.00131289,754.345388,240.7572686,UT,NO,WMTNS,WMT,19,II,Western Forested Mountains,II,NATURAL,WMTNS NATURAL,F,SO-SO,14,14060003,,,YES,YES (Both),YES,YES,510337,SEDT,1,P,5.3378,1:LEAST DISTURBED
NLA06608-0672,1,PROB_Lake,Target_Sampled,Target,38.7017979,-90.0950275,IL,Region_5,>100,NESLake,NLALake,Panel_1,NESLake,0.12642225,7.83385336,4.7065531,IL,YES,PLNLOW,TPL,72,IX,Southeastern Temperate Forested Plains and Hills,IX,NATURAL,PLNLOW NATURAL,E,SO-SO,7,7140101,,,YES,YES (Top only),YES,YES,503847,SEDT,1,P,-25.1356,3:MOST DISTURBED
NLA06608-0674,1,PROB_Lake,Target_Sampled,Target,42.5419878,-72.9577882,MA,Region_1,"(20,50]",,NLALake,Panel_1,"NAP_MA_(20,50]",0.00848597,116.707116,74.8790103,MA,NO,EHIGH,NAP,58,VIII,Nutrient Poor Largely Glaciated Upper Midwest and Northeast,VIII,NATURAL,EHIGH NATURAL,B,SO-SO,1,1080203,,,YES,YES (Both),YES,YES,503967,SEDT,1,P,11.862,1:LEAST DISTURBED
NLA06608-0677,1,PROB_Lake,Target_Sampled,Target,42.7723941,-118.446839,OR,Region_10,"(50,100]",,NLALake,Panel_1,"XER_OR_(50,100]",0.05965318,16.60218971,3.7095205,OR,NO,WMTNS,XER,80,III,Xeric West,III,NATURAL,WMTNS NATURAL,G,TRASH,17,17120009,,,YES,YES (Both),YES,YES,506797,SEDT,1,P,-25.2634,3:MOST DISTURBED
NLA06608-0678,1,PROB_Lake,Target_Sampled,Target,43.9635871,-121.7804825,OR,Region_10,>100,,NLALake,Panel_1,WMT_OR_>100,0.05025013,19.70886987,4.4036635,OR,NO,WMTNS,WMT,4,II,Western Forested Mountains,II,NATURAL,WMTNS NATURAL,F,SO-SO,17,17070301,,,YES,YES (Both),YES,YES,511437,SEDT,1,P,-7.2008,2:INTERMEDIATE DISTURBANCE
NLA06608-0679,1,PROB_Lake,Target_Sampled,Target,44.9072412,-93.2423725,MN,Region_5,"(50,100]",,NLALake,Panel_1,"UMW_MN_(50,100]",0.00678548,145.9548217,105.454706,MN,YES,PLNLOW,UMW,51,VII,Mostly Glaciated Dairy Region,VII,NATURAL,PLNLOW NATURAL,E,SO-SO,7,7010206,,,YES,YES (Both),YES,YES,506448,SEDT,1,P,-20.1882,3:MOST DISTURBED
NLA06608-0681,1,PROB_Lake,Target_Sampled,Target,38.8234993,-80.6140785,WV,Region_3,"(20,50]",,NLALake,Panel_1,"SAP_WV_(20,50]",0.28054317,3.5301995,10.7699239,WV,NO,EHIGH,SAP,70,XI,The Central and Eastern Forested Uplands,XI,MAN-MADE,EHIGH MAN-MADE,A,SO-SO,5,5030203,,,YES,YES (Top only),YES,YES,502757,SEDT,1,P,11.1084,1:LEAST DISTURBED
NLA06608-0686,1,PROB_Lake,Target_Sampled,Target,45.9929459,-95.6876061,MN,Region_5,"(10,20]",NESLake,NLALake,Panel_1,NESLake,0.12642225,7.83385336,5.660085,MN,NO,PLNLOW,UMW,51,VII,Mostly Glaciated Dairy Region,VII,NATURAL,PLNLOW NATURAL,E,SO-SO,7,7020005,,,YES,YES (Both),YES,YES,506428,SEDT,1,P,-31.8153,3:MOST DISTURBED
NLA06608-0687,1,PROB_Lake,Target_Sampled,Target,38.9969194,-108.0510627,CO,Region_8,"(10,20]",,NLALake,Panel_1,"WMT_CO_(10,20]",0.0113498,87.25911134,37.607674,CO,NO,WMTNS,WMT,21,II,Western Forested Mountains,II,MAN-MADE,WMTNS MAN-MADE,F,SO-SO,14,14020005,,,YES,YES (Top only),YES,YES,511857,SEDT,1,P,-34.3679,3:MOST DISTURBED
NLA06608-0690,1,PROB_Lake,Target_Sampled,Target,41.9894309,-71.5975535,RI,Region_1,"(20,50]",NESLake,NLALake,Panel_1,NESLake,0.12642225,7.83385336,1.5396148,RI,YES,EHIGH,NAP,59,XIV,Eastern Coastal Plain,CPL,MAN-MADE,EHIGH MAN-MADE,B,SO-SO,1,1090003,,,YES,YES (Top only),YES,NO,508807,SEDT,,P,2.1336,1:LEAST DISTURBED
NLA06608-0690,2,PROB_Lake,Target_Sampled,Target,41.9894309,-71.5975535,RI,Region_1,"(20,50]",NESLake,NLALake,Panel_1,NESLake,0.12642225,7.83385336,1.5396148,RI,YES,EHIGH,NAP,59,XIV,Eastern Coastal Plain,CPL,MAN-MADE,EHIGH MAN-MADE,B,SO-SO,1,1090003,,,YES,YES (Both),NO,YES,510237,SEDT,2,P,5.1724,1:LEAST DISTURBED
NLA06608-0692,1,PROB_Lake,Target_Sampled,Target,40.6714141,-99.0555221,NE,Region_7,"(4,10]",,NLALake,Panel_1,"(4,10]",0.00131289,754.345388,192.748879,NE,YES,PLNLOW,SPL,27,V,South Central Cultivated Great Plains,V,MAN-MADE,PLNLOW MAN-MADE,E,SO-SO,10,10200101,,,YES,YES (Top only),YES,YES,503717,SEDT,1,P,-26.7112,3:MOST DISTURBED
NLA06608-0693,1,PROB_Lake,Target_Sampled,Target,37.1472775,-119.5155897,CA,Region_9,"(50,100]",,NLALake,Panel_1,"XER_CA_(50,100]",0.02833407,34.95343954,20.8926961,CA,NO,WMTNS,XER,6,III,Xeric West,III,MAN-MADE,WMTNS MAN-MADE,F,SO-SO,18,18040006,,,YES,YES (Top only),YES,YES,507357,SEDT,1,P,14.7709,1:LEAST DISTURBED
NLA06608-0696,1,PROB_Lake,Target_Sampled,Target,34.9458216,-97.4757382,OK,Region_6,"(10,20]",,NLALake,Panel_1,"SPL_OK_(10,20]",0.01922097,51.52566236,14.151046,OK,NO,PLNLOW,SPL,27,V,South Central Cultivated Great Plains,V,MAN-MADE,PLNLOW MAN-MADE,C,TRASH,11,11130303,,,YES,NO,YES,YES,504807,SEDT,1,P,-11.6739,2:INTERMEDIATE DISTURBANCE
NLA06608-0707,1,PROB_Lake,Target_Sampled,Target,46.8926988,-99.4166504,ND,Region_8,"(10,20]",,NLALake,Panel_1,"NPL_ND_(10,20]",0.01091188,90.76105074,81.7895212,ND,NO,PLNLOW,NPL,42,V,South Central Cultivated Great Plains,V,NATURAL,PLNLOW NATURAL,E,TRASH,10,10130103,,,YES,YES (Both),YES,YES,505198,SEDT,1,P,-41.736,3:MOST DISTURBED
NLA06608-0709,1,PROB_Lake,Target_Sampled,Target,28.8665437,-81.6824558,FL,Region_4,"(20,50]",NESLake,NLALake,Panel_1,NESLake,0.12642225,7.83385336,2.0828908,FL,YES,PLNLOW,CPL,75,XII,Southeastern Coastal Plain,CPL,NATURAL,PLNLOW NATURAL,D,SO-SO,3,3080102,,,YES,YES (Both),YES,YES,507867,SEDT,1,P,-23.0765,3:MOST DISTURBED
