SITE_ID,VISIT_NO,SAMPLED_INF,INDXSAMP_INF,PTL_INF_TOP,PTL_INF_BOT,PTL_INF_DIF,PTL_SIGTEST,NTL_INF_TOP,NTL_INF_BOT,NTL_INF_DIF,NTL_SIGTEST,CORE_CONFIDENCE,SAMPLED,SITE_TYPE,LAKE_SAMP,TNT,LON_DD,LAT_DD,ST,EPA_REG,AREA_CAT7,NESLAKE,STRATUM,PANEL,DSGN_CAT,MDCATY,WGT,WGT_NLA,ADJWGT_CAT,URBAN,WSA_ECO3,WSA_ECO9,ECO_LEV_3,NUT_REG,NUTREG_NAME,ECO_NUTA,LAKE_ORIGIN,ECO3_X_ORIGIN,REF_CLUSTER,RT_NLA,HUC_2,HUC_8,FLAG_INFO,COMMENT_INFO,SAMPLED_CORE,PTL_INF_COND,PTL_INF_COND3,NTL_INF_COND,NTL_INF_COND3
NLA06608-0502,1,YES,YES,11.06,286.03,-274.97,Yes,468.82,2453.6,-1984.78,Yes,UNCERTAIN,YES,PROB_Lake,Target_Sampled,Target,-83.7469401,42.8273138,MI,Region_5,"(20,50]",,NLALake,Panel_1,"UMW_MI_(20,50]",0.00580105,170.7230091,81.5811743,MI_LP,YES,PLNLOW,UMW,56,VII,Mostly Glaciated Dairy Region,VII,NATURAL,PLNLOW NATURAL,E,SO-SO,4,4080203,,,YES (Both),01:INSUFF. CORE LEN.,01:INSUFF. CORE LEN.,01:INSUFF. CORE LEN.,01:INSUFF. CORE LEN.
NLA06608-0503,1,YES,YES,238.71,533.57,-294.87,Yes,3596.74,5219.17,-1622.43,Yes,NO,YES,PROB_Lake,Target_Sampled,Target,-97.0587349,43.5747743,SD,Region_8,"(20,50]",,NLALake,Panel_1,"TPL_SD_(20,50]",0.00938875,105.4851019,53.28692,SD,NO,PLNLOW,TPL,46,VI,Corn Belt and Northern Great Plains,VI,NATURAL,PLNLOW NATURAL,E,TRASH,10,10170102,,,YES (Both),01:INSUFF. CORE LEN.,01:INSUFF. CORE LEN.,01:INSUFF. CORE LEN.,01:INSUFF. CORE LEN.
NLA06608-0508,1,NO LAB DATA,YES,,,,,,,,,,YES,PROB_Lake,Lake_Shallow,NonTarget,-90.5420987,33.8586211,MS,Region_4,"(10,20]",,NLALake,Panel_1,"CPL_MS_(10,20]",0.00449002,220.5719812,109.1488452,MS,YES,PLNLOW,CPL,73,X,Texas-Louisiana Coastal and Mississippi Alluvial Plains,CPL,MAN-MADE,PLNLOW MAN-MADE,D,TRASH,8,8030207,,,YES (Both),02:NO DATA,02:NO DATA,02:NO DATA,02:NO DATA
NLA06608-0509,1,NOT DONE,YES,,,,,,,,,,YES,PROB_Lake,Target_Sampled,Target,-79.5674543,40.4616335,PA,Region_3,>100,NESLake,NLALake,Panel_1,NESLake,0.12642225,7.83385336,3.2839429,PA,YES,EHIGH,SAP,70,XI,The Central and Eastern Forested Uplands,XI,MAN-MADE,EHIGH MAN-MADE,A,TRASH,5,5010008,,,YES (Top only),00:NOT ASSESSED,00:NOT ASSESSED,00:NOT ASSESSED,00:NOT ASSESSED
NLA06608-0510,1,YES,YES,233.91,238.83,-4.92,Yes,1752.17,2235.69,-483.52,Yes,UNCERTAIN,YES,PROB_Lake,Target_Sampled,Target,-98.8914836,48.2477538,ND,Region_8,>100,,NLALake,Panel_1,TPL_ND_>100,0.01022793,96.83028239,87.2588227,ND,NO,PLNLOW,TPL,46,VI,Corn Belt and Northern Great Plains,VI,NATURAL,PLNLOW NATURAL,E,SO-SO,9,9020201,,,YES (Both),01:INSUFF. CORE LEN.,01:INSUFF. CORE LEN.,01:INSUFF. CORE LEN.,01:INSUFF. CORE LEN.
NLA06608-0511,1,NOT DONE,YES,,,,,,,,,,YES,PROB_Lake,Target_Sampled,Target,-107.5377617,38.2255509,CO,Region_8,"(50,100]",,NLALake,Panel_1,"WMT_CO_(50,100]",0.04653754,21.28117139,9.1719403,CO,NO,WMTNS,WMT,21,II,Western Forested Mountains,II,MAN-MADE,WMTNS MAN-MADE,G,SO-SO,14,14020002,,,YES (Top only),00:NOT ASSESSED,00:NOT ASSESSED,00:NOT ASSESSED,00:NOT ASSESSED
NLA06608-0512,1,YES,YES,55.01,229.46,-174.45,Yes,1417.94,2868.26,-1450.31,Yes,YES,YES,PROB_Lake,Target_Sampled,Target,-100.3053493,48.9243478,ND,Region_8,"(20,50]",,NLALake,Panel_1,"TPL_ND_(20,50]",0.0041586,238.1509368,214.6102423,ND,NO,PLNLOW,TPL,46,VI,Corn Belt and Northern Great Plains,VI,NATURAL,PLNLOW NATURAL,E,SO-SO,9,9010004,,,YES (Both),03:< -55 ug/L,03:NEGATIVE CHANGE,03:< -300 ug/L,03:NEGATIVE CHANGE
NLA06608-0514,1,NOT DONE,YES,,,,,,,,,,YES,PROB_Lake,Target_Sampled,Target,-78.1190735,40.3574093,PA,Region_3,>100,,NLALake,Panel_1,SAP_PA_>100,0.04646043,21.31649116,8.9358501,PA,NO,EHIGH,SAP,67,XI,The Central and Eastern Forested Uplands,XI,MAN-MADE,EHIGH MAN-MADE,B,SO-SO,2,2050303,,,YES (Top only),00:NOT ASSESSED,00:NOT ASSESSED,00:NOT ASSESSED,00:NOT ASSESSED
NLA06608-0515,1,YES,YES,111.97,518.36,-406.39,Yes,2571.8,8385.04,-5813.24,Yes,NO,YES,PROB_Lake,Target_Sampled,Target,-98.9448475,46.0279301,ND,Region_8,"(50,100]",,NLALake,Panel_1,"NPL_ND_(50,100]",0.04474193,22.1352412,19.9472215,ND,NO,PLNLOW,NPL,42,V,South Central Cultivated Great Plains,V,NATURAL,PLNLOW NATURAL,E,SO-SO,10,10160004,,,YES (Both),01:INSUFF. CORE LEN.,01:INSUFF. CORE LEN.,01:INSUFF. CORE LEN.,01:INSUFF. CORE LEN.
NLA06608-0523,1,YES,YES,302.44,249.62,52.83,Yes,2857,2865.42,-8.42,Yes,NO,YES,PROB_Lake,Target_Sampled,Target,-96.9510362,43.9236897,SD,Region_8,>100,NESLake,NLALake,Panel_1,NESLake,0.12642225,7.83385336,3.9573543,SD,NO,PLNLOW,TPL,46,VI,Corn Belt and Northern Great Plains,VI,NATURAL,PLNLOW NATURAL,E,SO-SO,10,10170203,,,YES (Both),01:INSUFF. CORE LEN.,01:INSUFF. CORE LEN.,01:INSUFF. CORE LEN.,01:INSUFF. CORE LEN.
NLA06608-0526,1,YES,YES,4.72,5.85,-1.13,No,200.33,225.73,-25.39,Yes,YES,YES,PROB_Lake,Target_Sampled,Target,-91.3929614,47.9485009,MN,Region_5,"(20,50]",,NLALake,Panel_1,"UMW_MN_(20,50]",0.00250556,395.2702715,285.5891281,MN,NO,PLNLOW,UMW,50,VIII,Nutrient Poor Largely Glaciated Upper Midwest and Northeast,VIII,NATURAL,PLNLOW NATURAL,C,SO-SO,9,9030001,IM,Original lake [Carol L.] was allowed to be replaced,YES (Both),09:> -5 to +5 ug/L,04:NO CHANGE,09:> -50 to -10 ug/L,03:NEGATIVE CHANGE
NLA06608-0528,1,NOT DONE,YES,,,,,,,,,,YES,PROB_Lake,Target_Sampled,Target,-99.85564,40.6951802,NE,Region_7,>100,NESLake,NLALake,Panel_1,NESLake,0.12642225,7.83385336,2.0016911,NE,NO,PLNLOW,SPL,27,V,South Central Cultivated Great Plains,V,MAN-MADE,PLNLOW MAN-MADE,E,TRASH,10,10200101,,,YES (Top only),00:NOT ASSESSED,00:NOT ASSESSED,00:NOT ASSESSED,00:NOT ASSESSED
NLA06608-0529,1,YES,YES,19.68,41.21,-21.53,Yes,341.02,544.62,-203.59,Yes,UNCERTAIN,YES,PROB_Lake,Target_Sampled,Target,-119.3639845,47.1844144,WA,Region_10,>100,NESLake,NLALake,Panel_1,NESLake,0.12642225,7.83385336,2.3370883,WA,YES,WMTNS,XER,10,III,Xeric West,III,NATURAL,WMTNS NATURAL,G,SO-SO,17,17020015,,,YES (Both),01:INSUFF. CORE LEN.,01:INSUFF. CORE LEN.,01:INSUFF. CORE LEN.,01:INSUFF. CORE LEN.
NLA06608-0530,1,YES (LOST SAMPLE),YES,,,,,,,,,,YES,PROB_Lake,Target_Sampled,Target,-81.4130868,31.0598838,GA,Region_4,"(4,10]",,NLALake,Panel_1,"(4,10]",0.00131289,754.345388,402.5352728,GA,NO,PLNLOW,CPL,75,XII,Southeastern Coastal Plain,CPL,MAN-MADE,PLNLOW MAN-MADE,D,TRASH,3,3070203,,,YES (Lost sample),02:NO DATA,02:NO DATA,02:NO DATA,02:NO DATA
NLA06608-0531,1,YES,YES,91.88,51.94,39.95,Yes,2128.32,984.35,1143.97,Yes,NO,YES,PROB_Lake,Target_Sampled,Target,-99.1679106,46.0340736,ND,Region_8,"(10,20]",,NLALake,Panel_1,"NPL_ND_(10,20]",0.01091188,90.76105074,81.7895212,ND,NO,PLNLOW,NPL,42,V,South Central Cultivated Great Plains,V,NATURAL,PLNLOW NATURAL,E,TRASH,10,10130106,,,YES (Both),01:INSUFF. CORE LEN.,01:INSUFF. CORE LEN.,01:INSUFF. CORE LEN.,01:INSUFF. CORE LEN.
NLA06608-0533,1,NOT DONE,YES,,,,,,,,,,YES,PROB_Lake,Target_Sampled,Target,-78.2923708,42.2521803,NY,Region_2,>100,,NLALake,Panel_1,NAP_NY_>100,0.0106732,92.79069254,99.7134991,NY,NO,EHIGH,NAP,60,VII,Mostly Glaciated Dairy Region,VII,MAN-MADE,EHIGH MAN-MADE,B,TRASH,5,5010001,,,YES (Top only),00:NOT ASSESSED,00:NOT ASSESSED,00:NOT ASSESSED,00:NOT ASSESSED
NLA06608-0537,1,NOT DONE,YES,,,,,,,,,,YES,PROB_Lake,Target_Sampled,Target,-81.0548323,37.6955888,WV,Region_3,"(20,50]",,NLALake,Panel_1,"SAP_WV_(20,50]",0.28054317,3.5301995,10.7699239,WV,YES,EHIGH,SAP,69,XI,The Central and Eastern Forested Uplands,XI,MAN-MADE,EHIGH MAN-MADE,A,SO-SO,5,5050004,,,YES (Top only),00:NOT ASSESSED,00:NOT ASSESSED,00:NOT ASSESSED,00:NOT ASSESSED
NLA06608-0540,1,NOT DONE,YES,,,,,,,,,,YES,PROB_Lake,Target_Sampled,Target,-99.3711523,35.1710432,OK,Region_6,"(10,20]",,NLALake,Panel_1,"SPL_OK_(10,20]",0.01922097,51.52566236,14.151046,OK,NO,PLNLOW,SPL,27,V,South Central Cultivated Great Plains,V,MAN-MADE,PLNLOW MAN-MADE,E,SO-SO,11,11120303,,,YES (Top only),00:NOT ASSESSED,00:NOT ASSESSED,00:NOT ASSESSED,00:NOT ASSESSED
NLA06608-0541,1,NOT DONE,YES,,,,,,,,,,YES,PROB_Lake,Target_Sampled,Target,-77.3374568,38.9650435,VA,Region_3,"(10,20]",,NLALake,Panel_1,"SAP_VA_(10,20]",0.01795628,55.15471965,28.2877005,VA,YES,EHIGH,SAP,45,IX,Southeastern Temperate Forested Plains and Hills,IX,MAN-MADE,EHIGH MAN-MADE,B,TRASH,2,2070008,,,YES (Top only),00:NOT ASSESSED,00:NOT ASSESSED,00:NOT ASSESSED,00:NOT ASSESSED
NLA06608-0542,1,YES,YES,20.24,14.07,6.17,Yes,1127.07,640.76,486.31,Yes,YES,YES,PROB_Lake,Target_Sampled,Target,-88.3657935,45.7857507,WI,Region_5,"(4,10]",,NLALake,Panel_1,"(4,10]",0.00131289,754.345388,724.8867084,WI,NO,PLNLOW,UMW,50,VIII,Nutrient Poor Largely Glaciated Upper Midwest and Northeast,VIII,NATURAL,PLNLOW NATURAL,E,REF,4,4030108,,,YES (Both),10:> 5 to 15 ug/L,05:POSITIVE CHANGE,17: > 300 ug/L,05:POSITIVE CHANGE
NLA06608-0546,1,YES,YES,98.96,21.32,77.63,Yes,1582.05,492.73,1089.32,Yes,UNCERTAIN,YES,PROB_Lake,Target_Sampled,Target,-71.4797893,42.3549666,MA,Region_1,"(4,10]",NESLake,NLALake,Panel_1,NESLake,0.12642225,7.83385336,5.0261818,MA,YES,EHIGH,NAP,59,XIV,Eastern Coastal Plain,CPL,NATURAL,EHIGH NATURAL,B,TRASH,1,1070005,,,YES (Both),01:INSUFF. CORE LEN.,01:INSUFF. CORE LEN.,01:INSUFF. CORE LEN.,01:INSUFF. CORE LEN.
NLA06608-0547,1,NOT DONE,YES,,,,,,,,,,YES,PROB_Lake,Target_Sampled,Target,-89.8348641,44.2067283,WI,Region_5,>100,,NLALake,Panel_1,UMW_WI_>100,0.01464239,67.63740898,64.9960344,WI,NO,PLNLOW,UMW,51,VII,Mostly Glaciated Dairy Region,VII,MAN-MADE,PLNLOW MAN-MADE,C,SO-SO,7,7070003,,,YES (Top only),00:NOT ASSESSED,00:NOT ASSESSED,00:NOT ASSESSED,00:NOT ASSESSED
NLA06608-0550,1,YES,YES,6.38,6.52,-0.14,No,210.2,199.04,11.16,Yes,YES,YES,PROB_Lake,Target_Sampled,Target,-71.9679131,43.9575273,NH,Region_1,"(50,100]",,NLALake,Panel_1,"NAP_NH_(50,100]",0.03639742,27.20998824,20.3121784,NH,NO,EHIGH,NAP,58,VIII,Nutrient Poor Largely Glaciated Upper Midwest and Northeast,VIII,NATURAL,EHIGH NATURAL,B,SO-SO,1,1080104,,,YES (Both),09:> -5 to +5 ug/L,04:NO CHANGE,11:> 10 to 50 ug/L,05:POSITIVE CHANGE
NLA06608-0551,1,YES (LOST SAMPLE),YES,,,,,,,,,,YES,PROB_Lake,Target_Sampled,Target,-94.1680192,45.1082347,MN,Region_5,>100,NESLake,NLALake,Panel_1,NESLake,0.12642225,7.83385336,5.660085,MN,YES,PLNLOW,UMW,51,VII,Mostly Glaciated Dairy Region,VII,NATURAL,PLNLOW NATURAL,C,SO-SO,7,7010204,,,YES (Top only),00:NOT ASSESSED,00:NOT ASSESSED,00:NOT ASSESSED,00:NOT ASSESSED
NLA06608-0555,1,YES,YES,18.78,5.27,13.52,Yes,639.43,388.99,250.43,Yes,YES,YES,PROB_Lake,Target_Sampled,Target,-85.0076901,41.7209286,IN,Region_5,"(10,20]",,NLALake,Panel_1,"UMW_IN_(10,20]",0.01889863,52.40451623,16.3988026,IN,NO,PLNLOW,UMW,56,VII,Mostly Glaciated Dairy Region,VII,NATURAL,PLNLOW NATURAL,E,SO-SO,4,4050001,,,YES (Both),10:> 5 to 15 ug/L,05:POSITIVE CHANGE,16:> 250 to 300 ug/L,05:POSITIVE CHANGE
NLA06608-0558,1,YES,YES,44.52,85.8,-41.28,Yes,1323.25,1306.56,16.7,Yes,YES,YES,PROB_Lake,Target_Sampled,Target,-96.2151878,46.7633039,MN,Region_5,"(10,20]",,NLALake,Panel_1,"UMW_MN_(10,20]",0.00165488,598.4580363,432.3955559,MN,NO,PLNLOW,UMW,51,VII,Mostly Glaciated Dairy Region,VII,NATURAL,PLNLOW NATURAL,E,REF,9,9020106,,,YES (Both),05:> -45 to -35 ug/L,03:NEGATIVE CHANGE,11:> 10 to 50 ug/L,05:POSITIVE CHANGE
NLA06608-0560,1,NOT DONE,YES,,,,,,,,,,YES,PROB_Lake,Target_Sampled,Target,-101.6607655,35.6185888,TX,Region_6,>100,NESLake,NLALake,Panel_1,NESLake,0.12642225,7.83385336,2.1860872,TX,YES,PLNLOW,SPL,26,IV,Great Plains Grass and Shrublands,IVman,MAN-MADE,PLNLOW MAN-MADE,E,SO-SO,11,11090106,,,YES (Top only),00:NOT ASSESSED,00:NOT ASSESSED,00:NOT ASSESSED,00:NOT ASSESSED
NLA06608-0561,1,YES,YES,5.68,5.76,-0.09,No,88.99,110.63,-21.64,Yes,YES,YES,PROB_Lake,Target_Sampled,Target,-116.0893222,44.9484358,ID,Region_10,>100,NESLake,NLALake,Panel_1,NESLake,0.12642225,7.83385336,2.428402,ID,NO,WMTNS,WMT,16,II,Western Forested Mountains,II,NATURAL,WMTNS NATURAL,F,SO-SO,17,17050123,,,YES (Both),09:> -5 to +5 ug/L,04:NO CHANGE,09:> -50 to -10 ug/L,03:NEGATIVE CHANGE
NLA06608-0562,1,YES,YES,9.21,109.35,-100.15,Yes,295,1505.45,-1210.45,Yes,UNCERTAIN,YES,PROB_Lake,Target_Sampled,Target,-71.6108784,41.6868681,RI,Region_1,>100,,NLALake,Panel_1,NAP_RI_>100,0.12837078,7.71494369,1.516245,RI,YES,EHIGH,NAP,59,XIV,Eastern Coastal Plain,CPL,MAN-MADE,EHIGH MAN-MADE,B,SO-SO,1,1090004,,,YES (Both),01:INSUFF. CORE LEN.,01:INSUFF. CORE LEN.,01:INSUFF. CORE LEN.,01:INSUFF. CORE LEN.
NLA06608-0562,2,NO LAB DATA,NO,,,,,,,,,,YES,PROB_Lake,Target_Sampled,Target,-71.6108784,41.6868681,RI,Region_1,>100,,NLALake,Panel_1,NAP_RI_>100,0.12837078,7.71494369,1.516245,RI,YES,EHIGH,NAP,59,XIV,Eastern Coastal Plain,CPL,MAN-MADE,EHIGH MAN-MADE,B,SO-SO,1,1090004,,,YES (Both),02:NO DATA,02:NO DATA,02:NO DATA,02:NO DATA
NLA06608-0564,1,NOT DONE,YES,,,,,,,,,,YES,PROB_Lake,Target_Sampled,Target,-105.9168212,35.9747259,NM,Region_6,"(20,50]",,NLALake,Panel_1,"XER_NM_(20,50]",0.07570243,13.08245175,17.0218682,NM,YES,WMTNS,XER,22,III,Xeric West,III,MAN-MADE,WMTNS MAN-MADE,G,REF,13,13020101,,,YES (Top only),00:NOT ASSESSED,00:NOT ASSESSED,00:NOT ASSESSED,00:NOT ASSESSED
NLA06608-0565,1,NOT DONE,YES,,,,,,,,,,YES,PROB_Lake,Target_Sampled,Target,-121.9668773,37.2452592,CA,Region_9,"(10,20]",,NLALake,Panel_1,"XER_CA_(10,20]",0.00691025,143.3194638,85.6662476,CA,YES,WMTNS,XER,6,III,Xeric West,III,MAN-MADE,WMTNS MAN-MADE,G,TRASH,18,18050003,,,YES (Top only),00:NOT ASSESSED,00:NOT ASSESSED,00:NOT ASSESSED,00:NOT ASSESSED
NLA06608-0569,1,NOT DONE,YES,,,,,,,,,,YES,PROB_Lake,Target_Sampled,Target,-112.4389242,34.6051754,AZ,Region_9,>100,,NLALake,Panel_1,WMT_AZ_>100,0.19769461,5.00961241,1.2953054,AZ,YES,WMTNS,WMT,23,II,Western Forested Mountains,II,MAN-MADE,WMTNS MAN-MADE,G,TRASH,15,15060202,,,YES (Top only),00:NOT ASSESSED,00:NOT ASSESSED,00:NOT ASSESSED,00:NOT ASSESSED
NLA06608-0570,1,NOT DONE,YES,,,,,,,,,,YES,PROB_Lake,Target_Sampled,Target,-109.2242066,45.4421355,MT,Region_8,>100,,NLALake,Panel_1,NPL_MT_>100,0.09681973,10.2290445,2.212647,MT,NO,PLNLOW,NPL,43,IV,Great Plains Grass and Shrublands,IVman,MAN-MADE,PLNLOW MAN-MADE,E,SO-SO,10,10070006,,,YES (Top only),00:NOT ASSESSED,00:NOT ASSESSED,00:NOT ASSESSED,00:NOT ASSESSED
NLA06608-0579,1,NO LAB DATA,YES,,,,,,,,,,YES,PROB_Lake,Target_Sampled,Target,-99.7794296,46.8246971,ND,Region_8,>100,,NLALake,Panel_1,NPL_ND_>100,0.04063311,24.37355445,21.9642824,ND,NO,PLNLOW,NPL,42,V,South Central Cultivated Great Plains,V,NATURAL,PLNLOW NATURAL,E,SO-SO,10,10130103,,,YES (Both),02:NO DATA,02:NO DATA,02:NO DATA,02:NO DATA
NLA06608-0580,1,NOT DONE,YES,,,,,,,,,,YES,PROB_Lake,Target_Sampled,Target,-82.3910488,37.1771885,VA,Region_3,>100,NESLake,NLALake,Panel_1,NESLake,0.12642225,7.83385336,4.0178193,VA,NO,EHIGH,SAP,69,XI,The Central and Eastern Forested Uplands,XI,MAN-MADE,EHIGH MAN-MADE,A,TRASH,5,5070202,,,YES (Top only),00:NOT ASSESSED,00:NOT ASSESSED,00:NOT ASSESSED,00:NOT ASSESSED
NLA06608-0581,1,NO CORE SAMPLE,YES,,,,,,,,,,YES,PROB_Lake,Target_Sampled,Target,-114.3827885,43.2526386,ID,Region_10,>100,NESLake,NLALake,Panel_1,NESLake,0.12642225,7.83385336,2.428402,ID,NO,WMTNS,XER,12,III,Xeric West,III,MAN-MADE,WMTNS MAN-MADE,G,SO-SO,17,17040219,,,NO,02:NO DATA,02:NO DATA,02:NO DATA,02:NO DATA
NLA06608-0582,1,YES,YES,61.48,53.7,7.78,Yes,834.44,673.63,160.82,Yes,UNCERTAIN,YES,PROB_Lake,Target_Sampled,Target,-72.5246839,41.8007937,CT,Region_1,"(20,50]",,NLALake,Panel_1,"NAP_CT_(20,50]",0.02105084,47.04674385,53.0191684,CT,YES,EHIGH,NAP,59,XIV,Eastern Coastal Plain,CPL,MAN-MADE,EHIGH MAN-MADE,B,TRASH,1,1080205,,,YES (Both),01:INSUFF. CORE LEN.,01:INSUFF. CORE LEN.,01:INSUFF. CORE LEN.,01:INSUFF. CORE LEN.
NLA06608-0583,1,NO LAB DATA,YES,,,,,,,,,,YES,PROB_Lake,Lake_Shallow,NonTarget,-91.5469012,31.2062744,MS,Region_4,"(20,50]",,NLALake,Panel_1,"CPL_MS_(20,50]",0.00679811,145.683643,72.0907583,MS,NO,PLNLOW,CPL,73,X,Texas-Louisiana Coastal and Mississippi Alluvial Plains,CPL,NATURAL,PLNLOW NATURAL,D,TRASH,8,8060100,,,YES (Both),02:NO DATA,02:NO DATA,02:NO DATA,02:NO DATA
NLA06608-0585,1,NOT DONE,YES,,,,,,,,,,YES,PROB_Lake,Target_Sampled,Target,-118.7255216,39.4865853,NV,Region_9,>100,,NLALake,Panel_1,XER_NV_>100,0.14929334,6.63374131,1.0366961,NV,NO,WMTNS,XER,13,III,Xeric West,III,MAN-MADE,WMTNS MAN-MADE,G,TRASH,16,16050203,,,YES (Top only),00:NOT ASSESSED,00:NOT ASSESSED,00:NOT ASSESSED,00:NOT ASSESSED
NLA06608-0587,1,NO LAB DATA,YES,,,,,,,,,,YES,PROB_Lake,Target_Sampled,Target,-86.591156,41.2184867,IN,Region_5,>100,NESLake,NLALake,Panel_1,NESLake,0.12642225,7.83385336,2.4514264,IN,NO,PLNLOW,UMW,56,VII,Mostly Glaciated Dairy Region,VII,NATURAL,PLNLOW NATURAL,C,TRASH,7,7120001,,,YES (Both),02:NO DATA,02:NO DATA,02:NO DATA,02:NO DATA
NLA06608-0587,2,NO LAB DATA,NO,,,,,,,,,,YES,PROB_Lake,Target_Sampled,Target,-86.591156,41.2184867,IN,Region_5,>100,NESLake,NLALake,Panel_1,NESLake,0.12642225,7.83385336,2.4514264,IN,NO,PLNLOW,UMW,56,VII,Mostly Glaciated Dairy Region,VII,NATURAL,PLNLOW NATURAL,C,TRASH,7,7120001,,,YES (Both),02:NO DATA,02:NO DATA,02:NO DATA,02:NO DATA
NLA06608-0588,1,NOT DONE,YES,,,,,,,,,,YES,PROB_Lake,Target_Sampled,Target,-97.374823,39.3320249,KS,Region_7,"(10,20]",,NLALake,Panel_1,"SPL_KS_(10,20]",0.03464,28.59045899,15.2426706,KS,NO,PLNLOW,SPL,27,V,South Central Cultivated Great Plains,V,MAN-MADE,PLNLOW MAN-MADE,C,TRASH,10,10250017,,,YES (Top only),00:NOT ASSESSED,00:NOT ASSESSED,00:NOT ASSESSED,00:NOT ASSESSED
NLA06608-0590,1,YES,YES,47.33,34.26,13.07,Yes,1596.62,996.12,600.5,Yes,YES,YES,PROB_Lake,Target_Sampled,Target,-89.9169627,45.9076374,WI,Region_5,"(20,50]",,NLALake,Panel_1,"UMW_WI_(20,50]",0.00595348,166.3520122,159.855637,WI,NO,PLNLOW,UMW,50,VIII,Nutrient Poor Largely Glaciated Upper Midwest and Northeast,VIII,NATURAL,PLNLOW NATURAL,E,REF,7,7070001,,,YES (Both),10:> 5 to 15 ug/L,05:POSITIVE CHANGE,17: > 300 ug/L,05:POSITIVE CHANGE
NLA06608-0591,1,NO CORE SAMPLE,YES,,,,,,,,,,YES,PROB_Lake,Target_Sampled,Target,-84.6432365,34.1376116,GA,Region_4,>100,NESLake,NLALake,Panel_1,NESLake,0.12642225,6.42095801,3.4263643,GA,YES,EHIGH,SAP,45,IX,Southeastern Temperate Forested Plains and Hills,IX,MAN-MADE,EHIGH MAN-MADE,A,REF,3,3150104,,,NO,02:NO DATA,02:NO DATA,02:NO DATA,02:NO DATA
NLA06608-0593,1,YES,YES,4.89,8.32,-3.43,Yes,168.03,204.6,-36.57,Yes,UNCERTAIN,YES,PROB_Lake,Target_Sampled,Target,-122.3277089,48.7086784,WA,Region_10,"(10,20]",,NLALake,Panel_1,"WMT_WA_(10,20]",0.00907729,109.104571,32.5493729,WA,YES,WMTNS,WMT,2,II,Western Forested Mountains,II,MAN-MADE,WMTNS MAN-MADE,F,SO-SO,17,17110002,,,YES (Both),01:INSUFF. CORE LEN.,01:INSUFF. CORE LEN.,01:INSUFF. CORE LEN.,01:INSUFF. CORE LEN.
NLA06608-0594,1,NOT DONE,YES,,,,,,,,,,YES,PROB_Lake,Target_Sampled,Target,-82.0648507,32.3783416,GA,Region_4,"(4,10]",,NLALake,Panel_1,"(4,10]",0.00131289,754.345388,402.5352728,GA,YES,PLNLOW,CPL,65,IX,Southeastern Temperate Forested Plains and Hills,IX,MAN-MADE,PLNLOW MAN-MADE,D,SO-SO,3,3060203,,,YES (Top only),00:NOT ASSESSED,00:NOT ASSESSED,00:NOT ASSESSED,00:NOT ASSESSED
NLA06608-0595,1,YES,YES,536.31,1026.65,-490.33,Yes,4427.15,11292.06,-6864.91,Yes,NO,YES,PROB_Lake,Target_Sampled,Target,-99.7660399,45.8121509,SD,Region_8,"(50,100]",,NLALake,Panel_1,"NPL_SD_(50,100]",0.10101267,9.80444673,4.9528204,SD,NO,PLNLOW,NPL,42,V,South Central Cultivated Great Plains,V,NATURAL,PLNLOW NATURAL,E,SO-SO,10,10130106,,,YES (Both),01:INSUFF. CORE LEN.,01:INSUFF. CORE LEN.,01:INSUFF. CORE LEN.,01:INSUFF. CORE LEN.
NLA06608-0596,1,NOT DONE,YES,,,,,,,,,,YES,PROB_Lake,Target_Sampled,Target,-106.3650807,39.0798636,CO,Region_8,>100,,NLALake,Panel_1,WMT_CO_>100,0.04226383,23.43312119,10.0994059,CO,NO,WMTNS,WMT,21,II,Western Forested Mountains,II,MAN-MADE,WMTNS MAN-MADE,G,REF,11,11020001,,,YES (Top only),00:NOT ASSESSED,00:NOT ASSESSED,00:NOT ASSESSED,00:NOT ASSESSED
NLA06608-0597,1,NOT DONE,YES,,,,,,,,,,YES,PROB_Lake,Target_Sampled,Target,-116.6654946,43.5470582,ID,Region_10,>100,NESLake,NLALake,Panel_1,NESLake,0.12642225,7.83385336,2.428402,ID,YES,WMTNS,XER,12,III,Xeric West,III,MAN-MADE,WMTNS MAN-MADE,G,SO-SO,17,17050114,,,YES (Top only),00:NOT ASSESSED,00:NOT ASSESSED,00:NOT ASSESSED,00:NOT ASSESSED
NLA06608-0599,1,NOT DONE,YES,,,,,,,,,,YES,PROB_Lake,Target_Sampled,Target,-96.5978144,30.2900887,TX,Region_6,>100,NESLake,NLALake,Panel_1,NESLake,0.12642225,7.83385336,2.1860872,TX,NO,PLNLOW,CPL,33,IX,Southeastern Temperate Forested Plains and Hills,IX,MAN-MADE,PLNLOW MAN-MADE,D,SO-SO,12,12070102,,,YES (Top only),00:NOT ASSESSED,00:NOT ASSESSED,00:NOT ASSESSED,00:NOT ASSESSED
