UID,SAM_CODE,LAB,ALUMINUM_BATCH_ID,AMMONIA_N_BATCH_ID,ANC_BATCH_ID,CALCIUM_BATCH_ID,CHLORIDE_BATCH_ID,COLOR_BATCH_ID,COND_BATCH_ID,DOC_BATCH_ID,MAGNESIUM_BATCH_ID,NITRATE_N_BATCH_ID,NITRATE_NITRITE_N_BATCH_ID,NITRITE_N_BATCH_ID,NTL_BATCH_ID,PH_BATCH_ID,POTASSIUM_BATCH_ID,PTL_BATCH_ID,SILICA_BATCH_ID,SODIUM_BATCH_ID,SULFATE_BATCH_ID,TOC_BATCH_ID,TSS_BATCH_ID,TURB_BATCH_ID,ALUMINUM_UNITS,AMMONIA_N_UNITS,ANC_UNITS,CALCIUM_UNITS,CHLORIDE_UNITS,COLOR_UNITS,COND_UNITS,DOC_UNITS,MAGNESIUM_UNITS,NITRATE_N_UNITS,NITRATE_NITRITE_N_UNITS,NITRITE_N_UNITS,NTL_UNITS,PH_UNITS,POTASSIUM_UNITS,PTL_UNITS,SILICA_UNITS,SODIUM_UNITS,SULFATE_UNITS,TOC_UNITS,TSS_UNITS,TURB_UNITS,ALUMINUM_DATE_ANALYZED,ALUMINUM_HOLDING_TIME,ALUMINUM_LAB_FLAG,ALUMINUM_LAB_SAMPLE_ID,ALUMINUM_MDL,ALUMINUM_QA_FLAG,ALUMINUM_RESULT,ALUMINUM_RL,AMMONIA_N_DATE_ANALYZED,AMMONIA_N_HOLDING_TIME,AMMONIA_N_LAB_FLAG,AMMONIA_N_LAB_SAMPLE_ID,AMMONIA_N_MDL,AMMONIA_N_QA_FLAG,AMMONIA_N_RESULT,AMMONIA_N_RL,ANC_DATE_ANALYZED,ANC_HOLDING_TIME,ANC_LAB_FLAG,ANC_LAB_SAMPLE_ID,ANC_QA_FLAG,ANC_RESULT,CALCIUM_DATE_ANALYZED,CALCIUM_HOLDING_TIME,CALCIUM_LAB_FLAG,CALCIUM_LAB_SAMPLE_ID,CALCIUM_MDL,CALCIUM_QA_FLAG,CALCIUM_RESULT,CALCIUM_RL,CHLORIDE_DATE_ANALYZED,CHLORIDE_HOLDING_TIME,CHLORIDE_LAB_FLAG,CHLORIDE_LAB_SAMPLE_ID,CHLORIDE_MDL,CHLORIDE_QA_FLAG,CHLORIDE_RESULT,CHLORIDE_RL,COLOR_DATE_ANALYZED,COLOR_HOLDING_TIME,COLOR_LAB_FLAG,COLOR_LAB_SAMPLE_ID,COLOR_MDL,COLOR_QA_FLAG,COLOR_RESULT,COLOR_RL,COND_DATE_ANALYZED,COND_HOLDING_TIME,COND_LAB_FLAG,COND_LAB_SAMPLE_ID,COND_MDL,COND_QA_FLAG,COND_RESULT,COND_RL,DOC_DATE_ANALYZED,DOC_HOLDING_TIME,DOC_LAB_FLAG,DOC_LAB_SAMPLE_ID,DOC_MDL,DOC_QA_FLAG,DOC_RESULT,DOC_RL,MAGNESIUM_DATE_ANALYZED,MAGNESIUM_HOLDING_TIME,MAGNESIUM_LAB_FLAG,MAGNESIUM_LAB_SAMPLE_ID,MAGNESIUM_MDL,MAGNESIUM_QA_FLAG,MAGNESIUM_RESULT,MAGNESIUM_RL,NITRATE_N_DATE_ANALYZED,NITRATE_N_HOLDING_TIME,NITRATE_N_LAB_FLAG,NITRATE_N_LAB_SAMPLE_ID,NITRATE_N_MDL,NITRATE_N_QA_FLAG,NITRATE_N_RESULT,NITRATE_N_RL,NITRATE_NITRITE_N_DATE_ANALYZED,NITRATE_NITRITE_N_HOLDING_TIME,NITRATE_NITRITE_N_LAB_FLAG,NITRATE_NITRITE_N_LAB_SAMPLE_ID,NITRATE_NITRITE_N_MDL,NITRATE_NITRITE_N_QA_FLAG,NITRATE_NITRITE_N_RESULT,NITRATE_NITRITE_N_RL,NITRITE_N_DATE_ANALYZED,NITRITE_N_HOLDING_TIME,NITRITE_N_LAB_FLAG,NITRITE_N_LAB_SAMPLE_ID,NITRITE_N_MDL,NITRITE_N_QA_FLAG,NITRITE_N_RESULT,NITRITE_N_RL,NTL_DATE_ANALYZED,NTL_HOLDING_TIME,NTL_LAB_FLAG,NTL_LAB_SAMPLE_ID,NTL_MDL,NTL_QA_FLAG,NTL_RESULT,NTL_RL,PH_DATE_ANALYZED,PH_HOLDING_TIME,PH_LAB_FLAG,PH_LAB_SAMPLE_ID,PH_QA_FLAG,PH_RESULT,POTASSIUM_DATE_ANALYZED,POTASSIUM_HOLDING_TIME,POTASSIUM_LAB_FLAG,POTASSIUM_LAB_SAMPLE_ID,POTASSIUM_MDL,POTASSIUM_QA_FLAG,POTASSIUM_RESULT,POTASSIUM_RL,PTL_DATE_ANALYZED,PTL_HOLDING_TIME,PTL_LAB_FLAG,PTL_LAB_SAMPLE_ID,PTL_MDL,PTL_QA_FLAG,PTL_RESULT,PTL_RL,SILICA_DATE_ANALYZED,SILICA_HOLDING_TIME,SILICA_LAB_FLAG,SILICA_LAB_SAMPLE_ID,SILICA_MDL,SILICA_QA_FLAG,SILICA_RESULT,SILICA_RL,SODIUM_DATE_ANALYZED,SODIUM_HOLDING_TIME,SODIUM_LAB_SAMPLE_ID,SODIUM_MDL,SODIUM_QA_FLAG,SODIUM_RESULT,SODIUM_RL,SULFATE_DATE_ANALYZED,SULFATE_HOLDING_TIME,SULFATE_LAB_FLAG,SULFATE_LAB_SAMPLE_ID,SULFATE_MDL,SULFATE_QA_FLAG,SULFATE_RESULT,SULFATE_RL,TOC_HOLDING_TIME,TOC_RESULT,TSS_DATE_ANALYZED,TSS_HOLDING_TIME,TSS_LAB_SAMPLE_ID,TSS_MDL,TSS_QA_FLAG,TSS_RESULT,TSS_RL,TURB_DATE_ANALYZED,TURB_HOLDING_TIME,TURB_LAB_FLAG,TURB_LAB_SAMPLE_ID,TURB_MDL,TURB_QA_FLAG,TURB_RESULT,TURB_RL,ANC_FLAG,CALCIUM_FLAG,CHLORIDE_FLAG,COLOR_FLAG,COND_FLAG,DOC_FLAG,MAGNESIUM_FLAG,NITRATE_N_FLAG,NITRATE_NITRITE_N_FLAG,NTL_FLAG,PH_FLAG,POTASSIUM_FLAG,PTL_FLAG,SILICA_FLAG,SODIUM_FLAG,SULFATE_FLAG,TSS_FLAG,TURB_FLAG,CHEM_SAMPLE_ID,CHEM_SHIP_FLAG,NUTS_SAMPLE_ID,NUTS_SHIP_FLAG
7623,REGULAR,WRS,121114.1,120808.1,120804.1,121114.1,120803.1,120803,120803.1,120824.1,121114.1,120803.1,120803.1,120803.1,120808.1,120804.1,121114.1,120808.1,120807.1,121114.1,120803.1,,,120803.1,mg/L,mg N/L,ueq/L,mg/L,mg/L,APHA Pt-Co,uS/cm @ 25C,mg/L,mg/L,mg N/L,mg N/L,mg N/L,mg/L,Std. Units,mg/L,ug/L,mg/L,mg/L,mg/L,,,NTU,11/14/2012,105,,1210647,0.01,,0.023,0.02,8/8/2012,7,,1210647,0.002,,0.0066,0.004,8/4/2012,3,,1210647,,161.8,11/14/2012,105,,1210647,0.02,,1.276,0.04,8/3/2012,2,,1210647,0.03,,0.143,0.06,8/3/2012,2,,1210647,,,22,5,8/3/2012,2,,1210647,,,15.1,2,8/24/2012,23,,1210647,0.1,,2.67,0.2,11/14/2012,105,,1210647,0.01,,0.197,0.02,8/3/2012,2,<LRL (0.02),1210647,0.01,ND,0.002,0.02,8/3/2012,2,,1210647,0.01,ND,0.002,0.02,8/3/2012,2,<LRL (0.02),1210647,0.01,ND,0,0.02,8/8/2012,7,,1210647,0.01,,0.166,0.02,8/4/2012,3,,1210647,,7.2,11/14/2012,105,,1210647,0.04,,0.206,0.08,8/8/2012,7,,1210647,2,,23,4,8/7/2012,6,,1210647,0.005,,9.069,0.01,11/14/2012,105,1210647,0.02,,1.411,0.04,8/3/2012,2,,1210647,0.09,,0.417,0.18,,,,,,,,,,8/3/2012,2,,1210647,,L,0.44,2,,,,,,,,,,,,,,,,,,,622430,,622433,
7625,REGULAR,WRS,121114.1,120808.1,120804.1,121114.1,120803.1,120803,120803.1,120823.1,121114.1,120803.1,120803.1,120803.1,120808.1,120804.1,121114.1,120808.1,120807.1,121114.1,120803.1,,,120803.1,mg/L,mg N/L,ueq/L,mg/L,mg/L,APHA Pt-Co,uS/cm @ 25C,mg/L,mg/L,mg N/L,mg N/L,mg N/L,mg/L,Std. Units,mg/L,ug/L,mg/L,mg/L,mg/L,,,NTU,11/14/2012,106,<LRL (0.02),1210632,0.01,L,0.011,0.02,8/8/2012,8,,1210632,0.002,,0.0056,0.004,8/4/2012,4,,1210632,,221.9,11/14/2012,106,,1210632,0.02,,2.492,0.04,8/3/2012,3,,1210632,0.03,,0.105,0.06,8/3/2012,3,,1210632,,,8,5,8/3/2012,3,,1210632,,,19.73,2,8/23/2012,23,,1210632,0.1,,1.36,0.2,11/14/2012,106,,1210632,0.01,,0.414,0.02,8/3/2012,3,<LRL (0.02),1210632,0.01,ND,0,0.02,8/3/2012,3,,1210632,0.01,ND,0,0.02,8/3/2012,3,<LRL (0.02),1210632,0.01,ND,0,0.02,8/8/2012,8,,1210632,0.01,,0.249,0.02,8/4/2012,4,>HT,1210632,H,7.52,11/14/2012,106,,1210632,0.04,,0.29,0.08,8/8/2012,8,,1210632,2,,11,4,8/7/2012,7,,1210632,0.005,,3.842,0.01,11/14/2012,106,1210632,0.02,,0.696,0.04,8/3/2012,3,,1210632,0.09,,0.4,0.18,,,,,,,,,,8/3/2012,3,,1210632,,L,0.26,2,,,,,,,,,,,,,,,,,,,622700,Ship Flag,622703,Ship Flag
7631,REGULAR,WRS,121114.1,120808.1,120804.1,121114.1,120807.1,120804,120804.1,120824.1,121114.1,120807.1,120807.1,120807.1,120808.1,120804.1,121114.1,120808.1,120807.1,121114.1,120807.1,,,120804.1,mg/L,mg N/L,ueq/L,mg/L,mg/L,APHA Pt-Co,uS/cm @ 25C,mg/L,mg/L,mg N/L,mg N/L,mg N/L,mg/L,Std. Units,mg/L,ug/L,mg/L,mg/L,mg/L,,,NTU,11/14/2012,106,<LRL (0.02),1210655,0.01,ND,0,0.02,8/8/2012,8,,1210655,0.002,,0.0059,0.004,8/4/2012,4,,1210655,,122.8,11/14/2012,106,,1210655,0.02,,1.605,0.04,8/7/2012,7,,1210655,0.03,,0.118,0.06,8/4/2012,4,>HT,1210655,,H,11,5,8/4/2012,4,,1210655,,,13.72,2,8/24/2012,24,,1210655,0.1,,0.51,0.2,11/14/2012,106,,1210655,0.01,,0.184,0.02,8/7/2012,7,<LRL (0.02),1210655,0.01,ND,0,0.02,8/7/2012,7,,1210655,0.01,ND,0,0.02,8/7/2012,7,<LRL (0.02),1210655,0.01,ND,0,0.02,8/8/2012,8,,1210655,0.01,,0.059,0.02,8/4/2012,4,>HT,1210655,H,7.01,11/14/2012,106,,1210655,0.04,,0.343,0.08,8/8/2012,8,,1210655,2,,14,4,8/7/2012,7,,1210655,0.005,,1.348,0.01,11/14/2012,106,1210655,0.02,,0.449,0.04,8/7/2012,7,,1210655,0.09,,1.016,0.18,,,,,,,,,,8/4/2012,4,>HT,1210655,,L;H,0.3,2,,,,,,,,,,,,,,,,,,,650150,Ship Flag,650153,Ship Flag
7633,REGULAR,WRS,121114.1,120808.1,120804.1,121114.1,120803.1,120803,120803.1,120824.1,121114.1,120803.1,120803.1,120803.1,120808.1,120804.1,121114.1,120808.1,120807.1,121114.1,120803.1,,,120803.1,mg/L,mg N/L,ueq/L,mg/L,mg/L,APHA Pt-Co,uS/cm @ 25C,mg/L,mg/L,mg N/L,mg N/L,mg N/L,mg/L,Std. Units,mg/L,ug/L,mg/L,mg/L,mg/L,,,NTU,11/14/2012,104,<LRL (0.02),1210641,0.01,ND,0,0.02,8/8/2012,6,,1210641,0.002,,0.023,0.004,8/4/2012,2,,1210641,,3750,11/14/2012,104,,1210641,0.02,,45.88,0.04,8/3/2012,1,,1210641,0.03,,26.521,0.06,8/3/2012,1,,1210641,,,22,5,8/3/2012,1,,1210641,,,474,2,8/24/2012,22,,1210641,0.1,,5.62,0.2,11/14/2012,104,,1210641,0.01,,27.34,0.02,8/3/2012,1,<LRL (0.02),1210641,0.01,ND,0,0.02,8/3/2012,1,,1210641,0.01,ND,0,0.02,8/3/2012,1,<LRL (0.02),1210641,0.01,ND,0,0.02,8/8/2012,6,,1210641,0.01,,2.256,0.02,8/4/2012,2,,1210641,,8.55,11/14/2012,104,,1210641,0.04,,2.518,0.08,8/8/2012,6,,1210641,2,,411,4,8/7/2012,5,,1210641,0.005,,10.15,0.01,11/14/2012,104,1210641,0.02,,11.96,0.04,8/3/2012,1,,1210641,0.09,,35.311,0.18,,,,,,,,,,8/3/2012,1,,1210641,,,23.42,2,,,,,,,,,,,,,,,,,,,656330,,656333,
7635,REGULAR,WRS,121114.1,120808.1,120804.1,121114.1,120803.1,120803,120803.1,120824.1,121114.1,120803.1,120803.1,120803.1,120808.1,120804.1,121114.1,120808.1,120807.1,121114.1,120803.1,,,120803.1,mg/L,mg N/L,ueq/L,mg/L,mg/L,APHA Pt-Co,uS/cm @ 25C,mg/L,mg/L,mg N/L,mg N/L,mg N/L,mg/L,Std. Units,mg/L,ug/L,mg/L,mg/L,mg/L,,,NTU,11/14/2012,104,<LRL (0.02),1210650,0.01,ND,0.003,0.02,8/8/2012,6,,1210650,0.002,,0.0096,0.004,8/4/2012,2,,1210650,,999.5,11/14/2012,104,,1210650,0.02,,9.041,0.04,8/3/2012,1,,1210650,0.03,,4.958,0.06,8/3/2012,1,,1210650,,,25,5,8/3/2012,1,,1210650,,,118.1,2,8/24/2012,22,,1210650,0.1,,5.52,0.2,11/14/2012,104,,1210650,0.01,,4.707,0.02,8/3/2012,1,<LRL (0.02),1210650,0.01,ND,0,0.02,8/3/2012,1,,1210650,0.01,ND,0,0.02,8/3/2012,1,<LRL (0.02),1210650,0.01,ND,0,0.02,8/8/2012,6,,1210650,0.01,,0.691,0.02,8/4/2012,2,,1210650,,7.83,11/14/2012,104,,1210650,0.04,,2.364,0.08,8/8/2012,6,,1210650,2,,159,4,8/7/2012,5,,1210650,0.005,,23.256,0.01,11/14/2012,104,1210650,0.02,,6.98,0.04,8/3/2012,1,,1210650,0.09,,2.001,0.18,,,,,,,,,,8/3/2012,1,,1210650,,,3.94,2,,,,,,,,,,,,,,,,,,,653390,,653393,
7636,REGULAR,WRS,121114.1,120806.1,120802.2,121114.1,120803.1,120802,120802.2,120823.1,121114.1,120803.1,120803.1,120803.1,120808.1,120802.2,121114.1,120808.1,120802.1,121114.1,120803.1,,,120802.2,mg/L,mg N/L,ueq/L,mg/L,mg/L,APHA Pt-Co,uS/cm @ 25C,mg/L,mg/L,mg N/L,mg N/L,mg N/L,mg/L,Std. Units,mg/L,ug/L,mg/L,mg/L,mg/L,,,NTU,11/14/2012,105,<LRL (0.02),1210628,0.01,ND,0.007,0.02,8/6/2012,5,,1210628,0.002,,0.0047,0.004,8/2/2012,1,,1210628,,517.8,11/14/2012,105,,1210628,0.02,,10.57,0.04,8/3/2012,2,,1210628,0.03,,16.001,0.06,8/2/2012,1,,1210628,,,18,5,8/2/2012,1,,1210628,,,126.4,2,8/23/2012,22,,1210628,0.1,,4.13,0.2,11/14/2012,105,,1210628,0.01,,1.881,0.02,8/3/2012,2,<LRL (0.02),1210628,0.01,ND,0.002,0.02,8/3/2012,2,,1210628,0.01,ND,0.002,0.02,8/3/2012,2,<LRL (0.02),1210628,0.01,ND,0,0.02,8/8/2012,7,,1210628,0.01,,0.353,0.02,8/2/2012,1,,1210628,,7.76,11/14/2012,105,,1210628,0.04,,1.909,0.08,8/8/2012,7,,1210628,2,,12,4,8/2/2012,1,,1210628,0.005,,2.857,0.01,11/14/2012,105,1210628,0.02,,9.042,0.04,8/3/2012,2,,1210628,0.09,,7.576,0.18,,,,,,,,,,8/2/2012,1,,1210628,,,1.11,2,,,,,,,,,,,,,,,,,,,653330,,653333,
7637,REGULAR,WRS,121114.1,120808.1,120804.1,121114.1,120807.1,120803,120803.1,120823.1,121114.1,120803.1,120803.1,120803.1,120808.1,120804.1,121114.1,120808.1,120807.1,121114.1,120803.1,,,120803.1,mg/L,mg N/L,ueq/L,mg/L,mg/L,APHA Pt-Co,uS/cm @ 25C,mg/L,mg/L,mg N/L,mg N/L,mg N/L,mg/L,Std. Units,mg/L,ug/L,mg/L,mg/L,mg/L,,,NTU,11/14/2012,104,<LRL (0.02),1210631,0.01,ND,0.006,0.02,8/8/2012,6,,1210631,0.002,,0.01,0.004,8/4/2012,2,,1210631,,1756,11/14/2012,104,,1210631,0.02,,36.44,0.04,8/7/2012,5,,1210631,0.03,,153.589,0.06,8/3/2012,1,,1210631,,,20,5,8/3/2012,1,,1210631,,,724,2,8/23/2012,21,,1210631,0.1,,5.14,0.2,11/14/2012,104,,1210631,0.01,,13.49,0.02,8/3/2012,1,<LRL (0.02),1210631,0.01,ND,0,0.02,8/3/2012,1,,1210631,0.01,ND,0,0.02,8/3/2012,1,<LRL (0.02),1210631,0.01,ND,0,0.02,8/8/2012,6,,1210631,0.01,,0.845,0.02,8/4/2012,2,,1210631,,9.06,11/14/2012,104,,1210631,0.04,,3.456,0.08,8/8/2012,6,,1210631,2,,41,4,8/7/2012,5,,1210631,0.005,,3.536,0.01,11/14/2012,104,1210631,0.02,,89.04,0.04,8/3/2012,1,,1210631,0.09,,38.268,0.18,,,,,,,,,,8/3/2012,1,,1210631,,,3.63,2,,,,,,,,,,,,,,,,,,,651680,,651683,
7640,REGULAR,WRS,121114.1,120808.1,120804.1,121114.1,120803.1,120803,120803.1,120824.1,121114.1,120803.1,120803.1,120803.1,120808.1,120804.1,121114.1,120808.1,120807.1,121114.1,120803.1,,,120803.1,mg/L,mg N/L,ueq/L,mg/L,mg/L,APHA Pt-Co,uS/cm @ 25C,mg/L,mg/L,mg N/L,mg N/L,mg N/L,mg/L,Std. Units,mg/L,ug/L,mg/L,mg/L,mg/L,,,NTU,11/14/2012,104,<LRL (0.02),1210646,0.01,ND,0,0.02,8/8/2012,6,,1210646,0.002,,0.01,0.004,8/4/2012,2,,1210646,,682.9,11/14/2012,104,,1210646,0.02,,11.71,0.04,8/3/2012,1,,1210646,0.03,,17.452,0.06,8/3/2012,1,,1210646,,,22,5,8/3/2012,1,,1210646,,,197.4,2,8/24/2012,22,,1210646,0.1,,6.8,0.2,11/14/2012,104,,1210646,0.01,,4.243,0.02,8/3/2012,1,<LRL (0.02),1210646,0.01,ND,0,0.02,8/3/2012,1,,1210646,0.01,ND,0,0.02,8/3/2012,1,<LRL (0.02),1210646,0.01,ND,0,0.02,8/8/2012,6,,1210646,0.01,,0.869,0.02,8/4/2012,2,,1210646,,8.5,11/14/2012,104,,1210646,0.04,,5.719,0.08,8/8/2012,6,,1210646,2,,60,4,8/7/2012,5,,1210646,0.005,,14.557,0.01,11/14/2012,104,1210646,0.02,,16.13,0.04,8/3/2012,1,,1210646,0.09,,29.981,0.18,,,,,,,,,,8/3/2012,1,,1210646,,,4.66,2,,,,,,,,,,,,,,,,,,,658730,,658733,
7642,REGULAR,WRS,121108.1,120806.1,120802.2,121108.1,120803.1,120802,120802.2,120823.1,121108.1,120803.1,120803.1,120803.1,120808.1,120802.2,121108.1,120808.1,120802.1,121108.1,120803.1,,,120802.2,mg/L,mg N/L,ueq/L,mg/L,mg/L,APHA Pt-Co,uS/cm @ 25C,mg/L,mg/L,mg N/L,mg N/L,mg N/L,mg/L,Std. Units,mg/L,ug/L,mg/L,mg/L,mg/L,,,NTU,11/8/2012,100,<LRL (0.02),1210616,0.01,ND,0,0.02,8/6/2012,6,<LRL (0.004),1210616,0.002,L,0.0039,0.004,8/2/2012,2,,1210616,,2827,11/8/2012,100,,1210616,0.02,,23.62,0.04,8/3/2012,3,,1210616,0.03,,5.771,0.06,8/2/2012,2,,1210616,,,5,5,8/2/2012,2,,1210616,,,337,2,8/23/2012,23,,1210616,0.1,,1.79,0.2,11/8/2012,100,,1210616,0.01,,13.81,0.02,8/3/2012,3,<LRL (0.02),1210616,0.01,ND,0,0.02,8/3/2012,3,,1210616,0.01,ND,0,0.02,8/3/2012,3,<LRL (0.02),1210616,0.01,ND,0,0.02,8/8/2012,8,,1210616,0.01,,0.219,0.02,8/2/2012,2,,1210616,,9.27,11/8/2012,100,,1210616,0.04,,6.445,0.08,8/8/2012,8,,1210616,2,,79,4,8/2/2012,2,,1210616,0.005,,48.039,0.01,11/8/2012,100,1210616,0.02,,27.27,0.04,8/3/2012,3,,1210616,0.09,,29.738,0.18,,,,,,,,,,8/2/2012,2,,1210616,,L,0.44,2,,,,,,,,,,,,,,,,,,,633110,,633113,
7643,REGULAR,WRS,121114.1,120808.1,120804.1,121114.1,120803.1,120803,120803.1,120823.1,121114.1,120803.1,120803.1,120803.1,120808.1,120804.1,121114.1,120808.1,120807.1,121114.1,120803.1,,,120803.1,mg/L,mg N/L,ueq/L,mg/L,mg/L,APHA Pt-Co,uS/cm @ 25C,mg/L,mg/L,mg N/L,mg N/L,mg N/L,mg/L,Std. Units,mg/L,ug/L,mg/L,mg/L,mg/L,,,NTU,11/14/2012,104,<LRL (0.02),1210633,0.01,ND,0.004,0.02,8/8/2012,6,,1210633,0.002,,0.015,0.004,8/4/2012,2,,1210633,,2089,11/14/2012,104,,1210633,0.02,,25.07,0.04,8/3/2012,1,,1210633,0.03,,4.19,0.06,8/3/2012,1,,1210633,,,20,5,8/3/2012,1,,1210633,,,205,2,8/23/2012,21,,1210633,0.1,,2.86,0.2,11/14/2012,104,,1210633,0.01,,10.76,0.02,8/3/2012,1,<LRL (0.02),1210633,0.01,ND,0.002,0.02,8/3/2012,1,,1210633,0.01,ND,0.002,0.02,8/3/2012,1,<LRL (0.02),1210633,0.01,ND,0,0.02,8/8/2012,6,,1210633,0.01,,0.266,0.02,8/4/2012,2,,1210633,,8.69,11/14/2012,104,<LRL (0.08),1210633,0.04,L,0.072,0.08,8/8/2012,6,,1210633,2,,17,4,8/7/2012,5,,1210633,0.005,,2.186,0.01,11/14/2012,104,1210633,0.02,,2.17,0.04,8/3/2012,1,,1210633,0.09,,4.756,0.18,,,,,,,,,,8/3/2012,1,,1210633,,L,0.88,2,,,,,,,,,,,,,,,,,,,620210,,620213,
7644,REGULAR,WRS,121114.1,120808.1,120808.1,121114.1,120807.1,120804,120804.1,120828.1,121114.1,120807.1,120807.1,120807.1,120816.1,120804.1,121114.1,120808.1,120807.1,121114.1,120807.1,,,120804.1,mg/L,mg N/L,ueq/L,mg/L,mg/L,APHA Pt-Co,uS/cm @ 25C,mg/L,mg/L,mg N/L,mg N/L,mg N/L,mg/L,Std. Units,mg/L,ug/L,mg/L,mg/L,mg/L,,,NTU,11/14/2012,104,<LRL (0.02),1210652,0.01,ND,0,0.02,8/8/2012,6,,1210652,0.002,,0.03,0.004,8/8/2012,6,,1210652,,21209,11/14/2012,104,,1210652,0.02,,17.05,0.04,8/7/2012,5,,1210652,0.03,,129.415,0.06,8/4/2012,2,,1210652,,,36,5,8/4/2012,2,,1210652,,,2270,2,8/28/2012,26,,1210652,0.1,,43.14,0.2,11/14/2012,104,,1210652,0.01,,178.1,0.02,8/7/2012,5,<LRL (0.02),1210652,0.01,ND,0,0.02,8/7/2012,5,,1210652,0.01,ND,0,0.02,8/7/2012,5,<LRL (0.02),1210652,0.01,ND,0,0.02,8/16/2012,14,,1210652,0.01,,4.213,0.02,8/4/2012,2,,1210652,,8.88,11/14/2012,104,,1210652,0.04,,125.6,0.08,8/8/2012,6,,1210652,2,,67,4,8/7/2012,5,,1210652,0.005,,20.96,0.01,11/14/2012,104,1210652,0.02,,222,0.04,8/7/2012,5,,1210652,0.09,,134.47,0.18,,,,,,,,,,8/4/2012,2,,1210652,,,4.06,2,,,,,,,,,,,,,,,,,,,636830,,636833,
7645,REGULAR,WRS,121114.1,120808.1,120804.1,121114.1,120803.1,120803,120803.1,120828.1,121114.1,120803.1,120803.1,120803.1,120808.1,120804.1,121114.1,120808.1,120807.1,121114.1,120807.1,,,120803.1,mg/L,mg N/L,ueq/L,mg/L,mg/L,APHA Pt-Co,uS/cm @ 25C,mg/L,mg/L,mg N/L,mg N/L,mg N/L,mg/L,Std. Units,mg/L,ug/L,mg/L,mg/L,mg/L,,,NTU,11/14/2012,105,<LRL (0.02),1210649,0.01,ND,0,0.02,8/8/2012,7,,1210649,0.002,,0.026,0.004,8/4/2012,3,,1210649,,11229,11/14/2012,105,,1210649,0.02,,42.98,0.04,8/3/2012,2,,1210649,0.03,,15.463,0.06,8/3/2012,2,,1210649,,,35,5,8/3/2012,2,,1210649,,,2240,2,8/28/2012,27,,1210649,0.1,,31.06,0.2,11/14/2012,105,,1210649,0.01,,330.7,0.02,8/3/2012,2,<LRL (0.02),1210649,0.01,ND,0,0.02,8/3/2012,2,,1210649,0.01,ND,0,0.02,8/3/2012,2,<LRL (0.02),1210649,0.01,ND,0,0.02,8/8/2012,7,,1210649,0.01,,1.875,0.02,8/4/2012,3,,1210649,,8.55,11/14/2012,105,,1210649,0.04,,39.12,0.08,8/8/2012,7,,1210649,2,,78,4,8/7/2012,6,,1210649,0.005,,21.047,0.01,11/14/2012,105,1210649,0.02,,52.49,0.04,8/7/2012,6,,1210649,0.09,,921.272,0.18,,,,,,,,,,8/3/2012,2,,1210649,,,4.82,2,,,,,,,,,,,,,,,,,,,636620,,636623,
7649,REGULAR,WRS,121114.1,120808.1,120804.1,121114.1,120803.1,120803,120803.1,120828.1,121114.1,120803.1,120803.1,120803.1,120816.1,120804.1,121114.1,120808.1,120807.1,121114.1,120807.1,,,120803.1,mg/L,mg N/L,ueq/L,mg/L,mg/L,APHA Pt-Co,uS/cm @ 25C,mg/L,mg/L,mg N/L,mg N/L,mg N/L,mg/L,Std. Units,mg/L,ug/L,mg/L,mg/L,mg/L,,,NTU,11/14/2012,104,<LRL (0.02),1210648,0.01,ND,0,0.02,8/8/2012,6,,1210648,0.002,,0.027,0.004,8/4/2012,2,,1210648,,6866,11/14/2012,104,,1210648,0.02,,41.95,0.04,8/3/2012,1,,1210648,0.03,,156.96,0.06,8/3/2012,1,,1210648,,,68,5,8/3/2012,1,,1210648,,,2720,2,8/28/2012,26,,1210648,0.1,,25.48,0.2,11/14/2012,104,,1210648,0.01,,88.52,0.02,8/3/2012,1,<LRL (0.02),1210648,0.01,ND,0,0.02,8/3/2012,1,,1210648,0.01,ND,0,0.02,8/3/2012,1,<LRL (0.02),1210648,0.01,ND,0,0.02,8/16/2012,14,,1210648,0.01,,4.781,0.02,8/4/2012,2,,1210648,,8.94,11/14/2012,104,,1210648,0.04,,24.8,0.08,8/8/2012,6,,1210648,2,,359,4,8/7/2012,5,,1210648,0.005,,52.09,0.01,11/14/2012,104,1210648,0.02,,451.5,0.04,8/7/2012,5,,1210648,0.09,,869.167,0.18,,,,,,,,,,8/3/2012,1,,1210648,,,41.55,2,,,,,,,,,,,,,,,,,,,636860,,636863,
